T d154 d184 d214 d244
d 150 180 210 240
290 7.826673000E-03 9.629434000E-03 1.050030300E-02 1.077237200E-02
295 4.980428000E-03 6.873454000E-03 7.804038000E-03 7.114703000E-03
300 -2.126717000E-03 1.231350000E-04 1.154107000E-03 4.935270000E-04
305 -1.707808500E-02 -1.414899100E-02 -1.275839000E-02 -1.333565100E-02
310 -4.590827000E-02 -4.151404900E-02 -3.949314600E-02 -3.983709600E-02
315 -9.502126300E-02 -8.797446600E-02 -8.474631700E-02 -8.472066200E-02
320 -1.396139730E-01 -1.394597830E-01 -1.386312630E-01 -1.371621510E-01
325 -8.213501700E-02 -8.313696300E-02 -8.301885600E-02 -8.147830900E-02
330 4.963256000E-03 4.586970000E-03 4.547696000E-03 4.660863000E-03
335 9.726512000E-03 8.511200000E-03 8.034383000E-03 7.949993000E-03
340 1.597457700E-02 1.345192300E-02 1.219122400E-02 1.170408000E-02
