fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
00T1 9:22 309.1 37.51 1.000E+000 5.694E+000 1.843E-006 7.392E+002 2.366E+000 5.456E-008 1.701E-003 
00T2 9:41 313.8 36.95 1.000E+000 6.693E+000 1.549E-006 7.600E+002 2.409E+000 5.506E-008 5.838E-004 
00T3 10:17 316.8 36.6 1.000E+000 3.296E+000 1.836E-006 7.724E+002 2.367E+000 6.311E-008 2.804E-003 
00T4 10:34 319.5 36.29 1.000E+000 3.768E+000 1.769E-006 7.830E+002 2.401E+000 6.188E-008 4.566E-004 
00T5 10:52 322.2 35.98 1.000E+000 4.385E+000 1.758E-006 7.929E+002 2.420E+000 6.304E-008 4.065E-004 
00T6 11:9 324.6 35.72 1.000E+000 5.044E+000 1.793E-006 8.011E+002 2.415E+000 6.660E-008 3.019E-004 
00T7 11:34 327.4 35.41 1.000E+000 4.653E+000 2.048E-006 8.097E+002 2.394E+000 7.254E-008 7.801E-004 
00T8 11:57 330.6 35.07 1.000E+000 5.968E+000 1.882E-006 8.184E+002 2.409E+000 7.483E-008 1.087E-003 
00T9 12:18 334.3 34.68 1.000E+000 6.493E+000 1.906E-006 8.266E+002 2.414E+000 7.892E-008 9.637E-004 
0T10 12:35 338 34.3 1.000E+000 6.722E+000 2.522E-006 8.326E+002 2.351E+000 9.223E-008 7.497E-004 
0T11 13:2 341.3 33.97 1.000E+000 4.585E+000 2.071E-006 8.359E+002 2.401E+000 9.035E-008 7.801E-004 
