Fe JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
1.000000E+10 3.760035E-1 2.599580E+1 4.466660E-1 7.739210E+1 3.773046E-1 2.628210E+1 4.470100E-1 7.791480E+1 3.4484075E-01 1.0893346E+00 7.6955773E-02 6.7086099E-01
1.468000E+10 3.748458E-1 2.573580E+1 4.448680E-1 7.716530E+1 3.767175E-1 2.613160E+1 4.454920E-1 7.785380E+1 4.9684445E-01 1.5146413E+00 1.4006986E-01 8.8434990E-01
2.154000E+10 3.731869E-1 2.538730E+1 4.423090E-1 7.690130E+1 3.758664E-1 2.592370E+1 4.434370E-1 7.776780E+1 7.1288628E-01 2.0691491E+00 2.5437661E-01 1.1142144E+00
3.162000E+10 3.708350E-1 2.493360E+1 4.386790E-1 7.663470E+1 3.746397E-1 2.564220E+1 4.407230E-1 7.765050E+1 1.0155624E+00 2.7634134E+00 4.6378337E-01 1.3081693E+00
4.642000E+10 3.675497E-1 2.435990E+1 4.337440E-1 7.640020E+1 3.728861E-1 2.527050E+1 4.371070E-1 7.752090E+1 1.4311072E+00 3.6034111E+00 7.6937683E-01 1.4456747E+00
6.813000E+10 3.630534E-1 2.365890E+1 4.274860E-1 7.622020E+1 3.704077E-1 2.479320E+1 4.326740E-1 7.735020E+1 1.9854609E+00 4.5750448E+00 1.1990552E+00 1.4608883E+00
1.000000E+11 3.570648E-1 2.282910E+1 4.201630E-1 7.608390E+1 3.669606E-1 2.419870E+1 4.273500E-1 7.715370E+1 2.6966928E+00 5.6598082E+00 1.6817597E+00 1.3865829E+00
1.468000E+11 3.493607E-1 2.187960E+1 4.121960E-1 7.596800E+1 3.622693E-1 2.348030E+1 4.213030E-1 7.692140E+1 3.5632608E+00 6.8172042E+00 2.1616271E+00 1.2394470E+00
2.154000E+11 3.398554E-1 2.082820E+1 4.041170E-1 7.582620E+1 3.560647E-1 2.263880E+1 4.145950E-1 7.667800E+1 4.5523468E+00 7.9977737E+00 2.5272857E+00 1.1108793E+00
3.162000E+11 3.286572E-1 1.970200E+1 3.962670E-1 7.563930E+1 3.481484E-1 2.168320E+1 4.075820E-1 7.640350E+1 5.5985321E+00 9.1370277E+00 2.7761285E+00 1.0002160E+00
4.642000E+11 3.160511E-1 1.853230E+1 3.888140E-1 7.540480E+1 3.384667E-1 2.063200E+1 4.004740E-1 7.610630E+1 6.6226899E+00 1.0176910E+01 2.9115498E+00 9.2173710E-01
6.813000E+11 3.023864E-1 1.734560E+1 3.816900E-1 7.514260E+1 3.271556E-1 1.951180E+1 3.933250E-1 7.581590E+1 7.5710763E+00 1.1102000E+01 2.9581135E+00 8.8807229E-01
1.000000E+12 2.879286E-1 1.615650E+1 3.747750E-1 7.486190E+1 3.145061E-1 1.835170E+1 3.863760E-1 7.551050E+1 8.4505515E+00 1.1961835E+01 3.0025157E+00 8.5895339E-01
1.468000E+12 2.727804E-1 1.496680E+1 3.680010E-1 7.454790E+1 3.008479E-1 1.717570E+1 3.796760E-1 7.518380E+1 9.3294652E+00 1.2860611E+01 3.0749903E+00 8.4579391E-01
2.154000E+12 2.569219E-1 1.377170E+1 3.611720E-1 7.420630E+1 2.864135E-1 1.599580E+1 3.729860E-1 7.486700E+1 1.0296861E+01 1.3904275E+01 3.1674111E+00 8.8249830E-01
3.162000E+12 2.403274E-1 1.256890E+1 3.541020E-1 7.384750E+1 2.712789E-1 1.481260E+1 3.663250E-1 7.452780E+1 1.1409476E+01 1.5147240E+01 3.3366546E+00 9.1281374E-01
4.642000E+12 2.230646E-1 1.136400E+1 3.468270E-1 7.344380E+1 2.554167E-1 1.362150E+1 3.596180E-1 7.414840E+1 1.2666400E+01 1.6573065E+01 3.5568297E+00 9.5025651E-01
6.813000E+12 2.053240E-1 1.017000E+1 3.393130E-1 7.298780E+1 2.388102E-1 1.242130E+1 3.526040E-1 7.375580E+1 1.4022098E+01 1.8124512E+01 3.7693844E+00 1.0412740E+00
1.000000E+13 1.873862E-1 9.004800E+0 3.314400E-1 7.249350E+1 2.215423E-1 1.121860E+1 3.453320E-1 7.331860E+1 1.5417417E+01 1.9733300E+01 4.0227955E+00 1.1253625E+00
1.468000E+13 1.695722E-1 7.886600E+0 3.232210E-1 7.194550E+1 2.038147E-1 1.002730E+1 3.377930E-1 7.282240E+1 1.6800800E+01 2.1348718E+01 4.3138845E+00 1.2041625E+00
2.154000E+13 1.522015E-1 6.832000E+0 3.146680E-1 7.132570E+1 1.859128E-1 8.865200E+0 3.299600E-1 7.225810E+1 1.8132856E+01 2.2934621E+01 4.6345012E+00 1.2903744E+00
3.162000E+13 1.355643E-1 5.854300E+0 3.057440E-1 7.062220E+1 1.681569E-1 7.750800E+0 3.216910E-1 7.164080E+1 1.9382256E+01 2.4468442E+01 4.9572416E+00 1.4218155E+00
4.642000E+13 1.199034E-1 4.962700E+0 2.963950E-1 6.982050E+1 1.508633E-1 6.700200E+0 3.130590E-1 7.093330E+1 2.0521823E+01 2.5932062E+01 5.3229583E+00 1.5687977E+00
6.813000E+13 1.053976E-1 4.161900E+0 2.865450E-1 6.890290E+1 1.343177E-1 5.726800E+0 3.040300E-1 7.011840E+1 2.1531116E+01 2.7325906E+01 5.7510772E+00 1.7334965E+00
1.000000E+14 9.216764E-2 3.452900E+0 2.760810E-1 6.784750E+1 1.187559E-1 4.839600E+0 2.945520E-1 6.917750E+1 2.2389001E+01 2.8653194E+01 6.2708792E+00 1.9225904E+00
