Fe JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
1.000000E+10 3.764901E-1 2.312590E+1 4.085470E-1 7.517470E+1 3.777053E-1 2.340860E+1 4.092200E-1 7.572410E+1 3.2173231E-01 1.2076758E+00 1.6445922E-01 7.2552860E-01
1.468000E+10 3.754157E-1 2.286600E+1 4.064930E-1 7.491940E+1 3.771552E-1 2.325420E+1 4.075730E-1 7.563880E+1 4.6121597E-01 1.6693759E+00 2.6498321E-01 9.5109917E-01
2.154000E+10 3.738762E-1 2.252060E+1 4.035980E-1 7.462300E+1 3.763579E-1 2.304200E+1 4.053410E-1 7.552100E+1 6.5939894E-01 2.2628244E+00 4.3000831E-01 1.1890732E+00
3.162000E+10 3.716932E-1 2.207550E+1 3.995870E-1 7.431620E+1 3.752086E-1 2.275700E+1 4.023930E-1 7.536350E+1 9.3691882E-01 2.9946830E+00 6.9732823E-01 1.3896648E+00
4.642000E+10 3.686435E-1 2.151990E+1 3.941710E-1 7.404880E+1 3.735656E-1 2.238440E+1 3.985410E-1 7.517520E+1 1.3175999E+00 3.8620647E+00 1.0964995E+00 1.4983665E+00
6.813000E+10 3.644683E-1 2.085070E+1 3.874450E-1 7.382790E+1 3.712432E-1 2.191190E+1 3.937030E-1 7.495850E+1 1.8249223E+00 4.8430305E+00 1.5895231E+00 1.5083013E+00
1.000000E+11 3.589044E-1 2.007100E+1 3.797030E-1 7.364030E+1 3.680129E-1 2.133150E+1 3.879490E-1 7.470550E+1 2.4750491E+00 5.9091016E+00 2.1255371E+00 1.4258656E+00
1.468000E+11 3.517402E-1 1.919280E+1 3.713980E-1 7.345930E+1 3.636157E-1 2.064150E+1 3.813830E-1 7.442290E+1 3.2659481E+00 7.0183853E+00 2.6181031E+00 1.2947628E+00
2.154000E+11 3.428874E-1 1.823480E+1 3.630200E-1 7.324680E+1 3.577983E-1 1.984670E+1 3.741570E-1 7.412500E+1 4.1674038E+00 8.1217532E+00 2.9765580E+00 1.1847555E+00
3.162000E+11 3.324326E-1 1.722190E+1 3.548910E-1 7.298790E+1 3.503720E-1 1.895920E+1 3.666220E-1 7.379730E+1 5.1201009E+00 9.1633613E+00 3.1997534E+00 1.0967881E+00
4.642000E+11 3.206209E-1 1.618060E+1 3.471620E-1 7.268430E+1 3.412811E-1 1.799820E+1 3.590370E-1 7.344240E+1 6.0537194E+00 1.0098788E+01 3.3074586E+00 1.0322375E+00
6.813000E+11 3.077535E-1 1.513170E+1 3.398450E-1 7.233900E+1 3.306429E-1 1.698810E+1 3.515270E-1 7.307950E+1 6.9226951E+00 1.0927649E+01 3.3232156E+00 1.0132801E+00
1.000000E+12 2.940532E-1 1.408500E+1 3.327000E-1 7.198560E+1 3.187141E-1 1.595350E+1 3.442050E-1 7.271190E+1 7.7376244E+00 1.1712163E+01 3.3424849E+00 9.9887364E-01
1.468000E+12 2.795926E-1 1.303970E+1 3.256690E-1 7.160370E+1 3.057811E-1 1.491260E+1 3.371420E-1 7.232670E+1 8.5644600E+00 1.2559178E+01 3.4030171E+00 9.9963084E-01
2.154000E+12 2.643322E-1 1.199020E+1 3.186240E-1 7.118170E+1 2.920350E-1 1.387300E+1 3.302700E-1 7.191750E+1 9.4861232E+00 1.3571686E+01 3.5262058E+00 1.0231168E+00
3.162000E+12 2.482306E-1 1.093380E+1 3.113810E-1 7.072830E+1 2.775206E-1 1.283260E+1 3.233120E-1 7.151000E+1 1.0554171E+01 1.4796690E+01 3.6902435E+00 1.0931338E+00
4.642000E+12 2.313394E-1 9.874700E+0 3.038440E-1 7.024170E+1 2.621902E-1 1.178610E+1 3.162770E-1 7.106500E+1 1.1766573E+01 1.6217409E+01 3.9310478E+00 1.1585169E+00
6.813000E+12 2.138327E-1 8.824400E+0 2.960390E-1 6.969940E+1 2.460132E-1 1.073180E+1 3.090760E-1 7.056980E+1 1.3080802E+01 1.7773347E+01 4.2180564E+00 1.2333888E+00
1.000000E+13 1.959789E-1 7.798000E+0 2.879400E-1 6.909420E+1 2.290608E-1 9.675400E+0 3.015530E-1 7.003660E+1 1.4442410E+01 1.9403849E+01 4.5142977E+00 1.3455822E+00
1.468000E+13 1.780954E-1 6.811900E+0 2.795160E-1 6.841920E+1 2.115230E-1 8.629000E+0 2.936900E-1 6.945220E+1 1.5803293E+01 2.1058060E+01 4.8261773E+00 1.4873539E+00
2.154000E+13 1.605086E-1 5.880800E+0 2.706930E-1 6.767490E+1 1.936771E-1 7.608300E+0 2.855050E-1 6.879600E+1 1.7125669E+01 2.2705466E+01 5.1880002E+00 1.6296006E+00
3.162000E+13 1.435256E-1 5.016800E+0 2.614580E-1 6.684480E+1 1.758422E-1 6.629200E+0 2.769710E-1 6.805720E+1 1.8378182E+01 2.4322694E+01 5.6009474E+00 1.7814427E+00
4.642000E+13 1.274122E-1 4.228700E+0 2.517860E-1 6.590770E+1 1.583429E-1 5.706600E+0 2.680520E-1 6.722470E+1 1.9533999E+01 2.5898083E+01 6.0682256E+00 1.9591013E+00
6.813000E+13 1.123792E-1 3.521300E+0 2.416080E-1 6.484520E+1 1.414812E-1 4.852300E+0 2.587070E-1 6.628370E+1 2.0569517E+01 2.7430291E+01 6.6094076E+00 2.1702168E+00
1.000000E+14 9.857571E-2 2.895900E+0 2.308250E-1 6.363520E+1 1.255162E-1 4.074800E+0 2.488820E-1 6.521960E+1 2.1463755E+01 2.8931481E+01 7.2552455E+00 2.4293311E+00
