Fe JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
1.000000E+10 3.749151E-1 3.079720E+1 5.097130E-1 8.057900E+1 3.761734E-1 3.104880E+1 5.094650E-1 8.100490E+1 3.3449999E-01 8.1033728E-01 -4.8678516E-02 5.2577066E-01
1.468000E+10 3.736147E-1 3.053660E+1 5.082630E-1 8.040400E+1 3.754433E-1 3.088910E+1 5.080430E-1 8.097120E+1 4.8705091E-01 1.1411793E+00 -4.3303421E-02 7.0049598E-01
2.154000E+10 3.717509E-1 3.018200E+1 5.061910E-1 8.019570E+1 3.743865E-1 3.066700E+1 5.061280E-1 8.092080E+1 7.0397838E-01 1.5815045E+00 -1.2447444E-02 8.9606133E-01
3.162000E+10 3.691076E-1 2.971080E+1 5.032700E-1 7.997050E+1 3.728665E-1 3.036370E+1 5.036240E-1 8.084700E+1 1.0081088E+00 2.1502650E+00 7.0290534E-02 1.0841466E+00
4.642000E+10 3.654140E-1 2.910240E+1 4.992170E-1 7.976690E+1 3.706998E-1 2.995840E+1 5.004450E-1 8.074380E+1 1.4258977E+00 2.8572954E+00 2.4538161E-01 1.2098762E+00
6.813000E+10 3.603570E-1 2.833870E+1 4.938100E-1 7.962620E+1 3.676503E-1 2.943050E+1 4.963500E-1 8.063890E+1 1.9837601E+00 3.7097569E+00 5.1173567E-01 1.2558455E+00
1.000000E+11 3.536203E-1 2.741130E+1 4.872470E-1 7.954490E+1 3.634329E-1 2.876160E+1 4.915950E-1 8.049170E+1 2.6999757E+00 4.6948014E+00 8.8446791E-01 1.1762703E+00
1.468000E+11 3.449561E-1 2.632120E+1 4.799600E-1 7.948870E+1 3.577375E-1 2.793850E+1 4.860670E-1 8.033620E+1 3.5728432E+00 5.7887861E+00 1.2564112E+00 1.0549416E+00
2.154000E+11 3.342792E-1 2.508560E+1 4.723850E-1 7.943070E+1 3.502803E-1 2.695630E+1 4.801370E-1 8.013990E+1 4.5680845E+00 6.9397506E+00 1.6145392E+00 8.8495244E-01
3.162000E+11 3.217368E-1 2.373620E+1 4.649590E-1 7.933510E+1 3.408845E-1 2.582220E+1 4.737210E-1 7.995240E+1 5.6170638E+00 8.0783202E+00 1.8496119E+00 7.7208439E-01
4.642000E+11 3.076917E-1 2.231470E+1 4.578940E-1 7.919160E+1 3.295628E-1 2.455780E+1 4.672400E-1 7.974070E+1 6.6363983E+00 9.1339615E+00 2.0002568E+00 6.8860695E-01
6.813000E+11 2.925920E-1 2.086080E+1 4.511780E-1 7.901150E+1 3.165503E-1 2.319770E+1 4.608270E-1 7.951220E+1 7.5685602E+00 1.0073844E+01 2.0938443E+00 6.2971469E-01
1.000000E+12 2.767954E-1 1.940030E+1 4.446200E-1 7.881890E+1 3.022403E-1 2.178150E+1 4.544080E-1 7.929720E+1 8.4187648E+00 1.0932213E+01 2.1540114E+00 6.0317388E-01
1.468000E+12 2.604700E-1 1.794140E+1 4.382170E-1 7.859220E+1 2.870351E-1 2.034180E+1 4.481910E-1 7.906080E+1 9.2550005E+00 1.1800332E+01 2.2253905E+00 5.9270840E-01
2.154000E+12 2.436347E-1 1.648210E+1 4.317470E-1 7.834510E+1 2.712021E-1 1.889640E+1 4.420080E-1 7.881780E+1 1.0164892E+01 1.2776508E+01 2.3214512E+00 5.9973762E-01
3.162000E+12 2.262874E-1 1.502090E+1 4.250590E-1 7.808260E+1 2.548335E-1 1.744840E+1 4.357330E-1 7.856840E+1 1.1201863E+01 1.3912450E+01 2.4496653E+00 6.1831474E-01
4.642000E+12 2.085159E-1 1.356500E+1 4.182110E-1 7.777750E+1 2.379259E-1 1.599540E+1 4.294140E-1 7.827930E+1 1.2360991E+01 1.5194368E+01 2.6089042E+00 6.4103792E-01
6.813000E+12 1.905269E-1 1.213070E+1 4.110990E-1 7.743730E+1 2.205049E-1 1.453930E+1 4.227700E-1 7.798140E+1 1.3595163E+01 1.6566135E+01 2.7606027E+00 6.9773048E-01
1.000000E+13 1.726091E-1 1.073910E+1 4.036340E-1 7.707020E+1 2.027038E-1 1.309120E+1 4.158780E-1 7.764620E+1 1.4846638E+01 1.7967031E+01 2.9441327E+00 7.4182639E-01
1.468000E+13 1.550766E-1 9.411700E+0 3.959080E-1 7.664750E+1 1.847636E-1 1.166940E+1 4.087630E-1 7.725580E+1 1.6067559E+01 1.9347182E+01 3.1448541E+00 7.8738425E-01
2.154000E+13 1.382259E-1 8.167100E+0 3.879010E-1 7.615970E+1 1.669857E-1 1.029590E+1 4.013120E-1 7.681990E+1 1.7222912E+01 2.0676191E+01 3.3417889E+00 8.5941273E-01
3.162000E+13 1.223088E-1 7.019100E+0 3.795740E-1 7.559590E+1 1.496801E-1 8.991500E+0 3.934950E-1 7.633050E+1 1.8286532E+01 2.1936273E+01 3.5377832E+00 9.6239380E-01
4.642000E+13 1.075188E-1 5.976700E+0 3.708120E-1 7.495400E+1 1.331295E-1 7.773300E+0 3.853720E-1 7.575630E+1 1.9237434E+01 2.3112449E+01 3.7781676E+00 1.0590538E+00
6.813000E+13 9.398625E-2 5.043700E+0 3.615840E-1 7.420720E+1 1.175673E-1 6.653900E+0 3.769090E-1 7.507970E+1 2.0057490E+01 2.4199342E+01 4.0659682E+00 1.1620984E+00
1.000000E+14 8.178021E-2 4.219100E+0 3.518080E-1 7.332190E+1 1.031666E-1 5.640900E+0 3.680520E-1 7.427980E+1 2.0729955E+01 2.5205198E+01 4.4135068E+00 1.2895834E+00
