N_Fe Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
1.000000000E+01 2.464586000E-03 1.877170000E-03 4.117780000E-04 7.717555000E-03 1.519024200E-02 2.451435600E-02 3.733537600E-02 5.547555600E-02 7.999112500E-02
1.016672606E+01 1.734486000E-03 1.338598000E-03 2.026010000E-04 5.327847000E-03 1.070174700E-02 1.761154000E-02 2.736785500E-02 4.145984500E-02 6.098629100E-02
1.033324570E+01 1.208122000E-03 9.422540000E-04 9.699800000E-05 3.663385000E-03 7.485056000E-03 1.254812100E-02 1.990880500E-02 3.077320600E-02 4.613454600E-02
1.049996187E+01 8.350460000E-04 6.571450000E-04 4.569800000E-05 2.511857000E-03 5.203106000E-03 8.870834000E-03 1.437594300E-02 2.272092500E-02 3.477522200E-02
1.066670514E+01 5.738130000E-04 4.553990000E-04 2.176500000E-05 1.719003000E-03 3.598612000E-03 6.225654000E-03 1.029975000E-02 1.668076400E-02 2.615976500E-02
1.083333839E+01 3.924640000E-04 3.143120000E-04 1.119000000E-05 1.175065000E-03 2.479086000E-03 4.341309000E-03 7.320208000E-03 1.216057100E-02 1.962126000E-02
1.100000000E+01 2.673430000E-04 2.164650000E-04 7.029000000E-06 8.028540000E-04 1.702963000E-03 3.011658000E-03 5.163639000E-03 8.793687000E-03 1.464153500E-02
1.116672606E+01 1.814070000E-04 1.490170000E-04 5.939000000E-06 5.487880000E-04 1.167751000E-03 2.081545000E-03 3.620112000E-03 6.308233000E-03 1.084834900E-02
1.133324570E+01 1.226060000E-04 1.027410000E-04 6.395000000E-06 3.757530000E-04 8.002920000E-04 1.435813000E-03 2.527846000E-03 4.496454000E-03 7.978254000E-03
1.149996187E+01 8.252400000E-05 7.112200000E-05 7.681000000E-06 2.582650000E-04 5.490000000E-04 9.904810000E-04 1.763036000E-03 3.194561000E-03 5.835199000E-03
1.166670514E+01 5.533600000E-05 4.961700000E-05 9.450000000E-06 1.787940000E-04 3.778410000E-04 6.851170000E-04 1.232611000E-03 2.272310000E-03 4.261990000E-03
1.183333839E+01 3.703200000E-05 3.508100000E-05 1.140000000E-05 1.252200000E-04 2.617060000E-04 4.769330000E-04 8.679110000E-04 1.627420000E-03 3.126868000E-03
1.200000000E+01 2.485600000E-05 2.533900000E-05 1.317600000E-05 8.917800000E-05 1.832440000E-04 3.357870000E-04 6.190970000E-04 1.181314000E-03 2.319529000E-03
1.216672606E+01 1.690700000E-05 -3.498700000E-05 1.435900000E-05 6.484300000E-05 1.303630000E-04 2.405880000E-04 4.504150000E-04 8.748870000E-04 1.750056000E-03
1.233324570E+01 1.184900000E-05 -1.777400000E-05 1.462900000E-05 4.820100000E-05 9.477700000E-05 1.766200000E-04 3.363930000E-04 6.645380000E-04 1.347988000E-03
1.249996187E+01 8.721000000E-06 -6.704000000E-06 1.394100000E-05 3.662200000E-05 7.078400000E-05 1.335980000E-04 2.589720000E-04 5.187440000E-04 1.060490000E-03
1.266670514E+01 6.828000000E-06 -4.499999999E-07 1.257400000E-05 2.843600000E-05 5.450700000E-05 1.044220000E-04 2.055720000E-04 4.153760000E-04 8.499050000E-04
1.283333839E+01 5.679000000E-06 2.527000000E-06 1.092500000E-05 2.258200000E-05 4.330300000E-05 8.418600000E-05 1.675940000E-04 3.395130000E-04 6.907750000E-04
1.300000000E+01 4.949000000E-06 3.647000000E-06 9.328000000E-06 1.836300000E-05 3.541300000E-05 6.965300000E-05 1.394420000E-04 2.815200000E-04 5.666390000E-04
