N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 9.798993200E-02 1.021628630E-01 1.055170630E-01 1.091235570E-01
1.016672606E+01 9.721518900E-02 1.010282070E-01 1.039708410E-01 1.071586460E-01
1.033324570E+01 9.612493200E-02 9.944208000E-02 1.018570110E-01 1.045124470E-01
1.049996187E+01 9.461823300E-02 9.732097000E-02 9.904970400E-02 1.010673550E-01
1.066670514E+01 9.258746300E-02 9.450005900E-02 9.546146200E-02 9.677602100E-02
1.083333839E+01 8.994118500E-02 9.099224600E-02 9.109460500E-02 9.171640200E-02
1.100000000E+01 8.664142000E-02 8.675548000E-02 8.608971700E-02 8.612803400E-02
1.116672606E+01 8.274788900E-02 8.201040400E-02 8.073892900E-02 8.039031200E-02
1.133324570E+01 7.844720500E-02 7.706926800E-02 7.543833100E-02 7.493690000E-02
1.149996187E+01 7.404052300E-02 7.231461900E-02 7.058802700E-02 7.013974700E-02
1.166670514E+01 6.987891900E-02 6.810024000E-02 6.648955900E-02 6.622546700E-02
1.183333839E+01 6.627391000E-02 6.466697500E-02 6.329227600E-02 6.325905400E-02
1.200000000E+01 6.342775300E-02 6.211137700E-02 6.100270700E-02 6.118251800E-02
1.216672606E+01 6.141249200E-02 6.040702300E-02 5.953163800E-02 5.987305400E-02
1.233324570E+01 6.019130300E-02 5.945032900E-02 5.874630300E-02 5.919115400E-02
1.249996187E+01 5.965809500E-02 5.910515000E-02 5.849377600E-02 5.886276700E-02
1.266670514E+01 5.967567700E-02 5.920451500E-02 5.860077900E-02 5.893847000E-02
1.283333839E+01 6.008153800E-02 5.958145900E-02 5.902162000E-02 5.949239300E-02
1.300000000E+01 6.072064400E-02 6.032897400E-02 5.968570900E-02 6.029101300E-02
