N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 7.935189800E-02 7.912420500E-02 7.798119200E-02 7.866116400E-02
1.016672606E+01 7.885040600E-02 7.841955300E-02 7.703445400E-02 7.746011500E-02
1.033324570E+01 7.817719700E-02 7.746647600E-02 7.578230900E-02 7.590655800E-02
1.049996187E+01 7.725468900E-02 7.621834100E-02 7.418992600E-02 7.395562900E-02
1.066670514E+01 7.606899000E-02 7.465082300E-02 7.226314700E-02 7.169211200E-02
1.083333839E+01 7.459129500E-02 7.278295500E-02 7.006874300E-02 6.924444700E-02
1.100000000E+01 7.283540700E-02 7.069344200E-02 6.774056000E-02 6.675922300E-02
1.116672606E+01 7.089694300E-02 6.852157900E-02 6.546271700E-02 6.446217100E-02
1.133324570E+01 6.890284900E-02 6.644730700E-02 6.343453800E-02 6.253991800E-02
1.149996187E+01 6.702289900E-02 6.465771500E-02 6.183272800E-02 6.115823300E-02
1.166670514E+01 6.543881500E-02 6.331345000E-02 6.078359000E-02 6.038170800E-02
1.183333839E+01 6.426984600E-02 6.252286100E-02 6.035216200E-02 6.023371700E-02
1.200000000E+01 6.365224900E-02 6.232462100E-02 6.052224700E-02 6.064329900E-02
1.216672606E+01 6.358227300E-02 6.267925800E-02 6.118744100E-02 6.149601800E-02
1.233324570E+01 6.401932200E-02 6.347504800E-02 6.222327700E-02 6.265306600E-02
1.249996187E+01 6.487576100E-02 6.455664600E-02 6.344614200E-02 6.389588500E-02
1.266670514E+01 6.592266500E-02 6.572783200E-02 6.469218400E-02 6.517938000E-02
1.283333839E+01 6.699815900E-02 6.688233400E-02 6.582957500E-02 6.637928100E-02
1.300000000E+01 6.799802400E-02 6.786229000E-02 6.687147600E-02 6.742283800E-02
