N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 2.384875900E-02 2.384496000E-02 2.392639000E-02 2.407188500E-02
1.016672606E+01 1.694306500E-02 1.689172200E-02 1.691975200E-02 1.700222800E-02
1.033324570E+01 1.191175900E-02 1.183472800E-02 1.182657100E-02 1.186258700E-02
1.049996187E+01 8.303475000E-03 8.218256000E-03 8.189246000E-03 8.194707000E-03
1.066670514E+01 5.748032000E-03 5.665597000E-03 5.626979000E-03 5.614369000E-03
1.083333839E+01 3.956756000E-03 3.882736000E-03 3.841720000E-03 3.820015000E-03
1.100000000E+01 2.711879000E-03 2.648413000E-03 2.609533000E-03 2.584983000E-03
1.116672606E+01 1.853192000E-03 1.800751000E-03 1.766709000E-03 1.743487000E-03
1.133324570E+01 1.265107000E-03 1.223370000E-03 1.195662000E-03 1.176326000E-03
1.149996187E+01 8.653740000E-04 8.336780000E-04 8.128180000E-04 7.984240000E-04
1.166670514E+01 5.959320000E-04 5.732400000E-04 5.588520000E-04 5.492690000E-04
1.183333839E+01 4.159970000E-04 4.008200000E-04 3.918410000E-04 3.861380000E-04
1.200000000E+01 2.967630000E-04 2.874000000E-04 2.823660000E-04 2.793490000E-04
1.216672606E+01 2.180490000E-04 2.127280000E-04 2.102570000E-04 2.088440000E-04
1.233324570E+01 1.658210000E-04 1.630420000E-04 1.620250000E-04 1.614510000E-04
1.249996187E+01 1.305880000E-04 1.292350000E-04 1.289590000E-04 1.287570000E-04
1.266670514E+01 1.061150000E-04 1.054940000E-04 1.055440000E-04 1.054830000E-04
1.283333839E+01 8.842400000E-05 8.815600000E-05 8.832100000E-05 8.830900000E-05
1.300000000E+01 7.506500000E-05 7.494200000E-05 7.740200000E-05 7.830700000E-05
