T Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
290 3.860343000E-03 2.744897000E-03 1.929230000E-03 1.344619000E-03 9.318160000E-04 6.434560000E-04 4.435640000E-04 3.057440000E-04 2.110720000E-04 1.462060000E-04 1.024080000E-04 7.250400000E-05 5.145200000E-05 3.705200000E-05 2.721100000E-05 2.046100000E-05 1.580500000E-05 1.254100000E-05 1.019400000E-05
295 3.495504000E-03 2.479809000E-03 1.740204000E-03 1.211555000E-03 8.389360000E-04 5.789540000E-04 3.988770000E-04 2.747890000E-04 1.895820000E-04 1.312170000E-04 9.130000000E-05 6.403800000E-05 4.590300000E-05 3.299500000E-05 2.418000000E-05 1.815300000E-05 1.402500000E-05 1.113200000E-05 9.085000000E-06
300 3.210623000E-03 2.268950000E-03 1.587940000E-03 1.103435000E-03 7.630020000E-04 5.259880000E-04 3.620580000E-04 2.492110000E-04 1.717710000E-04 1.187560000E-04 8.251500000E-05 5.776700000E-05 4.088500000E-05 2.936800000E-05 2.150900000E-05 1.614000000E-05 1.245300000E-05 9.895000000E-06 8.083000000E-06
305 2.956557000E-03 2.077498000E-03 1.448039000E-03 1.003299000E-03 6.923130000E-04 4.765160000E-04 3.276130000E-04 2.252620000E-04 1.551060000E-04 1.071120000E-04 7.433500000E-05 5.196300000E-05 3.671500000E-05 2.632100000E-05 1.923700000E-05 1.440600000E-05 1.109700000E-05 8.803000000E-06 7.192000000E-06
310 2.685568000E-03 1.874047000E-03 1.299726000E-03 8.973580000E-04 6.176810000E-04 4.244100000E-04 2.914410000E-04 2.002260000E-04 1.377970000E-04 9.514100000E-05 6.603700000E-05 4.619900000E-05 3.269000000E-05 2.351100000E-05 1.725900000E-05 1.299500000E-05 1.007200000E-05 8.027000000E-06 6.581000000E-06
315 2.122527000E-03 1.465639000E-03 1.008793000E-03 6.928340000E-04 4.752710000E-04 3.259240000E-04 2.236580000E-04 1.537450000E-04 1.060270000E-04 7.348900000E-05 5.134000000E-05 3.629500000E-05 2.609700000E-05 1.919400000E-05 1.452000000E-05 1.132300000E-05 9.093000000E-06 7.476000000E-06 6.262000000E-06
320 7.546270000E-04 4.951710000E-04 3.280810000E-04 2.194910000E-04 1.482190000E-04 1.010210000E-04 6.956700000E-05 4.849500000E-05 3.434800000E-05 2.486300000E-05 1.853900000E-05 1.438500000E-05 1.170800000E-05 1.002200000E-05 8.952000000E-06 8.215000000E-06 7.586000000E-06 6.937000000E-06 6.251000000E-06
325 2.374846000E-03 1.705966000E-03 1.207534000E-03 8.456780000E-04 5.879270000E-04 4.068080000E-04 1.036570000E-04 -1.471200000E-04 -9.959900000E-05 -6.675600000E-05 -4.399400000E-05 -2.806200000E-05 -1.676700000E-05 -8.591000000E-06 -2.641000000E-06 1.602000000E-06 4.380000000E-06 5.899000000E-06 6.433000000E-06
330 2.498141000E-03 1.793908000E-03 1.269196000E-03 8.882900000E-04 6.169790000E-04 4.263390000E-04 2.936610000E-04 2.019400000E-04 1.388320000E-04 9.556000000E-05 6.596700000E-05 4.577800000E-05 3.204500000E-05 2.274000000E-05 1.647300000E-05 1.229200000E-05 -1.634000000E-06 3.532000000E-06 6.345000000E-06
335 3.009156000E-03 2.161018000E-03 1.528694000E-03 1.069449000E-03 7.422210000E-04 5.122280000E-04 3.521330000E-04 2.414470000E-04 1.652870000E-04 1.130670000E-04 7.736000000E-05 5.301100000E-05 3.646100000E-05 2.526700000E-05 1.775400000E-05 1.277000000E-05 9.517000000E-06 7.433000000E-06 6.116000000E-06
340 4.079796000E-03 2.933019000E-03 2.076171000E-03 1.452823000E-03 1.008121000E-03 6.952890000E-04 4.773960000E-04 3.266840000E-04 2.229530000E-04 1.518150000E-04 1.031690000E-04 6.999500000E-05 4.745200000E-05 3.221000000E-05 2.199100000E-05 1.523100000E-05 1.084200000E-05 8.060000000E-06 6.333000000E-06
