N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 1.000E+17 295 2.100E-4 1.226669610E+00 1.262010916E+00
1.468000E+10 1.000E+17 295 2.100E-4 1.251285830E+00 1.262769343E+00
2.154000E+10 1.000E+17 295 2.100E-4 1.255602326E+00 1.264050662E+00
3.162000E+10 1.000E+17 295 2.100E-4 1.259630978E+00 1.265772972E+00
4.642000E+10 1.000E+17 295 2.100E-4 1.263288929E+00 1.267760268E+00
6.813000E+10 1.000E+17 295 2.100E-4 1.266863247E+00 1.270114206E+00
1.000000E+11 1.000E+17 295 2.100E-4 1.270767526E+00 1.273048764E+00
1.468000E+11 1.000E+17 295 2.100E-4 1.274764677E+00 1.276346160E+00
2.154000E+11 1.000E+17 295 2.100E-4 1.278877470E+00 1.279999719E+00
3.162000E+11 1.000E+17 295 2.100E-4 1.282949201E+00 1.283751917E+00
4.642000E+11 1.000E+17 295 2.100E-4 1.287105700E+00 1.287744606E+00
6.813000E+11 1.000E+17 295 2.100E-4 1.291224757E+00 1.291977905E+00
1.000000E+12 1.000E+17 295 2.100E-4 1.295852816E+00 1.296508025E+00
1.468000E+12 1.000E+17 295 2.100E-4 1.300774356E+00 1.301334117E+00
2.154000E+12 1.000E+17 295 2.100E-4 1.306253939E+00 1.306699870E+00
3.162000E+12 1.000E+17 295 2.100E-4 1.300668657E+00 1.301055642E+00
4.642000E+12 1.000E+17 295 2.100E-4 1.314619911E+00 1.314997702E+00
6.813000E+12 1.000E+17 295 2.100E-4 1.325506205E+00 1.325812288E+00
1.000000E+13 1.000E+17 295 2.100E-4 1.333108452E+00 1.333375624E+00
