T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.225356662E+00 1.202403299E+00 2.295336300E-02 1.225249392E+00 1.202258443E+00 2.299094900E-02 1.072700000E-04 1.448560000E-04
295 1.226069765E+00 1.057545593E+00 1.685241720E-01 1.225973055E+00 1.057334317E+00 1.686387380E-01 9.671000000E-05 2.112760000E-04
300 1.226217500E+00 1.205648577E+00 2.056892300E-02 1.226127154E+00 1.205519763E+00 2.060739100E-02 9.034600000E-05 1.288140000E-04
305 1.224328426E+00 1.068659390E+00 1.556690360E-01 1.224241509E+00 1.068428310E+00 1.558131990E-01 8.691700000E-05 2.310800000E-04
310 1.218474139E+00 1.209481859E+00 8.992280000E-03 1.218390268E+00 1.209351248E+00 9.039020000E-03 8.387100000E-05 1.306110000E-04
315 1.204708459E+00 1.071930627E+00 1.327778320E-01 1.204632129E+00 1.071714307E+00 1.329178220E-01 7.633000000E-05 2.163200000E-04
320 1.177117254E+00 1.210263478E+00 -3.314622400E-02 1.177062423E+00 1.210112481E+00 -3.305005800E-02 5.483100000E-05 1.509970000E-04
325 1.126356537E+00 1.042668329E+00 8.368820800E-02 1.126351245E+00 1.042576794E+00 8.377445100E-02 5.292000000E-06 9.153500000E-05
330 1.042753075E+00 1.196056687E+00 -1.533036120E-01 1.042837659E+00 1.195885636E+00 -1.530479770E-01 -8.458400000E-05 1.710510000E-04
335 1.009973531E+00 1.003743342E+00 6.230189000E-03 1.009928193E+00 1.003722889E+00 6.205304000E-03 4.533800000E-05 2.045300000E-05
340 1.010715734E+00 1.118310022E+00 -1.075942880E-01 1.010665315E+00 1.118224779E+00 -1.075594640E-01 5.041900000E-05 8.524300000E-05
