N_Fe d154 d184 d214 d244
d 150 180 210 240
1.000000000E+01 1.209717228E+00 1.207641215E+00 1.205461157E+00 1.203473236E+00
1.016672606E+01 1.211858062E+00 1.209631906E+00 1.207386974E+00 1.205300044E+00
1.033324570E+01 1.213475343E+00 1.211118615E+00 1.208762855E+00 1.206623429E+00
1.049996187E+01 1.214688534E+00 1.212231694E+00 1.209880233E+00 1.207668108E+00
1.066670514E+01 1.215603164E+00 1.213082228E+00 1.210729679E+00 1.208509363E+00
1.083333839E+01 1.216311931E+00 1.213765492E+00 1.211468365E+00 1.209253565E+00
1.100000000E+01 1.216895991E+00 1.214359569E+00 1.212142988E+00 1.209984947E+00
1.116672606E+01 1.217427883E+00 1.214961822E+00 1.212834145E+00 1.210787511E+00
1.133324570E+01 1.217975815E+00 1.215619021E+00 1.213621309E+00 1.211743397E+00
1.149996187E+01 1.218608319E+00 1.216417363E+00 1.214584354E+00 1.212931501E+00
1.166670514E+01 1.219398120E+00 1.217423241E+00 1.215820226E+00 1.214422332E+00
1.183333839E+01 1.220423841E+00 1.218719171E+00 1.217389155E+00 1.216269822E+00
1.200000000E+01 1.221767188E+00 1.220390301E+00 1.219361614E+00 1.218518870E+00
1.216672606E+01 1.223504652E+00 1.222482751E+00 1.221763982E+00 1.221160473E+00
1.233324570E+01 1.225709443E+00 1.225044894E+00 1.224552671E+00 1.224157143E+00
1.249996187E+01 1.228409186E+00 1.228066375E+00 1.227775472E+00 1.227510948E+00
1.266670514E+01 1.231618865E+00 1.231520551E+00 1.231361218E+00 1.231173399E+00
1.283333839E+01 1.235300865E+00 1.235364282E+00 1.235274433E+00 1.235124008E+00
1.300000000E+01 1.239401354E+00 1.239553222E+00 1.239489797E+00 1.239354886E+00
