T(K) Nd(cm-3) Mu(cm2/Vs)
428 2.93036E+15 2.05799E+2
497 6.58748E+16 1.33447E+2
412 8.82687E+15 2.17296E+2
403 4.85119E+16 2.03491E+2
239 5.65598E+17 2.49023E+2
291 8.18915E+15 4.37888E+2
420 1.33485E+19 8.78830E+1
395 1.67991E+19 9.34651E+1
226 1.89841E+13 8.82371E+2
423 3.69224E+17 1.42691E+2
188 7.02183E+15 9.27316E+2
455 7.53388E+18 8.34422E+1
491 6.30343E+17 1.05694E+2
342 3.55283E+14 3.47311E+2
446 5.18400E+17 1.25279E+2
406 7.38313E+18 9.62045E+1
450 1.11326E+16 1.79599E+2
336 2.48836E+19 1.11098E+2
236 6.15103E+16 4.30564E+2
279 1.34196E+14 5.48713E+2
266 4.62342E+13 6.12492E+2
169 7.68394E+18 2.38306E+2
233 5.48828E+16 4.48380E+2
406 1.74173E+14 2.36833E+2
291 1.23627E+16 4.19955E+2
453 9.44361E+19 7.53765E+1
229 8.77481E+18 1.75758E+2
393 6.96123E+17 1.41057E+2
260 2.35437E+18 1.78416E+2
443 1.42802E+19 8.18285E+1
222 3.29331E+19 1.72044E+2
476 2.79842E+15 1.63226E+2
348 8.06138E+19 1.05207E+2
335 1.76999E+14 3.63642E+2
212 1.95335E+17 3.54823E+2
368 5.18352E+13 2.95840E+2
240 1.39852E+15 7.22520E+2
333 4.44840E+16 2.86143E+2
467 5.12761E+18 8.42027E+1
482 1.44139E+18 9.58329E+1
406 1.63815E+16 2.17893E+2
353 9.82614E+14 3.18813E+2
485 4.86473E+18 8.06300E+1
294 1.93600E+16 3.91580E+2
336 2.99470E+16 2.95550E+2
374 1.87231E+16 2.54384E+2
176 2.41110E+13 1.53594E+3
491 1.51764E+17 1.26979E+2
387 1.08821E+14 2.65015E+2
350 2.41993E+17 1.98862E+2
449 8.39616E+16 1.58084E+2
495 3.28069E+14 1.51711E+2
233 1.51732E+18 2.11989E+2
434 1.29525E+19 8.46345E+1
405 1.17015E+19 9.27922E+1
486 1.03037E+13 1.58504E+2
234 5.65787E+17 2.53151E+2
409 3.61097E+19 8.66480E+1
246 6.20694E+16 4.10037E+2
194 2.15687E+13 1.24316E+3
457 2.92852E+16 1.65849E+2
478 9.87283E+14 1.63706E+2
440 6.79158E+14 1.97233E+2
435 2.57040E+18 1.00344E+2
157 1.45291E+16 9.57284E+2
218 1.48489E+15 8.70738E+2
296 1.39960E+16 4.03438E+2
380 1.62402E+19 9.78981E+1
172 9.81780E+17 3.03731E+2
284 1.11857E+17 3.02605E+2
496 2.13875E+16 1.42345E+2
354 8.85698E+15 2.97742E+2
169 3.53942E+13 1.68177E+3
186 9.30750E+13 1.34086E+3
493 9.12086E+15 1.48723E+2
373 5.21149E+18 1.10007E+2
213 8.52657E+14 9.45263E+2
209 1.86744E+19 1.84815E+2
206 7.49609E+15 8.04644E+2
369 3.81743E+13 2.94480E+2
328 5.52198E+18 1.26143E+2
460 2.18429E+13 1.80032E+2
440 2.50078E+16 1.80619E+2
340 1.22099E+13 3.55270E+2
184 1.08063E+16 8.71650E+2
204 1.22218E+17 4.14606E+2
256 3.13181E+13 6.72194E+2
441 1.63952E+16 1.84363E+2
280 1.51177E+13 5.49679E+2
285 7.64470E+18 1.42116E+2
396 7.45160E+19 8.95579E+1
309 6.01469E+17 1.91288E+2
445 4.91041E+14 1.92897E+2
229 8.17490E+13 8.52518E+2
182 1.00720E+13 1.43585E+3
421 1.79564E+18 1.10374E+2
195 9.32742E+16 4.63453E+2
179 9.41199E+15 9.29717E+2
460 1.27704E+13 1.79451E+2
237 1.10132E+13 7.99452E+2
251 9.90016E+19 1.52643E+2
