T nFsrh nFBsrh dnsrh nF nFB dn
290 1.173894512E+00 1.177266418E+0 -3.371906000E-03 1.173894512E+00 1.177266418E+0 -3.371906000E-03
295 1.181572616E+00 1.180721024E+0 8.515920000E-04 1.181572616E+00 1.180721024E+0 8.515920000E-04
300 1.186480171E+00 1.184178314E+0 2.301857000E-03 1.186480171E+00 1.184178314E+0 2.301857000E-03
305 1.186566795E+00 1.187630478E+0 -1.063683000E-03 1.186566795E+00 1.187630478E+0 -1.063683000E-03
310 1.189055495E+00 1.191058698E+0 -2.003203000E-03 1.189055495E+00 1.191058698E+0 -2.003203000E-03
315 1.192214681E+00 1.194418776E+0 -2.204095000E-03 1.192214681E+00 1.194418776E+0 -2.204095000E-03
320 1.195821210E+00 1.197609829E+0 -1.788619000E-03 1.195821210E+00 1.197609829E+0 -1.788619000E-03
325 1.200305798E+00 1.200408792E+0 -1.029940000E-04 1.200305798E+00 1.200408792E+0 -1.029940000E-04
330 1.203448852E+00 1.202341055E+0 1.107797000E-03 1.203448852E+00 1.202341055E+0 1.107797000E-03
335 1.204815328E+00 1.202449310E+0 2.366018000E-03 1.204815328E+00 1.202449310E+0 2.366018000E-03
340 1.192129193E+00 1.198962092E+0 -6.832899000E-03 1.192129193E+00 1.198962092E+0 -6.832899000E-03
