N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 1.000E+17 295 3.800E-4 2.506248E-1 2.471870E+1 4.912810E-1 8.030320E+1
1.468000E+10 1.000E+17 295 3.800E-4 2.448924E-1 2.410630E+1 4.904680E-1 8.027980E+1
2.154000E+10 1.000E+17 295 3.800E-4 2.376452E-1 2.333350E+1 4.893760E-1 8.025450E+1
3.162000E+10 1.000E+17 295 3.800E-4 2.288379E-1 2.239620E+1 4.879760E-1 8.022500E+1
4.642000E+10 1.000E+17 295 3.800E-4 2.185558E-1 2.129260E+1 4.862870E-1 8.013730E+1
6.813000E+10 1.000E+17 295 3.800E-4 2.069863E-1 2.007010E+1 4.843050E-1 8.008490E+1
1.000000E+11 1.000E+17 295 3.800E-4 1.943628E-1 1.874240E+1 4.820200E-1 8.002170E+1
1.468000E+11 1.000E+17 295 3.800E-4 1.809254E-1 1.733540E+1 4.793760E-1 7.995030E+1
2.154000E+11 1.000E+17 295 3.800E-4 1.669160E-1 1.586560E+1 4.762730E-1 7.982970E+1
3.162000E+11 1.000E+17 295 3.800E-4 1.525901E-1 1.438220E+1 4.728520E-1 7.973240E+1
4.642000E+11 1.000E+17 295 3.800E-4 1.382182E-1 1.290510E+1 4.690270E-1 7.962660E+1
6.813000E+11 1.000E+17 295 3.800E-4 1.240721E-1 1.145380E+1 4.646960E-1 7.946330E+1
1.000000E+12 1.000E+17 295 3.800E-4 1.104047E-1 1.007210E+1 4.600610E-1 7.931890E+1
1.468000E+12 1.000E+17 295 3.800E-4 9.743299E-2 8.767000E+0 4.548290E-1 7.913270E+1
2.154000E+12 1.000E+17 295 3.800E-4 8.532646E-2 7.567800E+0 4.493090E-1 7.895910E+1
3.162000E+12 1.000E+17 295 3.800E-4 7.420221E-2 6.473900E+0 4.432710E-1 7.873040E+1
4.642000E+12 1.000E+17 295 3.800E-4 6.412536E-2 5.500400E+0 4.368710E-1 7.853700E+1
6.813000E+12 1.000E+17 295 3.800E-4 5.511419E-2 4.637900E+0 4.301760E-1 7.824870E+1
1.000000E+13 1.000E+17 295 3.800E-4 4.714815E-2 3.887500E+0 4.230020E-1 7.796970E+1
1.468000E+13 1.000E+17 295 3.800E-4 4.017714E-2 3.244000E+0 4.155510E-1 7.771990E+1
2.154000E+13 1.000E+17 295 3.800E-4 3.413078E-2 2.692900E+0 4.078570E-1 7.737970E+1
3.162000E+13 1.000E+17 295 3.800E-4 2.892659E-2 2.227400E+0 3.999490E-1 7.701080E+1
4.642000E+13 1.000E+17 295 3.800E-4 2.447681E-2 1.837200E+0 3.917250E-1 7.664480E+1
6.813000E+13 1.000E+17 295 3.800E-4 2.069355E-2 1.513300E+0 3.833260E-1 7.630970E+1
1.000000E+14 1.000E+17 295 3.800E-4 1.749239E-2 1.243700E+0 3.747880E-1 7.588450E+1
