T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 1.713852E-1 1.086970E+1 4.099790E-1 7.734830E+1 1.962633E-1 1.283370E+1 4.201730E-1 7.781310E+1 1.2675880E+01 1.5303459E+01 2.4261435E+00 5.9732873E-01
295 1.744275E-1 1.056580E+1 3.956030E-1 7.655940E+1 2.003948E-1 1.254520E+1 4.061900E-1 7.706030E+1 1.2958071E+01 1.5778146E+01 2.6064157E+00 6.5001045E-01
300 1.774214E-1 1.024390E+1 3.813330E-1 7.570510E+1 2.049550E-1 1.226920E+1 3.924870E-1 7.626060E+1 1.3433973E+01 1.6507189E+01 2.8418776E+00 7.2842333E-01
305 1.803939E-1 9.906400E+0 3.669560E-1 7.482530E+1 2.092946E-1 1.195560E+1 3.786900E-1 7.542210E+1 1.3808622E+01 1.7140085E+01 3.0985767E+00 7.9128001E-01
310 1.833439E-1 9.553400E+0 3.526170E-1 7.388500E+1 2.133771E-1 1.160390E+1 3.647520E-1 7.454660E+1 1.4075175E+01 1.7670783E+01 3.3269180E+00 8.8749856E-01
315 1.862293E-1 9.184100E+0 3.382480E-1 7.289900E+1 2.166901E-1 1.118270E+1 3.506190E-1 7.359370E+1 1.4057310E+01 1.7872249E+01 3.5283313E+00 9.4396667E-01
320 1.891226E-1 8.802800E+0 3.238470E-1 7.186340E+1 2.202166E-1 1.076130E+1 3.364520E-1 7.262060E+1 1.4119735E+01 1.8199474E+01 3.7464482E+00 1.0426793E+00
325 1.919775E-1 8.407800E+0 3.094980E-1 7.075290E+1 2.229856E-1 1.027810E+1 3.220670E-1 7.155850E+1 1.3905876E+01 1.8196943E+01 3.9026041E+00 1.1257922E+00
330 1.947806E-1 7.999600E+0 2.950400E-1 6.960020E+1 2.257639E-1 9.786100E+0 3.076560E-1 7.044660E+1 1.3723762E+01 1.8255485E+01 4.1006839E+00 1.2014774E+00
335 1.976195E-1 7.582700E+0 2.806860E-1 6.835090E+1 2.281768E-1 9.263000E+0 2.930900E-1 6.925410E+1 1.3391940E+01 1.8139911E+01 4.2321471E+00 1.3041827E+00
340 2.004179E-1 7.155000E+0 2.662280E-1 6.704890E+1 2.298566E-1 8.692700E+0 2.782180E-1 6.796420E+1 1.2807420E+01 1.7689556E+01 4.3095702E+00 1.3467384E+00
