T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 2.425027E-1 1.668610E+1 4.377060E-1 7.860060E+1 2.654468E-1 1.870740E+1 4.461630E-1 7.897900E+1 8.6435775E+00 1.0804815E+01 1.8954956E+00 4.7911470E-01
295 2.453149E-1 1.618850E+1 4.237420E-1 7.786660E+1 2.689639E-1 1.821250E+1 4.325770E-1 7.826750E+1 8.7926298E+00 1.1113246E+01 2.0424109E+00 5.1221771E-01
300 2.480509E-1 1.567260E+1 4.098210E-1 7.708620E+1 2.728098E-1 1.773110E+1 4.191450E-1 7.753160E+1 9.0755171E+00 1.1609545E+01 2.2245285E+00 5.7447544E-01
305 2.507376E-1 1.514120E+1 3.957470E-1 7.629430E+1 2.764042E-1 1.721300E+1 4.055630E-1 7.677560E+1 9.2858936E+00 1.2036252E+01 2.4203391E+00 6.2689188E-01
310 2.533732E-1 1.459470E+1 3.817610E-1 7.544180E+1 2.797248E-1 1.665860E+1 3.919830E-1 7.596430E+1 9.4205448E+00 1.2389396E+01 2.6077662E+00 6.8782310E-01
315 2.559260E-1 1.403270E+1 3.676960E-1 7.456040E+1 2.823534E-1 1.603790E+1 3.780980E-1 7.511360E+1 9.3596890E+00 1.2502884E+01 2.7511386E+00 7.3648447E-01
320 2.584589E-1 1.345960E+1 3.536300E-1 7.363100E+1 2.851312E-1 1.541930E+1 3.642740E-1 7.422670E+1 9.3543955E+00 1.2709397E+01 2.9219763E+00 8.0254140E-01
325 2.609311E-1 1.287390E+1 3.396010E-1 7.264160E+1 2.872541E-1 1.474290E+1 3.502590E-1 7.326490E+1 9.1636638E+00 1.2677289E+01 3.0428911E+00 8.5074845E-01
330 2.633368E-1 1.227650E+1 3.254590E-1 7.162050E+1 2.893686E-1 1.406090E+1 3.361360E-1 7.227960E+1 8.9960694E+00 1.2690511E+01 3.1763929E+00 9.1187555E-01
335 2.657456E-1 1.167190E+1 3.114020E-1 7.052150E+1 2.911687E-1 1.335090E+1 3.219480E-1 7.121140E+1 8.7313987E+00 1.2575931E+01 3.2756843E+00 9.6880556E-01
340 2.681001E-1 1.105810E+1 2.972700E-1 6.937470E+1 2.923694E-1 1.259720E+1 3.074250E-1 7.007620E+1 8.3009029E+00 1.2217794E+01 3.3032447E+00 1.0010531E+00
