T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 1.370273E-1 8.264400E+0 3.942640E-1 7.648710E+1 1.606350E-1 1.003210E+1 4.053900E-1 7.702780E+1 1.4696486E+01 1.7620438E+01 2.7445176E+00 7.0195436E-01
295 1.398653E-1 8.035200E+0 3.798380E-1 7.562410E+1 1.646741E-1 9.823600E+0 3.913710E-1 7.621220E+1 1.5065393E+01 1.8205139E+01 2.9468203E+00 7.7166123E-01
300 1.426741E-1 7.790400E+0 3.652440E-1 7.474800E+1 1.691690E-1 9.627400E+0 3.774600E-1 7.538560E+1 1.5661794E+01 1.9080956E+01 3.2363694E+00 8.4578487E-01
305 1.454785E-1 7.531400E+0 3.507680E-1 7.379500E+1 1.734845E-1 9.397000E+0 3.634990E-1 7.450640E+1 1.6143229E+01 1.9853145E+01 3.5023480E+00 9.5481730E-01
310 1.482790E-1 7.258700E+0 3.361600E-1 7.281190E+1 1.775804E-1 9.131300E+0 3.494920E-1 7.356480E+1 1.6500357E+01 2.0507485E+01 3.8146796E+00 1.0234514E+00
315 1.510314E-1 6.971400E+0 3.216320E-1 7.175710E+1 1.809298E-1 8.800500E+0 3.350700E-1 7.258270E+1 1.6524862E+01 2.0784046E+01 4.0105053E+00 1.1374611E+00
320 1.538065E-1 6.673200E+0 3.070290E-1 7.065600E+1 1.845183E-1 8.469400E+0 3.208510E-1 7.152820E+1 1.6644311E+01 2.1208114E+01 4.3079186E+00 1.2193792E+00
325 1.565603E-1 6.362500E+0 2.924640E-1 6.947740E+1 1.873580E-1 8.079700E+0 3.062050E-1 7.041710E+1 1.6437889E+01 2.1253264E+01 4.4875165E+00 1.3344770E+00
330 1.592783E-1 6.039700E+0 2.778710E-1 6.823130E+1 1.902189E-1 7.681000E+0 2.916670E-1 6.922280E+1 1.6265786E+01 2.1368311E+01 4.7300517E+00 1.4323315E+00
335 1.620464E-1 5.708800E+0 2.632850E-1 6.690290E+1 1.927215E-1 7.252400E+0 2.768850E-1 6.795530E+1 1.5916802E+01 2.1283989E+01 4.9117865E+00 1.5486651E+00
340 1.647895E-1 5.367900E+0 2.487240E-1 6.548250E+1 1.944700E-1 6.779000E+0 2.618250E-1 6.656910E+1 1.5262251E+01 2.0815755E+01 5.0037239E+00 1.6322889E+00
