T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 2.073176E-1 1.373260E+1 4.243370E-1 7.805060E+1 2.317686E-1 1.577010E+1 4.336230E-1 7.845780E+1 1.0549747E+01 1.2920020E+01 2.1414916E+00 5.1900512E-01
295 2.103553E-1 1.333780E+1 4.102910E-1 7.726970E+1 2.357070E-1 1.538360E+1 4.199340E-1 7.770950E+1 1.0755599E+01 1.3298578E+01 2.2963132E+00 5.6595397E-01
300 2.133271E-1 1.292420E+1 3.960780E-1 7.647950E+1 2.400230E-1 1.500960E+1 4.062590E-1 7.696320E+1 1.1122226E+01 1.3893775E+01 2.5060368E+00 6.2848218E-01
305 2.162609E-1 1.249410E+1 3.819490E-1 7.562910E+1 2.440940E-1 1.459730E+1 3.926070E-1 7.615980E+1 1.1402615E+01 1.4408144E+01 2.7146740E+00 6.9682431E-01
310 2.191546E-1 1.204810E+1 3.677510E-1 7.474490E+1 2.478909E-1 1.414670E+1 3.788620E-1 7.531500E+1 1.1592317E+01 1.4834555E+01 2.9327301E+00 7.5695413E-01
315 2.219706E-1 1.158540E+1 3.535440E-1 7.381480E+1 2.509452E-1 1.362680E+1 3.647880E-1 7.442930E+1 1.1546186E+01 1.4980773E+01 3.0823382E+00 8.2561572E-01
320 2.247787E-1 1.111060E+1 3.393690E-1 7.282500E+1 2.541780E-1 1.310740E+1 3.508790E-1 7.348330E+1 1.1566422E+01 1.5234143E+01 3.2803331E+00 8.9584981E-01
325 2.275328E-1 1.062210E+1 3.250910E-1 7.180070E+1 2.566946E-1 1.252710E+1 3.365870E-1 7.249450E+1 1.1360504E+01 1.5207031E+01 3.4154617E+00 9.5703812E-01
330 2.302256E-1 1.012040E+1 3.108980E-1 7.069590E+1 2.592076E-1 1.193900E+1 3.223800E-1 7.143700E+1 1.1180999E+01 1.5232432E+01 3.5616353E+00 1.0374176E+00
335 2.329344E-1 9.610300E+0 2.966090E-1 6.954830E+1 2.613759E-1 1.132070E+1 3.079840E-1 7.031540E+1 1.0881455E+01 1.5108606E+01 3.6933737E+00 1.0909417E+00
340 2.355946E-1 9.089700E+0 2.823770E-1 6.831590E+1 2.628711E-1 1.065630E+1 2.932910E-1 6.910870E+1 1.0376378E+01 1.4701163E+01 3.7212189E+00 1.1471783E+00
