T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 3.440535E-1 2.654560E+1 4.832150E-1 7.983550E+1 3.550270E-1 2.788860E+1 4.884570E-1 8.040950E+1 3.0908917E+00 4.8155877E+00 1.0731753E+00 7.1384600E-01
295 3.450434E-1 2.567920E+1 4.699060E-1 7.918920E+1 3.562161E-1 2.703630E+1 4.755630E-1 7.979860E+1 3.1364950E+00 5.0195478E+00 1.1895375E+00 7.6367255E-01
300 3.459891E-1 2.480670E+1 4.564810E-1 7.853300E+1 3.575205E-1 2.619950E+1 4.628690E-1 7.915960E+1 3.2253815E+00 5.3161320E+00 1.3800881E+00 7.9156539E-01
305 3.469047E-1 2.392960E+1 4.430920E-1 7.783940E+1 3.586922E-1 2.534640E+1 4.501500E-1 7.848850E+1 3.2862437E+00 5.5897484E+00 1.5679218E+00 8.2700013E-01
310 3.477908E-1 2.304860E+1 4.297010E-1 7.711340E+1 3.597318E-1 2.447730E+1 4.372470E-1 7.780840E+1 3.3194174E+00 5.8368366E+00 1.7257980E+00 8.9321976E-01
315 3.486420E-1 2.216470E+1 4.162200E-1 7.637090E+1 3.604905E-1 2.357340E+1 4.241770E-1 7.708140E+1 3.2867718E+00 5.9758032E+00 1.8758679E+00 9.2175285E-01
320 3.494761E-1 2.127870E+1 4.027760E-1 7.558460E+1 3.612971E-1 2.267760E+1 4.112310E-1 7.631610E+1 3.2718226E+00 6.1686422E+00 2.0560220E+00 9.5851334E-01
325 3.502861E-1 2.039150E+1 3.893220E-1 7.476290E+1 3.618551E-1 2.175140E+1 3.979850E-1 7.551860E+1 3.1971361E+00 6.2520114E+00 2.1767152E+00 1.0006806E+00
330 3.510700E-1 1.950360E+1 3.758070E-1 7.391380E+1 3.624095E-1 2.082830E+1 3.847770E-1 7.468170E+1 3.1289191E+00 6.3600966E+00 2.3312204E+00 1.0282305E+00
335 3.518503E-1 1.861680E+1 3.623340E-1 7.301400E+1 3.628461E-1 1.989200E+1 3.714920E-1 7.378620E+1 3.0304308E+00 6.4106173E+00 2.4651944E+00 1.0465372E+00
340 3.526106E-1 1.773080E+1 3.488400E-1 7.207370E+1 3.630649E-1 1.893010E+1 3.578840E-1 7.284410E+1 2.8794576E+00 6.3354129E+00 2.5270758E+00 1.0576011E+00
