T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 3.684779E-1 2.982170E+1 5.037130E-1 8.033550E+1 3.717560E-1 3.034660E+1 5.046040E-1 8.088560E+1 8.8178805E-01 1.7296831E+00 1.7657411E-01 6.8009633E-01
295 3.688944E-1 2.887810E+1 4.909670E-1 7.972290E+1 3.722362E-1 2.941740E+1 4.921090E-1 8.029580E+1 8.9776330E-01 1.8332687E+00 2.3206241E-01 7.1348688E-01
300 3.692823E-1 2.793220E+1 4.781250E-1 7.909950E+1 3.727307E-1 2.849420E+1 4.796710E-1 7.968690E+1 9.2517198E-01 1.9723312E+00 3.2230425E-01 7.3713496E-01
305 3.696487E-1 2.698470E+1 4.652570E-1 7.845210E+1 3.731724E-1 2.756540E+1 4.671000E-1 7.907050E+1 9.4425526E-01 2.1066264E+00 3.9456219E-01 7.8208687E-01
310 3.699954E-1 2.603650E+1 4.523970E-1 7.777410E+1 3.735636E-1 2.663150E+1 4.545390E-1 7.842040E+1 9.5517872E-01 2.2341963E+00 4.7124669E-01 8.2414780E-01
315 3.703215E-1 2.508840E+1 4.395110E-1 7.707130E+1 3.738646E-1 2.568500E+1 4.418990E-1 7.773410E+1 9.4769604E-01 2.3227565E+00 5.4039498E-01 8.5265025E-01
320 3.706359E-1 2.414070E+1 4.265390E-1 7.635090E+1 3.741706E-1 2.474330E+1 4.292730E-1 7.702350E+1 9.4467604E-01 2.4354068E+00 6.3689074E-01 8.7323999E-01
325 3.709358E-1 2.319440E+1 4.135850E-1 7.559420E+1 3.743995E-1 2.379090E+1 4.164700E-1 7.628890E+1 9.2513478E-01 2.5072612E+00 6.9272697E-01 9.1061740E-01
330 3.712218E-1 2.224990E+1 4.006380E-1 7.480160E+1 3.746195E-1 2.284150E+1 4.037290E-1 7.551150E+1 9.0697361E-01 2.5900225E+00 7.6561258E-01 9.4012170E-01
335 3.715032E-1 2.130840E+1 3.876100E-1 7.398810E+1 3.748027E-1 2.188860E+1 3.909580E-1 7.468840E+1 8.8032984E-01 2.6506949E+00 8.5635797E-01 9.3762887E-01
340 3.717741E-1 2.036970E+1 3.745840E-1 7.313490E+1 3.749205E-1 2.092670E+1 3.779920E-1 7.383250E+1 8.3921791E-01 2.6616715E+00 9.0160638E-01 9.4484136E-01
