T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 3.207214E-1 2.398050E+1 4.697280E-1 7.958910E+1 3.369216E-1 2.571960E+1 4.767790E-1 8.005480E+1 4.8082996E+00 6.7617692E+00 1.4788822E+00 5.8172652E-01
295 3.222417E-1 2.320310E+1 4.561130E-1 7.893330E+1 3.387657E-1 2.494900E+1 4.636900E-1 7.941360E+1 4.8777075E+00 6.9978757E+00 1.6340659E+00 6.0480824E-01
300 3.237036E-1 2.241560E+1 4.425510E-1 7.823630E+1 3.408065E-1 2.419660E+1 4.508110E-1 7.874490E+1 5.0183609E+00 7.3605383E+00 1.8322534E+00 6.4588310E-01
305 3.251260E-1 2.162030E+1 4.289580E-1 7.751110E+1 3.426565E-1 2.342020E+1 4.377740E-1 7.806390E+1 5.1160565E+00 7.6852461E+00 2.0138245E+00 7.0813782E-01
310 3.265087E-1 2.081790E+1 4.152950E-1 7.676340E+1 3.443119E-1 2.262010E+1 4.246850E-1 7.734730E+1 5.1706607E+00 7.9672504E+00 2.2110505E+00 7.5490676E-01
315 3.278407E-1 2.000870E+1 4.016830E-1 7.597000E+1 3.455304E-1 2.177170E+1 4.113980E-1 7.657940E+1 5.1195785E+00 8.0976681E+00 2.3614602E+00 7.9577537E-01
320 3.291506E-1 1.919500E+1 3.880050E-1 7.514940E+1 3.468322E-1 2.093150E+1 3.981320E-1 7.579180E+1 5.0980272E+00 8.2961087E+00 2.5436287E+00 8.4758509E-01
325 3.304242E-1 1.837690E+1 3.743160E-1 7.429010E+1 3.477405E-1 2.004930E+1 3.845960E-1 7.495620E+1 4.9796616E+00 8.3414384E+00 2.6729347E+00 8.8865231E-01
330 3.316583E-1 1.755500E+1 3.606720E-1 7.337790E+1 3.486475E-1 1.916890E+1 3.711490E-1 7.406800E+1 4.8728874E+00 8.4193668E+00 2.8228555E+00 9.3171140E-01
335 3.328881E-1 1.673180E+1 3.469360E-1 7.243760E+1 3.493675E-1 1.826950E+1 3.574740E-1 7.314260E+1 4.7169242E+00 8.4167602E+00 2.9479067E+00 9.6387058E-01
340 3.340864E-1 1.590690E+1 3.332410E-1 7.143950E+1 3.497398E-1 1.733660E+1 3.435260E-1 7.214840E+1 4.4757274E+00 8.2467150E+00 2.9939510E+00 9.8255817E-01
