T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 3.596053E-1 2.851540E+1 4.953180E-1 8.004570E+1 3.659324E-1 2.940970E+1 4.979970E-1 8.069210E+1 1.7290352E+00 3.0408335E+00 5.3795505E-01 8.0106975E-01
295 3.602304E-1 2.759550E+1 4.822670E-1 7.942180E+1 3.666711E-1 2.850690E+1 4.853090E-1 8.009840E+1 1.7565333E+00 3.1971207E+00 6.2681714E-01 8.4471101E-01
300 3.608213E-1 2.667210E+1 4.691740E-1 7.877710E+1 3.674621E-1 2.761480E+1 4.727710E-1 7.947830E+1 1.8072068E+00 3.4137491E+00 7.6083347E-01 8.8225339E-01
305 3.613880E-1 2.574610E+1 4.560100E-1 7.811460E+1 3.681693E-1 2.671290E+1 4.602120E-1 7.882860E+1 1.8418972E+00 3.6192252E+00 9.1305746E-01 9.0576263E-01
310 3.619316E-1 2.481840E+1 4.428640E-1 7.741860E+1 3.687948E-1 2.580150E+1 4.474920E-1 7.817070E+1 1.8609807E+00 3.8102436E+00 1.0342084E+00 9.6212520E-01
315 3.624499E-1 2.388980E+1 4.297080E-1 7.669370E+1 3.692585E-1 2.486790E+1 4.346460E-1 7.747150E+1 1.8438574E+00 3.9331829E+00 1.1360970E+00 1.0039821E+00
320 3.629546E-1 2.296090E+1 4.164670E-1 7.594940E+1 3.697433E-1 2.394100E+1 4.219020E-1 7.673600E+1 1.8360576E+00 4.0938140E+00 1.2882139E+00 1.0250730E+00
325 3.634419E-1 2.203250E+1 4.032520E-1 7.516590E+1 3.700871E-1 2.299470E+1 4.089560E-1 7.596530E+1 1.7955773E+00 4.1844425E+00 1.3947711E+00 1.0523226E+00
330 3.639113E-1 2.110520E+1 3.900470E-1 7.434400E+1 3.704244E-1 2.205180E+1 3.959930E-1 7.516680E+1 1.7582805E+00 4.2926201E+00 1.5015417E+00 1.0946322E+00
335 3.643767E-1 2.018040E+1 3.767570E-1 7.350000E+1 3.706947E-1 2.110110E+1 3.829890E-1 7.431410E+1 1.7043675E+00 4.3632796E+00 1.6272008E+00 1.0954852E+00
340 3.648285E-1 1.925800E+1 3.634980E-1 7.260860E+1 3.708431E-1 2.013370E+1 3.698090E-1 7.340490E+1 1.6218719E+00 4.3494241E+00 1.7065566E+00 1.0848050E+00
