T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 3.647292E-1 2.924690E+1 5.000970E-1 8.017230E+1 3.693297E-1 2.994170E+1 5.017030E-1 8.079510E+1 1.2456350E+00 2.3205095E+00 3.2010971E-01 7.7083883E-01
295 3.652338E-1 2.831230E+1 4.871280E-1 7.956660E+1 3.699191E-1 2.902340E+1 4.891250E-1 8.020300E+1 1.2665742E+00 2.4500920E+00 4.0828009E-01 7.9348653E-01
300 3.657074E-1 2.737470E+1 4.741710E-1 7.893150E+1 3.705390E-1 2.811330E+1 4.765670E-1 7.960190E+1 1.3039383E+00 2.6272263E+00 5.0276247E-01 8.4219095E-01
305 3.661584E-1 2.643530E+1 4.612140E-1 7.826770E+1 3.710928E-1 2.719580E+1 4.640170E-1 7.896870E+1 1.3296944E+00 2.7963877E+00 6.0407270E-01 8.8769348E-01
310 3.665883E-1 2.549510E+1 4.481810E-1 7.758770E+1 3.715827E-1 2.627120E+1 4.514540E-1 7.830340E+1 1.3440884E+00 2.9541856E+00 7.2499081E-01 9.1400884E-01
315 3.669958E-1 2.455410E+1 4.351250E-1 7.688080E+1 3.719519E-1 2.532970E+1 4.387020E-1 7.761460E+1 1.3324572E+00 3.0620181E+00 8.1535986E-01 9.4544068E-01
320 3.673907E-1 2.361350E+1 4.220800E-1 7.613870E+1 3.723331E-1 2.439400E+1 4.259690E-1 7.690280E+1 1.3274135E+00 3.1995573E+00 9.1297724E-01 9.9359191E-01
325 3.677700E-1 2.267410E+1 4.089980E-1 7.537050E+1 3.726098E-1 2.344350E+1 4.131390E-1 7.614490E+1 1.2988923E+00 3.2819332E+00 1.0023261E+00 1.0170084E+00
330 3.681338E-1 2.173610E+1 3.958680E-1 7.457520E+1 3.728788E-1 2.249630E+1 4.003590E-1 7.534650E+1 1.2725314E+00 3.3792224E+00 1.1217432E+00 1.0236706E+00
335 3.684933E-1 2.080060E+1 3.827580E-1 7.373800E+1 3.730982E-1 2.154360E+1 3.874100E-1 7.452340E+1 1.2342327E+00 3.4488201E+00 1.2007950E+00 1.0538972E+00
340 3.688411E-1 1.986810E+1 3.696420E-1 7.286270E+1 3.732281E-1 2.057840E+1 3.743400E-1 7.364440E+1 1.1754206E+00 3.4516775E+00 1.2550088E+00 1.0614521E+00
