T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 1.063800E-1 6.046800E+0 3.772840E-1 7.532940E+1 1.272650E-1 7.530200E+0 3.894800E-1 7.595950E+1 1.6410639E+01 1.9699344E+01 3.1313546E+00 8.2952099E-01
295 1.088627E-1 5.875200E+0 3.625630E-1 7.442720E+1 1.309503E-1 7.381000E+0 3.751500E-1 7.512270E+1 1.6867163E+01 2.0401030E+01 3.3551913E+00 9.2581869E-01
300 1.113325E-1 5.690800E+0 3.478060E-1 7.348200E+1 1.350822E-1 7.242800E+0 3.611480E-1 7.423200E+1 1.7581665E+01 2.1428177E+01 3.6943303E+00 1.0103459E+00
305 1.138109E-1 5.494700E+0 3.330370E-1 7.248260E+1 1.390834E-1 7.075500E+0 3.469650E-1 7.331080E+1 1.8170752E+01 2.2341884E+01 4.0142377E+00 1.1297108E+00
310 1.163010E-1 5.287100E+0 3.182700E-1 7.141730E+1 1.429142E-1 6.878400E+0 3.327450E-1 7.232140E+1 1.8621802E+01 2.3134741E+01 4.3501781E+00 1.2501141E+00
315 1.187580E-1 5.067400E+0 3.034680E-1 7.030380E+1 1.460707E-1 6.624400E+0 3.181880E-1 7.126320E+1 1.8698274E+01 2.3504015E+01 4.6261958E+00 1.3462769E+00
320 1.212477E-1 4.838600E+0 2.887040E-1 6.911350E+1 1.494739E-1 6.370100E+0 3.037150E-1 7.015880E+1 1.8883698E+01 2.4042009E+01 4.9424625E+00 1.4899058E+00
325 1.237314E-1 4.599200E+0 2.738860E-1 6.785880E+1 1.521876E-1 6.064500E+0 2.889480E-1 6.895520E+1 1.8698107E+01 2.4161926E+01 5.2127026E+00 1.5900179E+00
330 1.261947E-1 4.349700E+0 2.591310E-1 6.650780E+1 1.549356E-1 5.750800E+0 2.741470E-1 6.769560E+1 1.8550223E+01 2.4363567E+01 5.4773534E+00 1.7546192E+00
335 1.287169E-1 4.093400E+0 2.443190E-1 6.508260E+1 1.573543E-1 5.410500E+0 2.592310E-1 6.631980E+1 1.8199312E+01 2.4343406E+01 5.7523984E+00 1.8655062E+00
340 1.312282E-1 3.828700E+0 2.296040E-1 6.353580E+1 1.590557E-1 5.031000E+0 2.438940E-1 6.484440E+1 1.7495443E+01 2.3897833E+01 5.8591027E+00 2.0180617E+00
