T JscF EtaF VocF FFF JscFB EtaFB VocFB FFFB eJsc eEta eVoc eFF
290 3.730597E-1 3.058670E+1 5.083690E-1 8.063880E+1 3.746556E-1 3.086560E+1 5.085940E-1 8.099160E+1 4.2596454E-01 9.0359494E-01 4.4239610E-02 4.3560073E-01
295 3.733688E-1 2.963510E+1 4.957620E-1 8.005040E+1 3.750024E-1 2.992360E+1 4.961100E-1 8.042130E+1 4.3562388E-01 9.6412196E-01 7.0145734E-02 4.6119623E-01
300 3.736521E-1 2.868160E+1 4.831640E-1 7.943460E+1 3.753434E-1 2.898440E+1 4.836910E-1 7.982470E+1 4.5060070E-01 1.0446999E+00 1.0895386E-01 4.8869585E-01
305 3.739152E-1 2.772720E+1 4.705610E-1 7.879280E+1 3.756483E-1 2.804210E+1 4.712670E-1 7.920100E+1 4.6136240E-01 1.1229544E+00 1.4980892E-01 5.1539753E-01
310 3.741601E-1 2.677280E+1 4.578470E-1 7.814200E+1 3.759195E-1 2.709700E+1 4.587570E-1 7.856220E+1 4.6802573E-01 1.1964424E+00 1.9836210E-01 5.3486282E-01
315 3.743868E-1 2.581840E+1 4.451270E-1 7.746290E+1 3.761381E-1 2.614560E+1 4.461440E-1 7.790150E+1 4.6560027E-01 1.2514534E+00 2.2795331E-01 5.6301868E-01
320 3.746024E-1 2.486510E+1 4.324170E-1 7.675120E+1 3.763535E-1 2.519740E+1 4.335830E-1 7.720690E+1 4.6528065E-01 1.3187869E+00 2.6892198E-01 5.9023222E-01
325 3.748049E-1 2.391320E+1 4.196870E-1 7.601090E+1 3.765249E-1 2.424410E+1 4.209780E-1 7.647560E+1 4.5680910E-01 1.3648682E+00 3.0666686E-01 6.0764479E-01
330 3.749954E-1 2.296360E+1 4.068610E-1 7.525530E+1 3.766863E-1 2.329350E+1 4.083070E-1 7.572460E+1 4.4888811E-01 1.4162749E+00 3.5414529E-01 6.1974576E-01
335 3.751806E-1 2.201660E+1 3.940560E-1 7.445960E+1 3.768266E-1 2.234220E+1 3.955910E-1 7.493880E+1 4.3680568E-01 1.4573319E+00 3.8802703E-01 6.3945513E-01
340 3.753568E-1 2.107270E+1 3.812580E-1 7.362520E+1 3.769310E-1 2.138730E+1 3.828380E-1 7.410520E+1 4.1763612E-01 1.4709664E+00 4.1270720E-01 6.4772782E-01
