fname time Tem kT_1 Voc Isc Pm Vm Im FF rmsre 
00L1 51600 339.21 34.18 1.013699999E-01 1.542000000E-04 3.926125988E-06 5.171761999E-02 7.844478170E-05 2.511715306E-01 0.000000000E+00 
00L2 51712 339.41 34.16 1.014326880E-01 1.543000000E-04 3.935471725E-06 5.176243296E-02 7.854711856E-05 2.514507504E-01 0.000000000E+00 
00L3 51800 339.5 34.151 1.015300352E-01 1.543862069E-04 3.935890847E-06 5.171754313E-02 7.860354654E-05 2.510961257E-01 0.000000000E+00 
00L4 51888 339.61 34.14 1.017984386E-01 1.547103960E-04 3.954198155E-06 5.179147391E-02 7.885003930E-05 2.510717296E-01 0.000000000E+00 
00L5 51976 339.7 34.131 1.017564829E-01 1.567744681E-04 3.950471499E-06 5.182644925E-02 7.869245551E-05 2.476347050E-01 0.000000000E+00 
00L6 52060 339.73 34.128 1.017374201E-01 1.546237624E-04 3.953043359E-06 5.178177676E-02 7.884473941E-05 2.512896614E-01 0.000000000E+00 
00L7 52148 339.77 34.124 1.016731600E-01 1.544862069E-04 3.945965929E-06 5.183303313E-02 7.862451238E-05 2.512217863E-01 0.000000000E+00 
00L8 52234 339.81 34.12 1.015892221E-01 1.541905941E-04 3.949409776E-06 5.185943804E-02 7.864466973E-05 2.521312519E-01 0.000000000E+00 
00L9 52322 339.85 34.116 1.018414968E-01 1.550970297E-04 3.957992481E-06 5.193677726E-02 7.863150653E-05 2.505801762E-01 0.000000000E+00 
0L10 52408 339.86 34.115 1.019398281E-01 1.552103960E-04 3.969431708E-06 5.193308311E-02 7.886626581E-05 2.508786075E-01 0.000000000E+00 
0L11 52494 339.89 34.112 1.020179375E-01 1.551371287E-04 3.979616617E-06 5.211794467E-02 7.875880780E-05 2.514484410E-01 0.000000000E+00 
0L12 52582 339.92 34.109 1.019180555E-01 1.550000000E-04 3.973353206E-06 5.201340094E-02 7.879459779E-05 2.515210546E-01 0.000000000E+00 
0L13 52670 339.93 34.108 1.017808033E-01 1.564623037E-04 3.966411465E-06 5.203231001E-02 7.865896377E-05 2.490704299E-01 0.000000000E+00 
0L14 52776 339.99 34.102 9.004776974E-02 1.376390374E-04 2.999649469E-06 4.579540210E-02 6.872876723E-05 2.420225985E-01 0.000000000E+00 
