B T nFsrh nFBsrh dnsrh nF nFB dn
1.500000000E+01 290 1.144705994E+00 1.128061948E+00 1.664404600E-02 1.143926206E+00 1.127905253E+00 1.602095300E-02
1.500000000E+01 295 1.136281794E+00 1.133255628E+00 3.026166000E-03 1.136114040E+00 1.133039923E+00 3.074117000E-03
1.500000000E+01 300 1.117960241E+00 1.138034428E+00 -2.007418700E-02 1.117786069E+00 1.137759225E+00 -1.997315600E-02
1.500000000E+01 305 1.099073754E+00 1.141850344E+00 -4.277659000E-02 1.098874597E+00 1.141505226E+00 -4.263062900E-02
1.500000000E+01 310 1.072792916E+00 1.143216854E+00 -7.042393800E-02 1.072673680E+00 1.142318699E+00 -6.964501900E-02
1.500000000E+01 315 1.036994023E+00 1.112242041E+00 -7.524801800E-02 1.036914102E+00 1.111759569E+00 -7.484546700E-02
1.500000000E+01 320 1.007935876E+00 1.086910675E+00 -7.897479900E-02 1.007931095E+00 1.086704878E+00 -7.877378300E-02
1.500000000E+01 325 1.007190812E+00 1.051762744E+00 -4.457193200E-02 1.007093619E+00 1.054742588E+00 -4.764896900E-02
1.500000000E+01 330 1.008113500E+00 1.010426688E+00 -2.313188000E-03 1.008005354E+00 1.010209649E+00 -2.204295000E-03
1.500000000E+01 335 1.010247930E+00 1.009196751E+00 1.051179000E-03 1.010109973E+00 1.008921413E+00 1.188560000E-03
1.500000000E+01 340 1.017530410E+00 1.011652185E+00 5.878225000E-03 1.017302075E+00 1.011300358E+00 6.001717000E-03
1.524993176E+01 290 1.153761008E+00 1.130566106E+00 2.319490200E-02 1.152906611E+00 1.130329810E+00 2.257680100E-02
1.524993176E+01 295 1.149478004E+00 1.136310484E+00 1.316752000E-02 1.149182820E+00 1.136003417E+00 1.317940300E-02
1.524993176E+01 300 1.152146598E+00 1.141696675E+00 1.044992300E-02 1.151782117E+00 1.141300226E+00 1.048189100E-02
1.524993176E+01 305 1.141970151E+00 1.142088096E+00 -1.179450000E-04 1.141589403E+00 1.140887882E+00 7.015210000E-04
1.524993176E+01 310 1.119495236E+00 1.142204477E+00 -2.270924100E-02 1.119124091E+00 1.141636635E+00 -2.251254400E-02
1.524993176E+01 315 1.105831545E+00 1.145579963E+00 -3.974841800E-02 1.105502045E+00 1.144881496E+00 -3.937945100E-02
1.524993176E+01 320 1.085082030E+00 1.143088746E+00 -5.800671600E-02 1.084781654E+00 1.142312722E+00 -5.753106800E-02
1.524993176E+01 325 1.025893749E+00 1.121867162E+00 -9.597341300E-02 1.025576663E+00 1.121184807E+00 -9.560814400E-02
1.524993176E+01 330 1.009925265E+00 1.085889034E+00 -7.596376900E-02 1.010393290E+00 1.085424381E+00 -7.503109100E-02
1.524993176E+01 335 1.006296550E+00 1.062344635E+00 -5.604808500E-02 1.006230313E+00 1.061852441E+00 -5.562212800E-02
1.524993176E+01 340 1.007151512E+00 1.008904565E+00 -1.753053000E-03 1.007048727E+00 1.008657830E+00 -1.609103000E-03
1.549996187E+01 290 1.159638810E+00 1.132899574E+00 2.673923600E-02 1.159265752E+00 1.132566736E+00 2.669901600E-02
1.549996187E+01 295 1.156678752E+00 1.138781176E+00 1.789757600E-02 1.155950695E+00 1.138348937E+00 1.760175800E-02
1.549996187E+01 300 1.161558379E+00 1.141783784E+00 1.977459500E-02 1.161005083E+00 1.140160200E+00 2.084488300E-02
1.549996187E+01 305 1.165091894E+00 1.140715946E+00 2.437594800E-02 1.164409770E+00 1.140073341E+00 2.433642900E-02
1.549996187E+01 310 1.165395714E+00 1.145841708E+00 1.955400600E-02 1.164616375E+00 1.145033152E+00 1.958322300E-02
1.549996187E+01 315 1.144473040E+00 1.150464495E+00 -5.991455000E-03 1.143631282E+00 1.149686834E+00 -6.055552000E-03
