N_Fe N_B T n_Fe n_Fe_calk n_Fe n_Fe_calk
1.000000000E+10 1.000000000E+15 290 1.144246025E+00 1.144246025E+00 1.137186655E+0 1.137186655E+0
1.000000000E+10 1.000000000E+15 295 1.135289575E+00 1.135289575E+00 1.133730738E+0 1.133730738E+0
1.000000000E+10 1.000000000E+15 300 1.117769420E+00 1.117769420E+00 1.122149199E+0 1.122149199E+0
1.000000000E+10 1.000000000E+15 305 1.096245934E+00 1.096245934E+00 1.097954795E+0 1.097954795E+0
1.000000000E+10 1.000000000E+15 310 1.072668248E+00 1.072668248E+00 1.064720820E+0 1.064720820E+0
1.000000000E+10 1.000000000E+15 315 1.033792871E+00 1.033792871E+00 1.035251097E+0 1.035251097E+0
1.000000000E+10 1.000000000E+15 320 1.007929669E+00 1.007929669E+00 1.016927586E+0 1.016927586E+0
1.000000000E+10 1.000000000E+15 325 1.007189979E+00 1.007189979E+00 1.007696266E+0 1.007696266E+0
1.000000000E+10 1.000000000E+15 330 1.008153893E+00 1.008153893E+00 1.003458805E+0 1.003458805E+0
1.000000000E+10 1.000000000E+15 335 1.010357508E+00 1.010357508E+00 1.001567615E+0 1.001567615E+0
1.000000000E+10 1.000000000E+15 340 1.017819021E+00 1.017819021E+00 1.000722367E+0 1.000722367E+0
1.000000000E+10 1.778000014E+15 290 1.153679736E+00 1.153679736E+00 1.146975266E+0 1.146975266E+0
1.000000000E+10 1.778000014E+15 295 1.149359290E+00 1.149359290E+00 1.148338103E+0 1.148338103E+0
1.000000000E+10 1.778000014E+15 300 1.151946100E+00 1.151946100E+00 1.147707480E+0 1.147707480E+0
1.000000000E+10 1.778000014E+15 305 1.141735087E+00 1.141735087E+00 1.142364480E+0 1.142364480E+0
1.000000000E+10 1.778000014E+15 310 1.118156729E+00 1.118156729E+00 1.127773651E+0 1.127773651E+0
1.000000000E+10 1.778000014E+15 315 1.105597236E+00 1.105597236E+00 1.100699409E+0 1.100699409E+0
1.000000000E+10 1.778000014E+15 320 1.083155865E+00 1.083155865E+00 1.066448109E+0 1.066448109E+0
1.000000000E+10 1.778000014E+15 325 1.022042904E+00 1.022042904E+00 1.037080521E+0 1.037080521E+0
1.000000000E+10 1.778000014E+15 330 1.009596639E+00 1.009596639E+00 1.018572239E+0 1.018572239E+0
1.000000000E+10 1.778000014E+15 335 1.006300441E+00 1.006300441E+00 1.008863393E+0 1.008863393E+0
1.000000000E+10 1.778000014E+15 340 1.007194388E+00 1.007194388E+00 1.004181879E+0 1.004181879E+0
1.000000000E+10 3.162000032E+15 290 1.159576573E+00 1.159576573E+00 1.154857534E+0 1.154857534E+0
1.000000000E+10 3.162000032E+15 295 1.156304023E+00 1.156304023E+00 1.157297537E+0 1.157297537E+0
1.000000000E+10 3.162000032E+15 300 1.161431919E+00 1.161431919E+00 1.159331456E+0 1.159331456E+0
1.000000000E+10 3.162000032E+15 305 1.164895703E+00 1.164895703E+00 1.160320897E+0 1.160320897E+0
1.000000000E+10 3.162000032E+15 310 1.164321301E+00 1.164321301E+00 1.158786840E+0 1.158786840E+0
1.000000000E+10 3.162000032E+15 315 1.143124363E+00 1.143124363E+00 1.151759087E+0 1.151759087E+0
1.000000000E+10 3.162000032E+15 320 1.128516439E+00 1.128516439E+00 1.134893983E+0 1.134893983E+0
1.000000000E+10 3.162000032E+15 325 1.109965040E+00 1.109965040E+00 1.105995055E+0 1.105995055E+0
1.000000000E+10 3.162000032E+15 330 1.084950398E+00 1.084950398E+00 1.070991912E+0 1.070991912E+0
1.000000000E+10 3.162000032E+15 335 1.015437975E+00 1.015437975E+00 1.041014420E+0 1.041014420E+0
1.000000000E+10 3.162000032E+15 340 1.006426461E+00 1.006426461E+00 1.021500718E+0 1.021500718E+0
1.000000000E+10 5.622999955E+15 290 1.164764845E+00 1.164764845E+00 1.162575290E+0 1.162575290E+0
1.000000000E+10 5.622999955E+15 295 1.168416029E+00 1.168416029E+00 1.165332072E+0 1.165332072E+0
1.000000000E+10 5.622999955E+15 300 1.168095369E+00 1.168095369E+00 1.168006638E+0 1.168006638E+0
1.000000000E+10 5.622999955E+15 305 1.173437835E+00 1.173437835E+00 1.170466347E+0 1.170466347E+0
1.000000000E+10 5.622999955E+15 310 1.176395154E+00 1.176395154E+00 1.172385316E+0 1.172385316E+0
1.000000000E+10 5.622999955E+15 315 1.176100931E+00 1.176100931E+00 1.173003142E+0 1.173003142E+0
1.000000000E+10 5.622999955E+15 320 1.166176702E+00 1.166176702E+00 1.170682934E+0 1.170682934E+0
1.000000000E+10 5.622999955E+15 325 1.156788216E+00 1.156788216E+00 1.162396071E+0 1.162396071E+0
1.000000000E+10 5.622999955E+15 330 1.137089567E+00 1.137089567E+00 1.144129212E+0 1.144129212E+0
1.000000000E+10 5.622999955E+15 335 1.117222618E+00 1.117222618E+00 1.114296899E+0 1.114296899E+0
1.000000000E+10 5.622999955E+15 340 1.102870719E+00 1.102870719E+00 1.078626873E+0 1.078626873E+0
1.000000000E+10 1.000000000E+16 290 1.169466141E+00 1.169466141E+00 1.170462022E+0 1.170462022E+0
1.000000000E+10 1.000000000E+16 295 1.176584684E+00 1.176584684E+00 1.173391433E+0 1.173391433E+0
1.000000000E+10 1.000000000E+16 300 1.174032229E+00 1.174032229E+00 1.176303772E+0 1.176303772E+0
1.000000000E+10 1.000000000E+16 305 1.180418445E+00 1.180418445E+00 1.179171362E+0 1.179171362E+0
1.000000000E+10 1.000000000E+16 310 1.181841063E+00 1.181841063E+00 1.181925438E+0 1.181925438E+0
1.000000000E+10 1.000000000E+16 315 1.182380575E+00 1.182380575E+00 1.184400951E+0 1.184400951E+0
1.000000000E+10 1.000000000E+16 320 1.186529101E+00 1.186529101E+00 1.186216868E+0 1.186216868E+0
1.000000000E+10 1.000000000E+16 325 1.188879694E+00 1.188879694E+00 1.186537683E+0 1.186537683E+0
1.000000000E+10 1.000000000E+16 330 1.179407327E+00 1.179407327E+00 1.183674985E+0 1.183674985E+0
1.000000000E+10 1.000000000E+16 335 1.164171149E+00 1.164171149E+00 1.174697164E+0 1.174697164E+0
1.000000000E+10 1.000000000E+16 340 1.151821370E+00 1.151821370E+00 1.155937663E+0 1.155937663E+0
1.000000000E+10 1.778000014E+16 290 1.173894512E+00 1.173894512E+00 1.178579887E+0 1.178579887E+0
1.000000000E+10 1.778000014E+16 295 1.181572616E+00 1.181572616E+00 1.181656798E+0 1.181656798E+0
1.000000000E+10 1.778000014E+16 300 1.186480171E+00 1.186480171E+00 1.184730054E+0 1.184730054E+0
1.000000000E+10 1.778000014E+16 305 1.186566795E+00 1.186566795E+00 1.187793723E+0 1.187793723E+0
