B T nFsrh nFBsrh dnsrh nF nFB dn
1.500000000E+01 290 1.147458769E+00 1.128591738E+00 1.886703100E-02 1.147448034E+00 1.128580898E+00 1.886713600E-02
1.500000000E+01 295 1.145395054E+00 1.133852574E+00 1.154248000E-02 1.145332545E+00 1.133837533E+00 1.149501200E-02
1.500000000E+01 300 1.13028913E+00 1.138697488E+00 -8.408358000E-03 1.13028913E+00 1.138678091E+00 -8.388961000E-03
1.500000000E+01 305 1.107851593E+00 1.142614723E+00 -3.476313000E-02 1.107834576E+00 1.142589917E+00 -3.475534100E-02
1.500000000E+01 310 1.094870686E+00 1.144567816E+00 -4.969713000E-02 1.092640760E+00 1.144536093E+00 -5.189533300E-02
1.500000000E+01 315 1.070651384E+00 1.120443013E+00 -4.979162900E-02 1.070638210E+00 1.120398161E+00 -4.975995100E-02
1.500000000E+01 320 1.009184244E+00 1.095480086E+00 -8.629584200E-02 1.009175361E+00 1.095447732E+00 -8.627237100E-02
1.500000000E+01 325 1.008251244E+00 1.056538153E+00 -4.828690900E-02 1.008198253E+00 1.056516260E+00 -4.831800700E-02
1.500000000E+01 330 1.008019424E+00 1.011010061E+00 -2.990637000E-03 1.008010571E+00 1.011404302E+00 -3.393731000E-03
1.500000000E+01 335 1.009411919E+00 1.009898345E+00 -4.864260000E-04 1.009401637E+00 1.009874862E+00 -4.732250000E-04
1.500000000E+01 340 1.012144200E+00 1.011471065E+00 6.731350000E-04 1.012131977E+00 1.011444929E+00 6.870480000E-04
1.524993176E+01 290 1.154848106E+00 1.131395633E+00 2.345247300E-02 1.154832237E+00 1.131379299E+00 2.345293800E-02
1.524993176E+01 295 1.154528839E+00 1.137276240E+00 1.725259900E-02 1.154393770E+00 1.137254922E+00 1.713884800E-02
1.524993176E+01 300 1.154649588E+00 1.142797655E+00 1.185193300E-02 1.154623793E+00 1.142769870E+00 1.185392300E-02
1.524993176E+01 305 1.154023682E+00 1.146684820E+00 7.338862000E-03 1.153991701E+00 1.146570525E+00 7.421176000E-03
1.524993176E+01 310 1.132592736E+00 1.145239436E+00 -1.264670000E-02 1.132562189E+00 1.145136883E+00 -1.257469400E-02
1.524993176E+01 315 1.119096645E+00 1.146979480E+00 -2.788283500E-02 1.119068096E+00 1.146928545E+00 -2.786044900E-02
1.524993176E+01 320 1.098712248E+00 1.145418318E+00 -4.670607000E-02 1.098677971E+00 1.145335599E+00 -4.665762800E-02
1.524993176E+01 325 1.071588855E+00 1.126140046E+00 -5.455119100E-02 1.071535682E+00 1.126084780E+00 -5.454909800E-02
1.524993176E+01 330 1.014665055E+00 1.096913432E+00 -8.224837700E-02 1.014809440E+00 1.096849854E+00 -8.204041400E-02
1.524993176E+01 335 1.007161352E+00 1.072234603E+00 -6.507325100E-02 1.007149964E+00 1.072202504E+00 -6.505254000E-02
1.524993176E+01 340 1.007015583E+00 1.009753849E+00 -2.738266000E-03 1.007007914E+00 1.009739779E+00 -2.731865000E-03
1.549996187E+01 290 1.160380284E+00 1.134128927E+00 2.625135700E-02 1.160360988E+00 1.134105865E+00 2.625512300E-02
1.549996187E+01 295 1.166178587E+00 1.140222111E+00 2.595647600E-02 1.165885917E+00 1.140192027E+00 2.569389000E-02
1.549996187E+01 300 1.163221489E+00 1.146387292E+00 1.683419700E-02 1.163182957E+00 1.146348157E+00 1.683480000E-02
1.549996187E+01 305 1.167594239E+00 1.146334572E+00 2.125966700E-02 1.167546191E+00 1.146179674E+00 2.136651700E-02
1.549996187E+01 310 1.170447224E+00 1.147761521E+00 2.268570300E-02 1.170388320E+00 1.147704221E+00 2.268409900E-02
1.549996187E+01 315 1.157072660E+00 1.152103778E+00 4.968882000E-03 1.156960272E+00 1.152048174E+00 4.912098000E-03
1.549996187E+01 320 1.146763579E+00 1.156555757E+00 -9.792178000E-03 1.146702559E+00 1.156466288E+00 -9.763729000E-03
1.549996187E+01 325 1.126170524E+00 1.159219193E+00 -3.304866900E-02 1.126103829E+00 1.159108886E+00 -3.300505700E-02
1.549996187E+01 330 1.106714137E+00 1.148219097E+00 -4.150496000E-02 1.106666706E+00 1.148135556E+00 -4.146885000E-02
1.549996187E+01 335 1.092436828E+00 1.127869353E+00 -3.543252500E-02 1.092393413E+00 1.127711451E+00 -3.531803800E-02
1.549996187E+01 340 1.008650927E+00 1.103043094E+00 -9.439216700E-02 1.008779516E+00 1.102976005E+00 -9.419648900E-02
1.574996808E+01 290 1.165503207E+00 1.139853973E+00 2.564923400E-02 1.165466353E+00 1.139821020E+00 2.564533300E-02
1.574996808E+01 295 1.172331376E+00 1.145941702E+00 2.638967400E-02 1.172283510E+00 1.145898650E+00 2.638486000E-02
1.574996808E+01 300 1.169471750E+00 1.148607675E+00 2.086407500E-02 1.169415585E+00 1.148372694E+00 2.104289100E-02
1.574996808E+01 305 1.175396467E+00 1.147853465E+00 2.754300200E-02 1.175325311E+00 1.147788890E+00 2.753642100E-02
1.574996808E+01 310 1.180693423E+00 1.153505856E+00 2.718756700E-02 1.180604520E+00 1.153423812E+00 2.718070800E-02
1.574996808E+01 315 1.180341159E+00 1.158523617E+00 2.181754200E-02 1.180164139E+00 1.158420791E+00 2.174334800E-02
1.574996808E+01 320 1.180415942E+00 1.163129278E+00 1.728666400E-02 1.180277147E+00 1.163001604E+00 1.727554300E-02
1.574996808E+01 325 1.169899690E+00 1.166853546E+00 3.046144000E-03 1.169772947E+00 1.166696872E+00 3.076075000E-03
1.574996808E+01 330 1.153927184E+00 1.169812767E+00 -1.588558300E-02 1.153775122E+00 1.169622263E+00 -1.584714100E-02
1.574996808E+01 335 1.141881775E+00 1.170987893E+00 -2.910611800E-02 1.141779963E+00 1.170759594E+00 -2.897963100E-02
1.574996808E+01 340 1.124445392E+00 1.152881909E+00 -2.843651700E-02 1.124334453E+00 1.152597366E+00 -2.826291300E-02
1.600000000E+01 290 1.170068689E+00 1.143973759E+00 2.609493000E-02 1.170021100E+00 1.143930204E+00 2.609089600E-02
1.600000000E+01 295 1.177445324E+00 1.150260694E+00 2.718463000E-02 1.177378907E+00 1.150199632E+00 2.717927500E-02
1.600000000E+01 300 1.183829465E+00 1.147830258E+00 3.599920700E-02 1.182766343E+00 1.147521905E+00 3.524443800E-02
1.600000000E+01 305 1.181974647E+00 1.152739027E+00 2.923562000E-02 1.181874295E+00 1.152647038E+00 2.922725700E-02
