N_Fe N_B T n_Fe n_Fe_calk n_Fe n_Fe_calk
1.000000000E+10 1.000000000E+15 290 1.144246025E+00 1.144246025E+00 1.137701461E+0 1.137701461E+0
1.000000000E+10 1.000000000E+15 295 1.135289575E+00 1.135289575E+00 1.133928694E+0 1.133928694E+0
1.000000000E+10 1.000000000E+15 300 1.117769420E+00 1.117769420E+00 1.121754990E+0 1.121754990E+0
1.000000000E+10 1.000000000E+15 305 1.096245934E+00 1.096245934E+00 1.097265647E+0 1.097265647E+0
1.000000000E+10 1.000000000E+15 310 1.072668248E+00 1.072668248E+00 1.064576487E+0 1.064576487E+0
1.000000000E+10 1.000000000E+15 315 1.033792871E+00 1.033792871E+00 1.035798768E+0 1.035798768E+0
1.000000000E+10 1.000000000E+15 320 1.007929669E+00 1.007929669E+00 1.017645733E+0 1.017645733E+0
1.000000000E+10 1.000000000E+15 325 1.007189979E+00 1.007189979E+00 1.008257573E+0 1.008257573E+0
1.000000000E+10 1.000000000E+15 330 1.008153893E+00 1.008153893E+00 1.003819189E+0 1.003819189E+0
1.000000000E+10 1.000000000E+15 335 1.010357508E+00 1.010357508E+00 1.001779722E+0 1.001779722E+0
1.000000000E+10 1.000000000E+15 340 1.017819021E+00 1.017819021E+00 1.000842362E+0 1.000842362E+0
1.000000000E+10 1.778000014E+15 290 1.153679736E+00 1.153679736E+00 1.147513312E+0 1.147513312E+0
1.000000000E+10 1.778000014E+15 295 1.149359290E+00 1.149359290E+00 1.149001707E+0 1.149001707E+0
1.000000000E+10 1.778000014E+15 300 1.151946100E+00 1.151946100E+00 1.148261835E+0 1.148261835E+0
1.000000000E+10 1.778000014E+15 305 1.141735087E+00 1.141735087E+00 1.142459355E+0 1.142459355E+0
1.000000000E+10 1.778000014E+15 310 1.118156729E+00 1.118156729E+00 1.127196173E+0 1.127196173E+0
1.000000000E+10 1.778000014E+15 315 1.105597236E+00 1.105597236E+00 1.099894115E+0 1.099894115E+0
1.000000000E+10 1.778000014E+15 320 1.083155865E+00 1.083155865E+00 1.066257046E+0 1.066257046E+0
1.000000000E+10 1.778000014E+15 325 1.022042904E+00 1.022042904E+00 1.037595291E+0 1.037595291E+0
1.000000000E+10 1.778000014E+15 330 1.009596639E+00 1.009596639E+00 1.019291722E+0 1.019291722E+0
1.000000000E+10 1.778000014E+15 335 1.006300441E+00 1.006300441E+00 1.009457477E+0 1.009457477E+0
1.000000000E+10 1.778000014E+15 340 1.007194388E+00 1.007194388E+00 1.004584106E+0 1.004584106E+0
1.000000000E+10 3.162000032E+15 290 1.159576573E+00 1.159576573E+00 1.155082887E+0 1.155082887E+0
1.000000000E+10 3.162000032E+15 295 1.156304023E+00 1.156304023E+00 1.157815289E+0 1.157815289E+0
1.000000000E+10 3.162000032E+15 300 1.161431919E+00 1.161431919E+00 1.160070428E+0 1.160070428E+0
1.000000000E+10 3.162000032E+15 305 1.164895703E+00 1.164895703E+00 1.161127437E+0 1.161127437E+0
1.000000000E+10 3.162000032E+15 310 1.164321301E+00 1.164321301E+00 1.159381957E+0 1.159381957E+0
1.000000000E+10 3.162000032E+15 315 1.143124363E+00 1.143124363E+00 1.151775118E+0 1.151775118E+0
1.000000000E+10 3.162000032E+15 320 1.128516439E+00 1.128516439E+00 1.134178842E+0 1.134178842E+0
1.000000000E+10 3.162000032E+15 325 1.109965040E+00 1.109965040E+00 1.105076818E+0 1.105076818E+0
1.000000000E+10 3.162000032E+15 330 1.084950398E+00 1.084950398E+00 1.070708387E+0 1.070708387E+0
1.000000000E+10 3.162000032E+15 335 1.015437975E+00 1.015437975E+00 1.041471023E+0 1.041471023E+0
1.000000000E+10 3.162000032E+15 340 1.006426461E+00 1.006426461E+00 1.022226721E+0 1.022226721E+0
1.000000000E+10 5.622999955E+15 290 1.164764845E+00 1.164764845E+00 1.162367678E+0 1.162367678E+0
1.000000000E+10 5.622999955E+15 295 1.168416029E+00 1.168416029E+00 1.165468289E+0 1.165468289E+0
1.000000000E+10 5.622999955E+15 300 1.168095369E+00 1.168095369E+00 1.168472452E+0 1.168472452E+0
1.000000000E+10 5.622999955E+15 305 1.173437835E+00 1.173437835E+00 1.171221314E+0 1.171221314E+0
1.000000000E+10 5.622999955E+15 310 1.176395154E+00 1.176395154E+00 1.173336799E+0 1.173336799E+0
1.000000000E+10 5.622999955E+15 315 1.176100931E+00 1.176100931E+00 1.173966367E+0 1.173966367E+0
1.000000000E+10 5.622999955E+15 320 1.166176702E+00 1.166176702E+00 1.171347455E+0 1.171347455E+0
1.000000000E+10 5.622999955E+15 325 1.156788216E+00 1.156788216E+00 1.162389124E+0 1.162389124E+0
1.000000000E+10 5.622999955E+15 330 1.137089567E+00 1.137089567E+00 1.143335241E+0 1.143335241E+0
1.000000000E+10 5.622999955E+15 335 1.117222618E+00 1.117222618E+00 1.113266492E+0 1.113266492E+0
1.000000000E+10 5.622999955E+15 340 1.102870719E+00 1.102870719E+00 1.078202882E+0 1.078202882E+0
1.000000000E+10 1.000000000E+16 290 1.169466141E+00 1.169466141E+00 1.169763636E+0 1.169763636E+0
1.000000000E+10 1.000000000E+16 295 1.176584684E+00 1.176584684E+00 1.173055817E+0 1.173055817E+0
1.000000000E+10 1.000000000E+16 300 1.174032229E+00 1.174032229E+00 1.176332626E+0 1.176332626E+0
1.000000000E+10 1.000000000E+16 305 1.180418445E+00 1.180418445E+00 1.179559086E+0 1.179559086E+0
1.000000000E+10 1.000000000E+16 310 1.181841063E+00 1.181841063E+00 1.182650944E+0 1.182650944E+0
1.000000000E+10 1.000000000E+16 315 1.182380575E+00 1.182380575E+00 1.185411892E+0 1.185411892E+0
1.000000000E+10 1.000000000E+16 320 1.186529101E+00 1.186529101E+00 1.187402347E+0 1.187402347E+0
1.000000000E+10 1.000000000E+16 325 1.188879694E+00 1.188879694E+00 1.187690116E+0 1.187690116E+0
1.000000000E+10 1.000000000E+16 330 1.179407327E+00 1.179407327E+00 1.184465549E+0 1.184465549E+0
1.000000000E+10 1.000000000E+16 335 1.164171149E+00 1.164171149E+00 1.174751713E+0 1.174751713E+0
1.000000000E+10 1.000000000E+16 340 1.151821370E+00 1.151821370E+00 1.155142419E+0 1.155142419E+0
1.000000000E+10 1.778000014E+16 290 1.173894512E+00 1.173894512E+00 1.177348238E+0 1.177348238E+0
1.000000000E+10 1.778000014E+16 295 1.181572616E+00 1.181572616E+00 1.180798376E+0 1.180798376E+0
1.000000000E+10 1.778000014E+16 300 1.186480171E+00 1.186480171E+00 1.184250951E+0 1.184250951E+0
1.000000000E+10 1.778000014E+16 305 1.186566795E+00 1.186566795E+00 1.187698009E+0 1.187698009E+0
1.000000000E+10 1.778000014E+16 310 1.189055495E+00 1.189055495E+00 1.191120464E+0 1.191120464E+0
1.000000000E+10 1.778000014E+16 315 1.192214681E+00 1.192214681E+00 1.194473649E+0 1.194473649E+0
1.000000000E+10 1.778000014E+16 320 1.195821210E+00 1.195821210E+00 1.197655993E+0 1.197655993E+0
1.000000000E+10 1.778000014E+16 325 1.200305798E+00 1.200305798E+00 1.200443730E+0 1.200443730E+0
1.000000000E+10 1.778000014E+16 330 1.203448852E+00 1.203448852E+00 1.202362505E+0 1.202362505E+0
