B T nFsrh nFBsrh dnsrh nF nFB dn
1.500000000E+01 290 1.144392211E+00 1.128038119E+00 1.635409200E-02 1.142774277E+00 1.127701232E+00 1.507304500E-02
1.500000000E+01 295 1.135609877E+00 1.133228733E+00 2.381144000E-03 1.135254190E+00 1.132765331E+00 2.488859000E-03
1.500000000E+01 300 1.117831164E+00 1.138005118E+00 -2.017395400E-02 1.117457436E+00 1.137414452E+00 -1.995701600E-02
1.500000000E+01 305 1.097189633E+00 1.141816305E+00 -4.462667200E-02 1.096778564E+00 1.141076548E+00 -4.429798400E-02
1.500000000E+01 310 1.072708195E+00 1.143094682E+00 -7.038648700E-02 1.072452329E+00 1.141249207E+00 -6.879687800E-02
1.500000000E+01 315 1.034823674E+00 1.111780027E+00 -7.695635300E-02 1.034669154E+00 1.110801398E+00 -7.613224400E-02
1.500000000E+01 320 1.007862082E+00 1.086284639E+00 -7.842255700E-02 1.007632463E+00 1.085884468E+00 -7.825200500E-02
1.500000000E+01 325 1.007204974E+00 1.051731650E+00 -4.452667600E-02 1.007005059E+00 1.054514452E+00 -4.750939300E-02
1.500000000E+01 330 1.008140425E+00 1.010328197E+00 -2.187772000E-03 1.007912475E+00 1.009823873E+00 -1.911398000E-03
1.500000000E+01 335 1.010321660E+00 1.009165986E+00 1.155674000E-03 1.010029492E+00 1.008594816E+00 1.434676000E-03
1.500000000E+01 340 1.017725223E+00 1.011667950E+00 6.057273000E-03 1.017238818E+00 1.010938763E+00 6.300055000E-03
1.524993176E+01 290 1.153705852E+00 1.130525877E+00 2.317997500E-02 1.150778209E+00 1.130018196E+00 2.076001300E-02
1.524993176E+01 295 1.149397469E+00 1.136264802E+00 1.313266700E-02 1.148763703E+00 1.135605551E+00 1.315815200E-02
1.524993176E+01 300 1.152010715E+00 1.141646306E+00 1.036440900E-02 1.151229193E+00 1.140606298E+00 1.062289500E-02
1.524993176E+01 305 1.141810493E+00 1.141898746E+00 -8.825300000E-05 1.140994604E+00 1.139464630E+00 1.529974000E-03
1.524993176E+01 310 1.118589184E+00 1.142148012E+00 -2.355882800E-02 1.117805813E+00 1.140932845E+00 -2.312703200E-02
1.524993176E+01 315 1.105673053E+00 1.145635272E+00 -3.996221900E-02 1.104967861E+00 1.144132949E+00 -3.916508800E-02
1.524993176E+01 320 1.083869512E+00 1.143013406E+00 -5.914389400E-02 1.083184269E+00 1.141386663E+00 -5.820239400E-02
1.524993176E+01 325 1.023302882E+00 1.121654083E+00 -9.835120100E-02 1.022666568E+00 1.120221569E+00 -9.755500100E-02
1.524993176E+01 330 1.010164809E+00 1.085547760E+00 -7.538295100E-02 1.009292248E+00 1.084589510E+00 -7.529726200E-02
1.524993176E+01 335 1.006298822E+00 1.061430251E+00 -5.513142900E-02 1.006021758E+00 1.060424698E+00 -5.440294000E-02
1.524993176E+01 340 1.007180143E+00 1.008110888E+00 -9.307450000E-04 1.006964948E+00 1.008346967E+00 -1.382019000E-03
1.549996187E+01 290 1.159596608E+00 1.132835109E+00 2.676149900E-02 1.158795430E+00 1.132120696E+00 2.667473400E-02
1.549996187E+01 295 1.156331008E+00 1.138707291E+00 1.762371700E-02 1.155392465E+00 1.137780366E+00 1.761209900E-02
1.549996187E+01 300 1.161472496E+00 1.141485040E+00 1.998745600E-02 1.160286430E+00 1.138245485E+00 2.204094500E-02
1.549996187E+01 305 1.164958863E+00 1.140630130E+00 2.432873300E-02 1.163498750E+00 1.139254911E+00 2.424383900E-02
1.549996187E+01 310 1.164668568E+00 1.145746667E+00 1.892190100E-02 1.163017595E+00 1.144019119E+00 1.899847600E-02
1.549996187E+01 315 1.143560166E+00 1.150361464E+00 -6.801298000E-03 1.141783570E+00 1.148702174E+00 -6.918604000E-03
1.549996187E+01 320 1.128644144E+00 1.154245739E+00 -2.560159500E-02 1.127280621E+00 1.151630859E+00 -2.435023800E-02
1.549996187E+01 325 1.110473570E+00 1.156699817E+00 -4.622624700E-02 1.109016335E+00 1.153571634E+00 -4.455529900E-02
1.549996187E+01 330 1.086109955E+00 1.146280367E+00 -6.017041200E-02 1.084872760E+00 1.143869438E+00 -5.899667800E-02
1.549996187E+01 335 1.016463803E+00 1.122725395E+00 -1.062615920E-01 1.016675488E+00 1.119584197E+00 -1.029087090E-01
1.549996187E+01 340 1.006421727E+00 1.100337968E+00 -9.391624100E-02 1.006184310E+00 1.093101368E+00 -8.691705800E-02
1.574996808E+01 290 1.164781174E+00 1.137868733E+00 2.691244100E-02 1.163628528E+00 1.136856759E+00 2.677176900E-02
1.574996808E+01 295 1.168645299E+00 1.140703558E+00 2.794174100E-02 1.160801144E+00 1.136637245E+00 2.416389900E-02
1.574996808E+01 300 1.168126066E+00 1.139679801E+00 2.844626500E-02 1.166388038E+00 1.138148502E+00 2.823953600E-02
1.574996808E+01 305 1.173482096E+00 1.145093684E+00 2.838841200E-02 1.171299734E+00 1.143145451E+00 2.815428300E-02
1.574996808E+01 310 1.176491533E+00 1.150370050E+00 2.612148300E-02 1.171632518E+00 1.147918484E+00 2.371403400E-02
1.574996808E+01 315 1.176175806E+00 1.155013362E+00 2.116244400E-02 1.173145120E+00 1.151973643E+00 2.117147700E-02
1.574996808E+01 320 1.167267193E+00 1.159255962E+00 8.011231000E-03 1.164054120E+00 1.155531889E+00 8.522231000E-03
1.574996808E+01 325 1.156907806E+00 1.162660995E+00 -5.753189000E-03 1.153581842E+00 1.158168433E+00 -4.586591000E-03
1.574996808E+01 330 1.137570899E+00 1.165342857E+00 -2.777195800E-02 1.134242473E+00 1.159998820E+00 -2.575634700E-02
1.574996808E+01 335 1.117310923E+00 1.166269095E+00 -4.895817200E-02 1.114851427E+00 1.160060217E+00 -4.520879000E-02
1.574996808E+01 340 1.102963086E+00 1.149083243E+00 -4.612015700E-02 1.100545568E+00 1.143094638E+00 -4.254907000E-02
1.600000000E+01 290 1.169479649E+00 1.138158164E+00 3.132148500E-02 1.167988696E+00 1.133867655E+00 3.412104100E-02
1.600000000E+01 295 1.176603812E+00 1.137378888E+00 3.922492400E-02 1.165322313E+00 1.135708084E+00 2.961422900E-02
1.600000000E+01 300 1.174056972E+00 1.142995594E+00 3.106137800E-02 1.171621810E+00 1.140851232E+00 3.077057800E-02
1.600000000E+01 305 1.180453380E+00 1.148373657E+00 3.207972300E-02 1.175631084E+00 1.145643594E+00 2.998749000E-02
1.600000000E+01 310 1.181964252E+00 1.153437141E+00 2.852711100E-02 1.175126654E+00 1.150019304E+00 2.510735000E-02
1.600000000E+01 315 1.182544456E+00 1.158080539E+00 2.446391700E-02 1.177947853E+00 1.153847016E+00 2.410083700E-02
1.600000000E+01 320 1.186614473E+00 1.162405385E+00 2.420908800E-02 1.181187054E+00 1.157218030E+00 2.396902400E-02
1.600000000E+01 325 1.189000010E+00 1.166051448E+00 2.294856200E-02 1.182570502E+00 1.159787271E+00 2.278323100E-02
1.600000000E+01 330 1.179551865E+00 1.169079475E+00 1.047239000E-02 1.172851129E+00 1.161613043E+00 1.123808600E-02
1.600000000E+01 335 1.164674341E+00 1.171275760E+00 -6.601419000E-03 1.157325770E+00 1.162502694E+00 -5.176924000E-03
1.600000000E+01 340 1.151940581E+00 1.172489876E+00 -2.054929500E-02 1.146875067E+00 1.162941477E+00 -1.606641000E-02
1.624993176E+01 290 1.173905637E+00 1.132682074E+00 4.122356300E-02 1.171638692E+00 1.128628315E+00 4.301037700E-02
1.624993176E+01 295 1.181588354E+00 1.136323471E+00 4.526488300E-02 1.167355260E+00 1.134062619E+00 3.329264100E-02
1.624993176E+01 300 1.186770030E+00 1.142025417E+00 4.474461300E-02 1.175766247E+00 1.139121946E+00 3.664430100E-02
1.624993176E+01 305 1.186595008E+00 1.147484714E+00 3.911029400E-02 1.176813720E+00 1.143798609E+00 3.301511100E-02
1.624993176E+01 310 1.189210256E+00 1.152578339E+00 3.663191700E-02 1.177203432E+00 1.147958188E+00 2.924524400E-02
1.624993176E+01 315 1.192417336E+00 1.157285663E+00 3.513167300E-02 1.174500071E+00 1.151568017E+00 2.293205400E-02
1.624993176E+01 320 1.195887599E+00 1.161521217E+00 3.436638200E-02 1.187823967E+00 1.154534653E+00 3.328931400E-02
1.624993176E+01 325 1.200396072E+00 1.165216532E+00 3.517954000E-02 1.182252597E+00 1.156790351E+00 2.546224600E-02
1.624993176E+01 330 1.203571205E+00 1.168345762E+00 3.522544300E-02 1.192077945E+00 1.158313594E+00 3.376435100E-02
1.624993176E+01 335 1.204982038E+00 1.170864770E+00 3.411726800E-02 1.190253127E+00 1.159069204E+00 3.118392300E-02
1.624993176E+01 340 1.192631755E+00 1.172940276E+00 1.969147900E-02 1.177550086E+00 1.161502037E+00 1.604804900E-02
