T d154 d184 d214 d244
d 150 180 210 240
290 1.213277400E+00 1.210610657E+00 1.207979076E+00 1.206203061E+00
295 1.214192256E+00 1.211789357E+00 1.209563291E+00 1.207686539E+00
300 1.216165414E+00 1.213787383E+00 1.211729710E+00 1.209810906E+00
305 1.218434944E+00 1.216030544E+00 1.213999682E+00 1.212080557E+00
310 1.220859936E+00 1.218148069E+00 1.216180529E+00 1.214324325E+00
315 1.222857459E+00 1.219919355E+00 1.217640647E+00 1.215630871E+00
320 1.224908042E+00 1.221306482E+00 1.219000398E+00 1.216730974E+00
325 1.226134435E+00 1.222397113E+00 1.219285778E+00 1.216597900E+00
330 1.225546676E+00 1.221013084E+00 1.217214550E+00 1.214005484E+00
335 1.222151026E+00 1.216251874E+00 1.211797396E+00 1.207822656E+00
340 1.214894470E+00 1.204127063E+00 1.198319009E+00 1.193225481E+00
