N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe
1.000000E+10 1.000E+17 320 1.800E-4 2.473139E-1 2.039910E+1 4.280890E-1 7.707060E+1
1.468000E+10 1.000E+17 320 1.800E-4 2.469292E-1 2.036340E+1 4.280190E-1 7.706840E+1
2.154000E+10 1.000E+17 320 1.800E-4 2.463688E-1 2.031150E+1 4.279160E-1 7.706520E+1
3.162000E+10 1.000E+17 320 1.800E-4 2.455550E-1 2.023610E+1 4.277670E-1 7.706040E+1
4.642000E+10 1.000E+17 320 1.800E-4 2.443790E-1 2.011550E+1 4.275510E-1 7.700890E+1
6.813000E+10 1.000E+17 320 1.800E-4 2.426915E-1 1.995940E+1 4.272410E-1 7.699840E+1
1.000000E+11 1.000E+17 320 1.800E-4 2.402943E-1 1.973790E+1 4.267980E-1 7.698340E+1
1.468000E+11 1.000E+17 320 1.800E-4 2.369363E-1 1.942830E+1 4.261750E-1 7.696220E+1
2.154000E+11 1.000E+17 320 1.800E-4 2.323229E-1 1.900410E+1 4.253110E-1 7.693260E+1
3.162000E+11 1.000E+17 320 1.800E-4 2.261474E-1 1.843830E+1 4.241410E-1 7.689200E+1
4.642000E+11 1.000E+17 320 1.800E-4 2.181541E-1 1.770920E+1 4.225980E-1 7.683700E+1
6.813000E+11 1.000E+17 320 1.800E-4 2.082273E-1 1.680850E+1 4.206240E-1 7.676400E+1
1.000000E+12 1.000E+17 320 1.800E-4 1.964726E-1 1.574790E+1 4.180910E-1 7.668510E+1
1.468000E+12 1.000E+17 320 1.800E-4 1.832381E-1 1.455220E+1 4.150730E-1 7.653310E+1
2.154000E+12 1.000E+17 320 1.800E-4 1.690368E-1 1.329060E+1 4.116320E-1 7.640400E+1
3.162000E+12 1.000E+17 320 1.800E-4 1.544050E-1 1.200210E+1 4.076660E-1 7.626940E+1
4.642000E+12 1.000E+17 320 1.800E-4 1.397818E-1 1.071790E+1 4.032680E-1 7.605470E+1
6.813000E+12 1.000E+17 320 1.800E-4 1.254780E-1 9.483100E+0 3.984280E-1 7.587420E+1
1.000000E+13 1.000E+17 320 1.800E-4 1.117139E-1 8.301500E+0 3.930890E-1 7.561700E+1
1.468000E+13 1.000E+17 320 1.800E-4 9.866524E-2 7.202100E+0 3.872800E-1 7.539330E+1
2.154000E+13 1.000E+17 320 1.800E-4 8.647853E-2 6.184400E+0 3.810390E-1 7.507230E+1
3.162000E+13 1.000E+17 320 1.800E-4 7.526485E-2 5.267300E+0 3.742470E-1 7.479990E+1
4.642000E+13 1.000E+17 320 1.800E-4 6.509134E-2 4.445700E+0 3.670560E-1 7.442890E+1
6.813000E+13 1.000E+17 320 1.800E-4 5.598047E-2 3.723400E+0 3.594840E-1 7.400950E+1
1.000000E+14 1.000E+17 320 1.800E-4 4.791572E-2 3.097300E+0 3.514490E-1 7.357010E+1
