fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
0DT0 6:49 292.8 39.6 1.000E+000 1.582E+000 3.629E-011 2.531E+003 3.433E+000 1.851E-005 1.145E-003 
0DT1 6:52 292.9 39.58 1.000E+000 1.642E+000 3.726E-011 2.357E+003 3.384E+000 1.731E-005 1.103E-003 
0DT2 6:55 292.8 39.6 1.000E+000 1.657E+000 3.757E-011 2.405E+003 3.399E+000 1.770E-005 1.215E-003 
0DT3 6:57 292.9 39.58 1.000E+000 1.583E+000 3.678E-011 2.468E+003 3.415E+000 1.810E-005 1.049E-003 
0DT4 7:0 292.9 39.58 1.000E+000 1.521E+000 3.460E-011 2.455E+003 3.421E+000 1.829E-005 1.275E-003 
0DT5 7:4 293.1 39.56 1.000E+000 1.484E+000 3.454E-011 2.352E+003 3.370E+000 1.714E-005 1.290E-003 
0DT6 7:8 293.1 39.56 1.000E+000 1.613E+000 3.696E-011 2.317E+003 3.358E+000 1.691E-005 1.649E-003 
0DT7 7:11 293.1 39.56 1.000E+000 1.596E+000 3.719E-011 2.466E+003 3.405E+000 1.803E-005 1.242E-003 
0DT8 7:13 293.2 39.54 1.000E+000 1.575E+000 3.718E-011 2.438E+003 3.410E+000 1.815E-005 1.173E-003 
0DT9 7:16 293.2 39.54 1.000E+000 1.535E+000 3.615E-011 2.367E+003 3.358E+000 1.707E-005 1.355E-003 
