Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.173437835E+00 1.206799292E+0 -3.336145700E-02 1.173437835E+00 1.206799292E+0 -3.336145700E-02
1.468000E+10 1.173455853E+00 1.114300804E+0 5.915504900E-02 1.173455853E+00 1.114300804E+0 5.915504900E-02
2.154000E+10 1.173482096E+00 1.062884930E+0 1.105971660E-01 1.173482096E+00 1.062884930E+0 1.105971660E-01
3.162000E+10 1.173520277E+00 1.034433777E+0 1.390865000E-01 1.173520277E+00 1.034433777E+0 1.390865000E-01
4.642000E+10 1.173575652E+00 1.018791078E+0 1.547845740E-01 1.173575652E+00 1.018791078E+0 1.547845740E-01
6.813000E+10 1.173655514E+00 1.010229576E+0 1.634259380E-01 1.173655514E+00 1.010229576E+0 1.634259380E-01
1.000000E+11 1.173769851E+00 1.005553987E+0 1.682158640E-01 1.173769851E+00 1.005553987E+0 1.682158640E-01
1.468000E+11 1.173931775E+00 1.003007577E+0 1.709241980E-01 1.173931775E+00 1.003007577E+0 1.709241980E-01
2.154000E+11 1.174157512E+00 1.001626252E+0 1.725312600E-01 1.174157512E+00 1.001626252E+0 1.725312600E-01
3.162000E+11 1.174465574E+00 1.000876839E+0 1.735887350E-01 1.174465574E+00 1.000876839E+0 1.735887350E-01
4.642000E+11 1.174874110E+00 1.000471763E+0 1.744023470E-01 1.174874110E+00 1.000471763E+0 1.744023470E-01
6.813000E+11 1.175396467E+00 1.000253431E+0 1.751430360E-01 1.175396467E+00 1.000253431E+0 1.751430360E-01
1.000000E+12 1.176033464E+00 1.000135874E+0 1.758975900E-01 1.176033464E+00 1.000135874E+0 1.758975900E-01
1.468000E+12 1.176768995E+00 1.000072698E+0 1.766962970E-01 1.176768995E+00 1.000072698E+0 1.766962970E-01
2.154000E+12 1.177401909E+00 1.000038859E+0 1.773630500E-01 1.177401909E+00 1.000038859E+0 1.773630500E-01
3.162000E+12 1.184844964E+00 1.000020721E+0 1.848242430E-01 1.184844964E+00 1.000020721E+0 1.848242430E-01
4.642000E+12 1.188083978E+00 1.000011030E+0 1.880729480E-01 1.188083978E+00 1.000011030E+0 1.880729480E-01
6.813000E+12 1.188609065E+00 1.000005865E+0 1.886032000E-01 1.188609065E+00 1.000005865E+0 1.886032000E-01
1.000000E+13 1.189085726E+00 1.000003114E+0 1.890826120E-01 1.189085726E+00 1.000003114E+0 1.890826120E-01
