Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.137089567E+00 1.191672855E+0 -5.458328800E-02 1.137089567E+00 1.191672855E+0 -5.458328800E-02
1.468000E+10 1.137285503E+00 1.105362446E+0 3.192305700E-02 1.137285503E+00 1.105362446E+0 3.192305700E-02
2.154000E+10 1.137570899E+00 1.057679906E+0 7.989099300E-02 1.137570899E+00 1.057679906E+0 7.989099300E-02
3.162000E+10 1.137983599E+00 1.031437323E+0 1.065462760E-01 1.137983599E+00 1.031437323E+0 1.065462760E-01
4.642000E+10 1.138577313E+00 1.017080454E+0 1.214968590E-01 1.138577313E+00 1.017080454E+0 1.214968590E-01
6.813000E+10 1.139424376E+00 1.009259222E+0 1.301651540E-01 1.139424376E+00 1.009259222E+0 1.301651540E-01
1.000000E+11 1.141215788E+00 1.005006774E+0 1.362090140E-01 1.141215788E+00 1.005006774E+0 1.362090140E-01
1.468000E+11 1.143472452E+00 1.002700627E+0 1.407718250E-01 1.143472452E+00 1.002700627E+0 1.407718250E-01
2.154000E+11 1.145023354E+00 1.001454742E+0 1.435686120E-01 1.145023354E+00 1.001454742E+0 1.435686120E-01
3.162000E+11 1.145941959E+00 1.000781476E+0 1.451604830E-01 1.145941959E+00 1.000781476E+0 1.451604830E-01
4.642000E+11 1.146816329E+00 1.000418953E+0 1.463973760E-01 1.146816329E+00 1.000418953E+0 1.463973760E-01
6.813000E+11 1.153927184E+00 1.000224280E+0 1.537029040E-01 1.153927184E+00 1.000224280E+0 1.537029040E-01
1.000000E+12 1.162300576E+00 1.000119839E+0 1.621807370E-01 1.162300576E+00 1.000119839E+0 1.621807370E-01
1.468000E+12 1.168009733E+00 1.000063908E+0 1.679458250E-01 1.168009733E+00 1.000063908E+0 1.679458250E-01
2.154000E+12 1.171103226E+00 1.000034052E+0 1.710691740E-01 1.171103226E+00 1.000034052E+0 1.710691740E-01
3.162000E+12 1.178141107E+00 1.000018101E+0 1.781230060E-01 1.178141107E+00 1.000018101E+0 1.781230060E-01
4.642000E+12 1.182317919E+00 1.000009607E+0 1.823083120E-01 1.182317919E+00 1.000009607E+0 1.823083120E-01
6.813000E+12 1.184128305E+00 1.000005093E+0 1.841232120E-01 1.184128305E+00 1.000005093E+0 1.841232120E-01
1.000000E+13 1.189810593E+00 1.000002696E+0 1.898078970E-01 1.189810593E+00 1.000002696E+0 1.898078970E-01
