N_B Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
1.500000000E+01 1.012693768E+00 1.012697285E+00 1.012702504E+00 1.012710282E+00 1.012721949E+00 1.012739602E+00 1.012766612E+00 1.012808505E+00 1.012874494E+00 1.012980044E+00 1.013150945E+00 1.021098634E+00 1.040776943E+00 1.062284956E+00 1.083433209E+00 1.101935325E+00 1.116465476E+00 1.127079461E+00 1.134696290E+00
1.600000000E+01 1.223813694E+00 1.223918414E+00 1.224070726E+00 1.224291322E+00 1.224608892E+00 1.225062150E+00 1.225701283E+00 1.226587455E+00 1.227788469E+00 1.229368245E+00 1.231369815E+00 1.233795754E+00 1.236596188E+00 1.239675645E+00 1.242920600E+00 1.246234943E+00 1.249564885E+00 1.252903505E+00 1.256278936E+00
1.700000000E+01 1.229307064E+00 1.230867863E+00 1.232997152E+00 1.235819471E+00 1.239423044E+00 1.243816222E+00 1.248891751E+00 1.254410374E+00 1.260113999E+00 1.265683892E+00 1.270991966E+00 1.275929350E+00 1.280504692E+00 1.284778471E+00 1.288833016E+00 1.292775970E+00 1.296768908E+00 1.300663050E+00 1.304759403E+00
1.549996187E+01 1.200672499E+00 1.200755266E+00 1.200875762E+00 1.201050515E+00 1.201302634E+00 1.201663542E+00 1.202174508E+00 1.202886740E+00 1.203858604E+00 1.205147549E+00 1.206795923E+00 1.208813781E+00 1.211167266E+00 1.213784012E+00 1.216576063E+00 1.219465378E+00 1.222396230E+00 1.225335700E+00 1.228274325E+00
1.649996187E+01 1.223960859E+00 1.224347222E+00 1.224900174E+00 1.225682797E+00 1.226773273E+00 1.228260428E+00 1.230231230E+00 1.232748095E+00 1.235820010E+00 1.239379647E+00 1.243284624E+00 1.247352434E+00 1.251414975E+00 1.255363267E+00 1.259161443E+00 1.262832681E+00 1.266433647E+00 1.270032557E+00 1.273690325E+00
1.674996808E+01 1.224237655E+00 1.225027527E+00 1.226137208E+00 1.227667718E+00 1.229726195E+00 1.232404547E+00 1.235746543E+00 1.239713324E+00 1.244167006E+00 1.248893058E+00 1.253659397E+00 1.258282696E+00 1.262666236E+00 1.266797669E+00 1.270721656E+00 1.274509946E+00 1.278241093E+00 1.282032546E+00 1.285911255E+00
1.624993176E+01 1.225351251E+00 1.225547358E+00 1.225830944E+00 1.226238327E+00 1.226817944E+00 1.227631587E+00 1.228752677E+00 1.230258873E+00 1.232217042E+00 1.234660576E+00 1.237566701E+00 1.240847699E+00 1.244368146E+00 1.247985164E+00 1.251590887E+00 1.255135294E+00 1.258623396E+00 1.262096580E+00 1.265611745E+00
1.574996808E+01 1.216638697E+00 1.216706217E+00 1.216804643E+00 1.216947612E+00 1.217154359E+00 1.217451318E+00 1.217873868E+00 1.218467258E+00 1.219285778E+00 1.220388327E+00 1.221829197E+00 1.223644306E+00 1.225836779E+00 1.228368933E+00 1.231167933E+00 1.234145375E+00 1.237223577E+00 1.240355960E+00 1.243533638E+00
1.524993176E+01 1.146409708E+00 1.146641589E+00 1.146979287E+00 1.147469258E+00 1.148176375E+00 1.149189074E+00 1.150623234E+00 1.152621943E+00 1.155344734E+00 1.158937841E+00 1.163478352E+00 1.168897976E+00 1.174922548E+00 1.181092505E+00 1.186908497E+00 1.192027334E+00 1.196377460E+00 1.200082807E+00 1.203326913E+00
