N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.195977785E+00 1.182920164E+00 1.154234118E+00 1.096925553E+00 1.016905533E+00 1.017352922E+00 1.020000028E+00 1.025516310E+00 1.034819746E+00 1.048859305E+00 1.068351690E+00
1.600000000E+01 1.250516736E+00 1.251555613E+00 1.253167210E+00 1.255098691E+00 1.257019886E+00 1.257801468E+00 1.256566365E+00 1.251686256E+00 1.240125481E+00 1.217275732E+00 1.176419688E+00
1.700000000E+01 1.318961089E+00 1.318415832E+00 1.318879330E+00 1.320372518E+00 1.322839445E+00 1.326055348E+00 1.329839518E+00 1.333820269E+00 1.337784839E+00 1.341749487E+00 1.345137315E+00
1.549996187E+01 1.227006797E+00 1.227227815E+00 1.226492960E+00 1.223286454E+00 1.214512193E+00 1.194989491E+00 1.156356771E+00 1.087880195E+00 1.011757071E+00 1.012133729E+00 1.013747418E+00
1.649996187E+01 1.279426263E+00 1.279859174E+00 1.281322784E+00 1.283653598E+00 1.285488828E+00 1.288586622E+00 1.291708117E+00 1.294360512E+00 1.296213491E+00 1.296540499E+00 1.294303244E+00
1.674996808E+01 1.297687720E+00 1.297758708E+00 1.298863055E+00 1.300843641E+00 1.303508597E+00 1.306790021E+00 1.310420916E+00 1.314054279E+00 1.317282761E+00 1.320013539E+00 1.321584871E+00
1.624993176E+01 1.263775981E+00 1.264468119E+00 1.266081878E+00 1.268438523E+00 1.271053282E+00 1.273640127E+00 1.275592146E+00 1.276210841E+00 1.274564699E+00 1.268957471E+00 1.256640644E+00
1.574996808E+01 1.238476817E+00 1.239395387E+00 1.240580689E+00 1.241316746E+00 1.240573228E+00 1.236519435E+00 1.226196150E+00 1.204340700E+00 1.163588287E+00 1.094617879E+00 1.009862168E+00
1.524993176E+01 1.214783679E+00 1.211654954E+00 1.204577194E+00 1.188124914E+00 1.153649255E+00 1.087567595E+00 1.014025623E+00 1.014527941E+00 1.016690016E+00 1.021021743E+00 1.028202014E+00
