x N
5.9386094E+4 8.5054446E+11
5.8903673E+4 6.5487090E+11
5.8124653E+4 6.4094519E+11
5.7603725E+4 7.7236101E+11
5.7033247E+4 7.7540597E+11
5.6506625E+4 7.6710699E+11
5.5912846E+4 7.2628902E+11
5.5311318E+4 6.9703611E+11
5.4653274E+4 7.8153475E+11
5.4176869E+4 7.9797213E+11
5.3528779E+4 7.2459459E+11
5.2926023E+4 7.5512236E+11
5.2314214E+4 7.5762848E+11
5.1701411E+4 7.8486253E+11
5.1118440E+4 8.0471949E+11
5.0521339E+4 7.6599504E+11
4.9863477E+4 7.4363697E+11
4.9212467E+4 7.7102990E+11
4.8584620E+4 7.9714491E+11
4.7959259E+4 7.9021688E+11
4.7303502E+4 7.6652006E+11
4.6620262E+4 7.3601925E+11
4.5888250E+4 7.8131458E+11
4.5268146E+4 8.3111003E+11
4.4597441E+4 8.7396986E+11
4.4024235E+4 8.7159904E+11
4.3330795E+4 7.9155970E+11
4.2608656E+4 8.0248874E+11
4.1911720E+4 8.7635634E+11
4.1288355E+4 8.7446731E+11
4.0565794E+4 8.5068120E+11
3.9882523E+4 8.5596245E+11
3.9143008E+4 9.3071005E+11
3.8552759E+4 9.8043233E+11
3.7857156E+4 9.7757635E+11
3.7242652E+4 1.0074322E+12
3.6562371E+4 9.8135139E+11
3.5890068E+4 1.0609924E+12
3.5289006E+4 1.1278994E+12
3.4670323E+4 1.1286143E+12
3.4048535E+4 1.1359315E+12
