True_Labels;Predicted_Values
13.33243846;13.258291
11.49968708;11.343669
13.66651798;13.647564
13.83314711;13.771047
13.83314711;13.726179
13.66651798;13.676501
10.83314711;10.883986
12.16731733;12.185503
13.0;13.0497
10.16731733;10.519393
13.33243846;13.313566
10.66651798;10.830427
13.83314711;13.79418
12.49968708;12.507084
11.49968708;11.357519
12.83314711;12.853388
11.16731733;11.310496
10.16731733;10.142343
11.33243846;11.065832
11.33243846;11.307436
12.66651798;12.823402
10.66651798;10.617615
11.33243846;11.378182
11.83314711;11.9156065
10.49968708;11.792102
14.0;13.913956
10.66651798;10.704382
13.83314711;13.8765545
10.0;10.076605
11.0;11.018597
12.0;11.858038
13.33243846;13.336937
14.0;13.872651
11.0;11.90528
11.66651798;11.656175
11.0;10.962797
12.49968708;12.5009365
12.16731733;12.211187
13.33243846;13.331678
12.66651798;12.672967
13.16731733;13.126743
11.49968708;11.55558
11.66651798;11.671295
14.0;13.915379
12.0;12.059917
13.49968708;13.476604
10.66651798;10.6048975
11.66651798;11.741342
12.83314711;12.92739
11.16731733;10.719795
13.49968708;13.578325
10.33243846;10.218963
13.33243846;13.067923
10.83314711;10.992027
11.49968708;11.563208
11.33243846;11.328379
11.0;10.928002
12.16731733;11.751272
12.49968708;12.508158
11.83314711;11.886747
14.0;13.910173
11.0;10.946289
13.49968708;13.588188
14.0;13.889071
13.66651798;13.648921
11.49968708;11.509043
12.66651798;12.573756
14.0;13.888511
12.33243846;12.326723
13.66651798;13.736304
14.0;13.893608
11.33243846;11.699951
13.0;12.983438
11.83314711;11.897031
11.16731733;11.013472
11.16731733;11.176677
12.16731733;12.222328
10.33243846;10.294971
13.33243846;13.36389
10.66651798;10.64178
12.49968708;12.541086
13.33243846;13.356221
13.33243846;13.270631
11.0;11.026663
12.49968708;12.503592
10.66651798;10.64704
11.33243846;11.214501
12.16731733;12.186707
11.16731733;11.131677
12.33243846;12.347445
13.66651798;13.59753
14.0;13.883138
10.49968708;10.51043
12.66651798;12.674465
10.0;10.296665
10.33243846;10.375034
14.0;13.937981
13.0;12.992767
10.66651798;10.769268
10.16731733;10.522718
12.16731733;12.235722
13.0;12.975348
14.0;13.950255
12.49968708;12.577241
11.49968708;11.261678
11.16731733;10.9169445
10.83314711;10.794893
12.66651798;12.566277
10.49968708;10.559526
13.16731733;13.192199
13.66651798;13.563786
13.33243846;13.336672
12.83314711;12.910443
12.16731733;12.225907
10.0;10.379822
11.16731733;11.054141
11.33243846;11.39315
12.0;12.082343
13.66651798;13.684183
13.83314711;13.849796
12.83314711;12.843907
12.66651798;12.628239
12.83314711;12.546141
10.33243846;10.152564
13.0;12.18057
10.66651798;10.671387
12.66651798;12.664826
14.0;13.912392
12.49968708;12.47949
13.83314711;13.810788
10.0;10.172849
13.83314711;13.835255
12.16731733;11.145602
10.16731733;10.287801
13.33243846;13.31835
11.66651798;11.719701
13.0;12.993211
13.16731733;12.607054
11.33243846;11.351191
10.16731733;10.310713
11.16731733;11.388345
13.33243846;13.294292
11.0;10.913741
13.49968708;13.50044
12.66651798;12.581949
10.66651798;10.639039
11.83314711;11.782091
12.33243846;12.384138
14.0;13.942733
12.66651798;12.649701
14.0;13.950414
13.49968708;13.484354
12.49968708;12.450358
11.66651798;11.729703
10.66651798;10.60657
11.33243846;11.319114
11.16731733;11.220053
13.16731733;13.175072
12.0;12.0509405
11.16731733;11.253977
13.66651798;13.654579
13.16731733;13.1431465
13.16731733;13.176907
13.49968708;13.388639
10.33243846;10.260778
13.16731733;13.170398
10.33243846;10.628634
12.0;11.883525
10.83314711;10.783317
13.0;13.051183
10.0;10.095621
11.66651798;11.706376
12.0;12.056312
13.66651798;13.67941
12.0;11.885505
10.66651798;10.365132
11.16731733;11.552452
11.49968708;11.520044
12.83314711;12.806841
12.49968708;12.462008
10.33243846;10.351617
10.83314711;10.858574
10.66651798;10.670575
12.16731733;12.148573
11.49968708;11.601101
10.33243846;10.286329
10.0;10.090439
13.33243846;13.394799
13.66651798;13.697937
10.83314711;10.859013
11.16731733;11.21632
13.49968708;13.491324
12.49968708;12.483153
12.33243846;13.06705
11.0;11.085342
12.0;11.908639
13.49968708;13.585653
12.66651798;12.662584
11.33243846;11.313288
13.0;12.977264
10.49968708;10.527546
12.16731733;12.1537895
13.33243846;13.329869
12.33243846;11.796256
14.0;13.9611025
10.49968708;10.364242
13.16731733;13.050367
12.33243846;12.37923
12.0;11.913502
11.83314711;11.917431
11.33243846;11.373939
13.49968708;13.529061
12.66651798;12.64767
12.16731733;12.158587
12.49968708;12.505446
10.0;10.065323
13.0;13.000087
10.49968708;10.50137
13.0;13.017592
10.33243846;10.250827
10.49968708;10.491601
13.33243846;13.401204
10.66651798;10.925149
11.49968708;11.525444
12.49968708;12.616116
11.16731733;11.192005
11.16731733;11.190069
13.33243846;13.37536
10.49968708;10.486537
12.16731733;12.177132
11.16731733;11.209352
10.66651798;10.720866
13.0;13.012716
10.33243846;10.373054
13.83314711;13.811077
11.0;11.183541
10.83314711;10.822819
11.66651798;11.646328
13.16731733;13.137897
10.16731733;10.269014
12.83314711;12.811179
12.33243846;12.287518
10.0;10.047825
10.33243846;10.281073
11.49968708;11.535341
10.66651798;12.194032
12.0;12.081989
10.66651798;10.661246
10.16731733;10.374156
13.66651798;13.647005
10.16731733;10.151083
13.83314711;13.835223
12.66651798;12.656814
11.0;10.979561
10.66651798;10.595904
10.83314711;10.872349
11.49968708;11.4717045
11.83314711;11.854387
11.49968708;11.653075
13.49968708;13.499862
11.0;10.94423
13.66651798;13.642528
12.33243846;12.330543
12.83314711;12.82235
10.0;10.0962
11.0;10.988477
10.66651798;10.280113
10.83314711;11.35014
13.0;12.985945
14.0;13.993153
13.33243846;13.271763
13.16731733;13.158287
10.49968708;10.506394
13.16731733;13.117463
11.49968708;11.425626
10.33243846;10.209486
11.49968708;11.621279
13.83314711;13.842062
12.66651798;12.649447
11.16731733;11.158105
11.83314711;11.9116535
14.0;13.891647
10.33243846;10.349162
13.16731733;13.200898
11.49968708;11.399171
13.83314711;13.780955
11.66651798;11.52514
10.49968708;10.49731
13.0;13.079423
10.16731733;12.451564
12.33243846;12.322443
11.83314711;11.849298
10.66651798;11.144475
11.49968708;11.47587
13.49968708;13.473886
11.0;10.994733
11.16731733;11.105939
12.0;12.015721
11.16731733;11.223939
13.16731733;13.1564865
11.49968708;11.594389
10.33243846;10.714465
14.0;13.799371
10.33243846;10.6347
10.83314711;10.916047
12.33243846;12.300855
11.83314711;11.78298
11.66651798;11.729618
13.33243846;13.339022
10.33243846;10.41304
10.0;10.140455
12.0;11.625869
14.0;13.9999895
10.33243846;10.345849
10.83314711;10.829117
14.0;13.956743
10.66651798;10.736264
11.16731733;11.11481
11.16731733;10.940532
12.33243846;12.290549
11.83314711;11.746551
10.33243846;10.218448
13.0;12.99233
10.16731733;10.282006
13.49968708;13.556925
11.33243846;11.335526
11.66651798;11.648726
13.66651798;13.655621
11.49968708;11.408535
12.83314711;12.8677225
10.49968708;10.433887
13.16731733;13.10783
13.33243846;13.345749
12.49968708;12.488504
11.83314711;11.898048
13.66651798;13.540318
11.83314711;11.80919
11.16731733;11.122801
12.16731733;12.1800995
12.49968708;12.434396
13.0;12.991121
11.49968708;11.526165
13.0;12.990105
11.0;11.045744
11.66651798;11.646786
12.83314711;12.783451
11.66651798;11.742433
10.33243846;12.030233
13.66651798;13.668017
12.16731733;12.183902
12.49968708;12.200905
10.33243846;10.761387
11.16731733;11.172987
13.0;13.039233
12.83314711;12.899351
10.49968708;10.524216
13.66651798;13.640666
10.16731733;10.173129
10.83314711;10.851476
13.49968708;13.483528
11.16731733;11.030923
12.49968708;12.373309
11.16731733;11.29103
14.0;13.918525
10.33243846;10.245686
11.33243846;11.4409
11.66651798;11.75455
11.16731733;11.066351
12.49968708;12.575269
12.16731733;12.15644
12.66651798;12.597118
12.33243846;12.304387
11.49968708;11.503627
13.33243846;13.365154
10.49968708;10.526678
10.33243846;10.27072
13.66651798;13.683553
12.16731733;12.139116
11.33243846;11.408868
12.33243846;12.263779
10.0;10.157131
12.49968708;12.520937
13.66651798;13.663575
13.33243846;13.329165
13.0;13.027611
11.49968708;11.424807
11.49968708;12.654473
13.66651798;13.726132
10.49968708;10.515155
12.33243846;12.2454605
12.83314711;12.731889
10.83314711;10.746895
10.0;10.318777
10.66651798;10.623841
11.0;11.084508
12.83314711;12.845237
12.33243846;12.353385
10.66651798;10.60406
12.83314711;12.975092
11.83314711;11.914309
10.66651798;10.705867
13.83314711;13.807035
13.49968708;13.502579
10.49968708;10.565236
11.33243846;11.425812
10.33243846;10.587711
11.49968708;11.482821
13.16731733;13.125922
11.0;11.068389
10.16731733;10.213025
14.0;13.933599
12.0;12.136067
10.0;10.2343445
10.66651798;10.632749
12.83314711;12.35372
12.0;13.211247
12.33243846;12.119112
12.33243846;12.280851
10.49968708;10.497124
10.49968708;10.509915
14.0;13.882099
11.66651798;11.723898
13.33243846;13.341099
13.16731733;13.148246
12.16731733;12.207572
12.49968708;12.511162
12.33243846;12.35415
10.66651798;10.750268
11.33243846;11.333106
11.66651798;11.745609
11.16731733;11.170023
10.33243846;10.369072
14.0;13.93792
13.0;12.938495
12.16731733;12.137143
10.16731733;10.075949
13.83314711;13.891114
11.0;11.107739
13.16731733;13.137006
11.16731733;11.050921
11.0;11.373774
10.16731733;10.209801
12.83314711;12.848578
12.83314711;12.810826
13.16731733;12.931135
12.49968708;12.515178
12.66651798;12.712936
12.83314711;12.780135
11.16731733;11.058629
12.49968708;12.428042
13.16731733;13.207036
13.0;13.017969
13.0;12.9623165
14.0;13.860431
12.33243846;12.322571
12.0;11.924953
13.83314711;13.770507
10.66651798;10.57614
11.33243846;11.339591
13.49968708;13.560265
14.0;13.997533
10.49968708;10.222797
12.16731733;11.96792
12.0;11.978169
13.16731733;13.203584
12.66651798;12.776174
11.83314711;11.844556
12.49968708;12.434096
11.16731733;11.166785
11.0;10.997803
10.0;10.246673
12.16731733;12.207979
11.66651798;11.696592
11.0;11.054547
11.16731733;11.236309
10.83314711;10.768638
11.49968708;11.651028
10.0;10.185275
13.49968708;13.507042
11.49968708;11.252469
11.66651798;11.631869
11.49968708;11.569431
12.0;11.979846
12.66651798;12.556899
10.16731733;10.142252
13.66651798;13.7357855
11.33243846;11.342971
11.49968708;11.466152
13.49968708;13.503233
12.16731733;11.876331
10.66651798;10.608737
10.0;10.358081
13.83314711;13.789916
12.33243846;12.285563
12.0;11.983067
10.16731733;10.206273
12.0;12.206321
12.0;11.925493
12.16731733;12.108229
12.16731733;12.161185
11.33243846;11.670896
11.49968708;11.566124
11.83314711;11.754905
12.0;11.868199
11.0;11.013275
11.49968708;11.943013
11.66651798;10.218395
12.16731733;12.192395
12.16731733;12.03268
11.66651798;11.665084
10.49968708;10.573887
12.0;12.00605
10.83314711;10.756679
11.0;10.882563
14.0;13.870166
12.83314711;12.813821
10.66651798;10.5264225
13.33243846;13.335457
11.49968708;10.926913
10.16731733;10.205765
13.33243846;13.355171
13.16731733;13.172032
11.66651798;11.647114
11.66651798;11.704431
13.0;12.966847
14.0;13.96027
11.33243846;11.451053
10.49968708;10.466872
11.66651798;11.605114
13.66651798;13.442202
13.66651798;13.698953
10.49968708;10.495436
10.33243846;10.342019
12.0;11.952591
10.16731733;10.230502
10.0;10.83076
13.83314711;13.8156185
10.0;10.01749
13.49968708;13.411552
13.16731733;13.14087
13.0;13.03065
10.16731733;10.072408
12.33243846;12.333399
13.16731733;13.170272
13.0;13.053508
14.0;13.689355
11.0;11.064687
12.49968708;11.549384
13.83314711;13.839613
10.49968708;10.7862
10.33243846;10.441892
12.16731733;12.194591
12.0;12.251881
12.83314711;12.781607
11.0;10.912891
11.16731733;11.235199
12.0;12.172263
13.16731733;13.1865425
11.33243846;11.198997
10.83314711;10.797754
13.33243846;13.284187
10.66651798;10.595117
11.66651798;11.730031
12.66651798;12.69381
12.0;12.002927
10.0;10.078824
13.16731733;13.150364
10.83314711;10.714555
10.49968708;10.722348
11.66651798;11.530651
14.0;13.895732
13.66651798;13.643591
12.16731733;12.10766
11.66651798;11.680663
11.16731733;11.046604
12.16731733;12.120605
10.0;10.143399
12.0;12.105535
12.83314711;12.940636
11.0;10.953298
12.16731733;12.09075
10.83314711;10.82994
13.66651798;12.824713
13.66651798;13.700168
14.0;13.853278
12.49968708;12.497412
13.0;12.998514
12.16731733;12.110441
10.49968708;10.542896
13.0;12.976174
11.83314711;11.793985
10.49968708;10.427394
10.33243846;10.405403
10.33243846;10.276357
10.83314711;10.985911
12.83314711;12.798937
12.16731733;12.194953
12.16731733;12.199029
14.0;13.889363
13.0;13.0079155
12.16731733;12.256245
10.83314711;10.565604
13.66651798;13.731796
13.49968708;13.471907
11.66651798;11.644257
13.33243846;12.117329
14.0;13.95179
10.0;10.043171
11.66651798;11.583003
13.33243846;13.355961
10.0;10.156344
11.33243846;11.485098
10.16731733;10.222269
11.66651798;10.984559
12.0;11.917096
13.83314711;13.795084
12.33243846;12.319874
12.83314711;12.799183
12.33243846;12.339908
14.0;13.949707
13.83314711;13.842536
10.66651798;10.572975
13.83314711;13.815523
12.0;13.198949
10.49968708;10.449729
10.49968708;10.474909
10.49968708;10.762777
14.0;13.853134
11.83314711;11.788578
11.16731733;11.065123
10.49968708;10.546609
14.0;13.800124
12.0;12.03127
11.0;11.107277
11.16731733;11.168525
14.0;13.895732
13.0;12.979756
11.83314711;11.845646
13.16731733;13.212887
12.83314711;13.606754
10.83314711;10.921095
11.16731733;11.151799
11.16731733;11.181207
10.66651798;10.616324
12.0;12.1104965
11.33243846;11.237782
12.33243846;12.311959
14.0;13.884548
13.0;12.510958
10.33243846;10.433923
13.33243846;13.285812
10.66651798;10.479931
10.33243846;10.290575
11.83314711;11.912842
13.33243846;13.285886
11.16731733;11.11461
12.66651798;12.267127
12.66651798;12.566277
11.16731733;11.17772
10.0;11.353146
14.0;13.999322
13.16731733;13.172171
13.16731733;13.162927
12.16731733;12.144365
13.83314711;13.829382
12.33243846;12.335991
13.66651798;13.630937
10.49968708;10.629521
10.66651798;10.67718
11.33243846;11.406385
10.83314711;10.544548
13.16731733;13.169601
11.16731733;11.28388
13.33243846;13.355022
13.49968708;13.481076
10.66651798;10.779562
13.49968708;13.515938
12.0;12.006779
12.33243846;12.410824
10.33243846;10.557322
13.49968708;13.531625
12.16731733;12.145025
13.33243846;13.327734
13.16731733;13.135337
14.0;13.987006
10.0;10.0943365
14.0;13.853153
12.49968708;12.502533
12.83314711;12.822042
12.16731733;12.013535
12.0;12.086228
13.0;12.954698
10.66651798;10.717927
12.33243846;12.35187
10.0;10.113339
12.0;12.04753
10.16731733;10.201999
10.49968708;10.493228
10.0;10.036933
14.0;13.816493
11.49968708;11.482402
12.16731733;12.218921
13.33243846;13.271363
14.0;13.952103
11.66651798;11.559174
12.33243846;12.321783
11.66651798;11.6808605
10.66651798;10.494305
10.49968708;10.475604
14.0;13.987006
11.16731733;11.107965
12.0;11.720203
13.16731733;13.108275
12.83314711;12.841776
10.66651798;10.62561
12.83314711;12.835618
12.49968708;12.54004
11.16731733;11.159703
11.16731733;11.08008
13.0;13.022672
12.16731733;12.153565
12.33243846;12.284289
13.16731733;13.121937
10.0;12.7573805
12.49968708;12.332236
11.0;11.094751
11.83314711;11.816296
12.49968708;12.576749
14.0;13.835438
10.83314711;10.953361
13.33243846;13.379642
10.33243846;10.38722
12.83314711;12.717088
11.83314711;11.985425
11.83314711;11.850162
13.16731733;13.165842
13.66651798;13.703262
13.33243846;13.336498
11.16731733;11.070058
13.83314711;13.836151
12.0;11.897744
13.0;12.967824
10.0;10.028549
12.49968708;12.58004
10.33243846;10.220269
11.16731733;11.236655
10.0;10.271343
10.66651798;10.717214
11.83314711;11.689142
10.83314711;10.815015
12.33243846;12.359194
13.33243846;13.328406
10.16731733;10.150547
12.66651798;12.299973
11.83314711;11.667838
10.16731733;10.213888
10.49968708;10.354349
13.83314711;13.799288
11.33243846;11.3333645
14.0;13.973788
13.83314711;13.762981
11.0;11.101751
11.49968708;11.314018
11.16731733;11.200162
12.0;12.318893
13.33243846;13.323294
13.83314711;13.850726
10.16731733;10.318777
10.16731733;10.152173
13.16731733;13.165842
12.33243846;12.42964
12.83314711;12.826146
11.66651798;12.607299
13.16731733;13.161228
13.49968708;13.584614
14.0;13.838508
12.49968708;12.626879
11.49968708;11.482732
10.83314711;11.183072
11.83314711;11.827307
11.16731733;11.2805605
12.83314711;12.815365
10.66651798;11.095045
12.0;12.291489
12.16731733;12.14414
11.49968708;11.526743
12.0;12.142625
12.0;11.975126
11.0;10.980525
12.0;11.96494
13.0;12.998523
13.0;12.899634
13.0;12.982443
10.16731733;10.26611
11.33243846;11.421351
10.0;10.103997
14.0;13.89886
10.0;10.301655
13.83314711;13.807778
13.83314711;13.554856
12.0;11.911829
10.66651798;10.699169
11.33243846;11.314569
11.16731733;11.166388
12.83314711;12.872957
11.49968708;11.567458
10.0;10.0943775
11.66651798;11.636843
10.83314711;10.859058
10.83314711;10.793523
11.66651798;11.713213
11.16731733;11.256538
13.83314711;13.872575
11.16731733;11.113394
11.33243846;11.478078
12.0;11.996685
12.0;11.996037
10.49968708;10.65813
11.33243846;11.506544
12.83314711;12.812799
11.0;12.330133
10.83314711;10.746888
13.66651798;13.668436
13.66651798;13.650888
13.66651798;13.6675415
13.33243846;13.383593
10.83314711;11.282882
10.33243846;10.333357
11.49968708;11.502796
11.33243846;11.232275
12.66651798;12.649701
12.16731733;11.928593
13.16731733;13.157383
10.0;10.068495
11.66651798;11.716197
12.49968708;12.515924
14.0;13.899579
12.16731733;12.176735
13.16731733;13.178095
12.66651798;12.673404
13.83314711;13.806696
12.49968708;12.530992
13.33243846;13.301575
10.83314711;10.864606
12.49968708;12.333511
10.49968708;10.45476
13.16731733;13.1043
10.16731733;10.266199
13.66651798;13.681134
11.83314711;11.862573
11.33243846;11.370946
10.16731733;10.2079115
11.49968708;11.4893465
12.0;11.7488365
11.16731733;11.195773
11.49968708;11.587474
10.33243846;10.212366
10.66651798;10.778803
10.16731733;10.107187
10.16731733;10.095817
12.83314711;12.773103
13.0;12.991951
11.33243846;11.574796
10.49968708;10.392403
11.66651798;11.615896
11.83314711;11.857194
10.66651798;10.716929
12.49968708;12.476585
11.66651798;11.680695
13.16731733;13.216015
12.0;12.46186
10.66651798;11.146159
10.16731733;10.225261
11.66651798;11.633876
14.0;13.842955
14.0;13.887987
10.83314711;10.823679
13.83314711;13.764602
13.33243846;13.3366585
10.33243846;10.295723
12.66651798;12.739864
11.0;11.135725
13.49968708;13.479995
11.0;10.992446
13.0;13.011836
12.66651798;12.623798
12.49968708;12.515588
13.49968708;13.508905
11.83314711;11.826542
11.16731733;11.126875
13.83314711;13.783992
11.33243846;11.413385
11.66651798;11.701114
12.33243846;12.389283
10.83314711;10.875522
13.0;12.976569
13.83314711;13.425465
11.66651798;11.576529
12.66651798;12.6619425
13.66651798;13.651207
11.16731733;11.303029
11.66651798;11.787777
11.0;11.051947
10.16731733;10.229861
13.0;13.000377
12.83314711;12.437652
13.16731733;13.137514
12.0;11.884252
10.33243846;10.309007
11.16731733;11.133756
10.83314711;10.8265
13.49968708;13.495616
11.49968708;11.504095
14.0;13.960347
11.33243846;11.36877
14.0;13.947422
10.83314711;10.862642
12.33243846;12.335218
13.66651798;13.668344
13.16731733;13.219758
13.66651798;13.681649
12.66651798;12.654413
12.49968708;12.5005665
12.0;12.023475
10.0;10.084131
10.33243846;10.441102
12.0;12.085585
12.66651798;12.58643
11.33243846;11.327692
10.83314711;10.835036
12.83314711;12.921317
12.49968708;12.237135
11.66651798;11.886614
11.49968708;11.399474
10.33243846;11.565709
13.66651798;13.658097
13.33243846;13.244469
11.49968708;11.506507
13.49968708;13.466232
10.33243846;10.429739
13.83314711;13.81594
12.33243846;12.27943
13.33243846;13.395779
12.83314711;12.89641
10.16731733;10.423002
10.16731733;10.531809
10.83314711;10.845601
13.16731733;13.196651
11.16731733;11.110874
12.0;11.950544
11.16731733;12.932327
13.66651798;13.688606
13.49968708;13.516989
11.66651798;11.725724
12.16731733;12.340592
10.0;10.0478525
10.66651798;10.813302
10.16731733;10.216286
10.33243846;10.214334
13.66651798;13.680159
11.49968708;11.474757
13.66651798;13.638112
13.49968708;13.484577
13.66651798;13.668289
11.33243846;11.346435
12.33243846;12.401264
10.66651798;10.637111
12.16731733;12.268265
12.49968708;12.003287
13.0;12.979084
13.33243846;13.343913
10.0;10.156589
13.0;13.011858
13.33243846;13.256697
10.0;10.101831
13.33243846;13.244469
12.0;11.9920435
11.33243846;11.381591
12.33243846;12.242249
11.66651798;11.680295
10.66651798;10.623613
13.49968708;13.486318
13.33243846;13.320643
10.33243846;10.335579
12.49968708;12.610469
13.33243846;13.360959
14.0;13.835335
10.83314711;10.712191
12.83314711;12.818721
12.83314711;12.823726
12.49968708;12.518026
10.83314711;11.029612
12.16731733;12.2928
12.33243846;12.419541
10.16731733;10.127481
11.16731733;11.223616
12.83314711;12.822133
12.33243846;12.194416
10.49968708;10.440657
12.33243846;12.234554
12.16731733;12.089511
10.0;10.182978
14.0;13.841612
10.83314711;10.76094
10.0;10.102494
14.0;13.894148
10.33243846;10.29845
12.83314711;12.430479
11.33243846;11.276731
14.0;13.976966
12.16731733;12.2350855
12.33243846;12.327497
13.66651798;13.671609
10.83314711;10.6841135
12.0;11.965109
10.16731733;10.239265
12.33243846;12.187652
10.83314711;10.886375
12.66651798;12.634064
11.49968708;11.438692
12.0;11.99789
14.0;13.912077
12.0;12.134701
11.49968708;11.53139
11.83314711;11.808753
11.33243846;11.283888
10.33243846;10.13853
10.33243846;10.238055
12.66651798;12.567824
12.16731733;12.130433
13.66651798;13.73744
10.33243846;10.272776
11.66651798;12.299106
12.16731733;11.484682
11.49968708;11.555546
13.16731733;13.166645
10.49968708;10.350797
11.16731733;11.084595
12.0;11.897099
10.66651798;10.672392
10.0;10.081652
10.33243846;10.326591
12.33243846;12.428124
11.0;11.085739
12.16731733;12.143098
12.16731733;12.216484
12.66651798;12.657434
11.33243846;11.473974
13.16731733;13.142895
10.16731733;10.254584
10.0;10.093049
11.66651798;11.535375
13.33243846;13.320493
12.83314711;12.850388
13.83314711;13.757886
11.66651798;11.650532
13.16731733;13.149363
14.0;13.899829
10.0;10.137142
13.83314711;13.839774
13.66651798;13.670947
12.0;12.038921
10.83314711;10.858513
11.49968708;11.624763
13.49968708;13.506083
11.49968708;11.460438
11.16731733;11.185241
14.0;13.839551
12.0;12.019575
10.49968708;10.6814575
11.83314711;11.886614
12.83314711;12.717088
12.49968708;12.524932
10.16731733;10.13517
10.16731733;10.201327
13.16731733;13.199841
10.16731733;10.377928
11.66651798;11.705181
10.33243846;10.357349
11.0;10.921642
13.0;12.710115
10.33243846;10.333571
11.83314711;11.846052
14.0;13.459968
11.66651798;11.721347
11.83314711;11.514628
10.49968708;10.269
11.0;11.128438
10.49968708;10.822933
13.49968708;13.508826
13.0;13.019198
14.0;13.921368
12.66651798;12.668046
11.83314711;11.77742
13.66651798;13.667665
11.83314711;10.956495
10.16731733;10.203236
12.0;12.155845
13.0;13.003677
10.0;10.182904
13.33243846;13.071737
11.0;10.956422
10.83314711;10.728164
13.0;12.971725
10.66651798;11.040619
13.49968708;13.464914
12.83314711;12.843531
10.16731733;10.307519
11.49968708;11.549689
10.0;10.06209
10.83314711;10.885725
13.66651798;13.6805
10.83314711;10.898668
11.33243846;11.467644
11.66651798;11.630322
10.16731733;10.12961
10.0;10.025065
10.0;10.873333
11.16731733;11.220336
11.49968708;11.638975
14.0;13.977765
11.16731733;11.29328
11.66651798;10.939812
11.83314711;11.830879
12.0;11.885524
13.49968708;13.02255
10.66651798;10.523591
13.49968708;13.523945
10.33243846;10.345369
12.33243846;12.310987
10.83314711;10.699065
13.49968708;13.52388
13.83314711;13.886494
10.33243846;10.566886
10.66651798;10.647349
12.83314711;12.698242
13.33243846;13.3297415
10.0;10.053992
11.83314711;11.602532
12.33243846;12.333061
10.83314711;10.755115
11.66651798;11.658582
11.33243846;11.245111
12.66651798;12.529483
13.0;12.981913
10.83314711;10.911024
13.49968708;13.507585
10.16731733;10.1877775
13.83314711;13.89065
12.66651798;12.683538
11.83314711;11.8273535
11.33243846;11.163333
13.66651798;13.678276
13.16731733;13.169491
12.0;12.3876705
13.49968708;13.601468
11.83314711;11.850062
10.33243846;10.436732
11.66651798;11.7983465
12.83314711;12.778821
10.83314711;10.695846
13.0;12.915669
10.16731733;10.135348
13.0;13.013449
13.0;12.983708
13.33243846;12.673354
10.83314711;10.692451
13.83314711;13.730536
13.0;13.0177145
12.33243846;12.329719
13.33243846;13.360407
12.83314711;12.819756
12.66651798;12.535033
11.0;10.994221
10.33243846;10.400412
13.49968708;13.520576
10.66651798;10.2962885
13.49968708;13.189494
12.66651798;12.526826
11.33243846;11.098552
11.83314711;11.301046
11.33243846;11.23059
11.49968708;10.232688
10.49968708;10.475741
13.0;12.598919
11.16731733;11.242918
10.66651798;10.587584
11.0;11.158466
11.83314711;11.807866
12.83314711;12.859806
11.33243846;11.263656
10.16731733;10.065775
11.66651798;11.570613
12.33243846;12.324757
11.49968708;11.637585
12.83314711;12.821862
13.83314711;13.822324
12.0;11.651038
13.83314711;13.825759
11.49968708;11.561888
10.16731733;10.194277
14.0;13.94726
13.83314711;13.838591
10.0;10.109718
13.49968708;13.517601
10.49968708;10.447311
10.66651798;10.820485
11.16731733;11.157529
12.33243846;12.266294
11.83314711;11.804626
13.49968708;13.03298
11.0;10.805533
11.66651798;11.747163
10.0;10.131614
13.0;13.027349
10.0;10.072646
11.33243846;11.349496
12.0;12.030024
11.83314711;11.823702
10.33243846;10.282061
13.16731733;13.211677
12.66651798;12.673407
10.16731733;10.114528
12.0;12.024766
11.83314711;11.8031025
12.66651798;12.565234
11.83314711;11.839259
14.0;13.935214
12.16731733;12.146386
13.33243846;13.236921
11.33243846;11.350492
10.49968708;10.503439
11.49968708;11.506001
11.83314711;11.857259
10.83314711;10.800272
12.0;11.626704
11.0;11.587065
10.49968708;10.460175
13.66651798;13.646219
11.33243846;11.279378
12.66651798;12.665516
