N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.023060997E+00 1.023077184E+00 1.023384585E+00 1.023815381E+00
1.600000000E+01 1.260461959E+00 1.259890579E+00 1.259276836E+00 1.259226119E+00
1.700000000E+01 1.311521204E+00 1.311914225E+00 1.311868581E+00 1.311656288E+00
1.549996187E+01 1.218793391E+00 1.216020097E+00 1.213482405E+00 1.210636976E+00
1.649996187E+01 1.281049141E+00 1.280918206E+00 1.280631807E+00 1.280532340E+00
1.674996808E+01 1.293453363E+00 1.293603025E+00 1.293444019E+00 1.293256790E+00
1.624993176E+01 1.271667753E+00 1.271368232E+00 1.271103564E+00 1.270968644E+00
1.574996808E+01 1.244577955E+00 1.243185650E+00 1.242534680E+00 1.241732157E+00
1.524993176E+01 1.151290693E+00 1.145474380E+00 1.138473231E+00 1.131026503E+00
