N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 3.221000000E-05 2.591000000E-05 2.166500000E-05 1.863300000E-05
1.600000000E+01 1.903920000E-04 1.844990000E-04 1.814440000E-04 1.803700000E-04
1.700000000E+01 5.890490000E-04 5.873800000E-04 6.090430000E-04 5.858370000E-04
1.549996187E+01 5.247500000E-05 5.599300000E-05 6.170100000E-05 6.849400000E-05
1.649996187E+01 3.471880000E-04 3.397120000E-04 3.346110000E-04 3.321960000E-04
1.674996808E+01 4.536630000E-04 4.476940000E-04 4.449050000E-04 4.422320000E-04
1.624993176E+01 2.610230000E-04 2.534390000E-04 2.486590000E-04 2.462900000E-04
1.574996808E+01 1.296860000E-04 1.246620000E-04 1.249740000E-04 1.263320000E-04
1.524993176E+01 2.585600000E-05 2.086500000E-05 1.776200000E-05 1.562900000E-05
