Method Finner Holm Hochberg Holland
NNA 9.287319151E-01 1.000000000E+00 1.000000000E+00 9.287319151E-01
PSO 9.319526923E-01 1.000000000E+00 1.000000000E+00 9.984943724E-01
CWOA 9.319526923E-01 1.000000000E+00 1.000000000E+00 9.929985266E-01
ISCA 9.792872184E-01 1.000000000E+00 1.000000000E+00 9.999934053E-01
DE 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00
EBLSHADE 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00
ADELI 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00
NDE 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00
MABC 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00
TLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00
GOTLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00
STLBO 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00
IJAYA 1.000000000E+00 1.000000000E+00 1.000000000E+00 1.000000000E+00
