T nFsrh nFBsrh dnsrh nF nFB dn
290 1.200718539E+00 1.148656299E+00 5.206224000E-02 1.200367028E+00 1.147551257E+00 5.281577100E-02
295 1.209911357E+00 1.154447525E+00 5.546383200E-02 1.202130597E+00 1.154169881E+00 4.796071600E-02
300 1.208301942E+00 1.160679859E+00 4.762208300E-02 1.207742487E+00 1.160317876E+00 4.742461100E-02
305 1.217331276E+00 1.166699400E+00 5.063187600E-02 1.216601899E+00 1.165748656E+00 5.085324300E-02
310 1.226269417E+00 1.167848969E+00 5.842044800E-02 1.215173777E+00 1.167281309E+00 4.789246800E-02
315 1.223046344E+00 1.171357304E+00 5.168904000E-02 1.218261023E+00 1.170884195E+00 4.737682800E-02
320 1.227964533E+00 1.174671865E+00 5.329266800E-02 1.226032248E+00 1.173815753E+00 5.221649500E-02
325 1.231560638E+00 1.179154857E+00 5.240578100E-02 1.229956568E+00 1.178100523E+00 5.185604500E-02
330 1.239356956E+00 1.182721825E+00 5.663513100E-02 1.237363674E+00 1.181438682E+00 5.592499200E-02
335 1.246591312E+00 1.186099035E+00 6.049227700E-02 1.244141908E+00 1.184584382E+00 5.955752600E-02
340 1.250408649E+00 1.186803960E+00 6.360468900E-02 1.245167089E+00 1.185062131E+00 6.010495800E-02
