T nFsrh nFBsrh dnsrh nF nFB dn
290 1.193362233E+00 1.141654514E+00 5.170771900E-02 1.193116873E+00 1.14058675E+00 5.253012300E-02
295 1.197902671E+00 1.143392560E+00 5.451011100E-02 1.191307990E+00 1.143183720E+00 4.812427000E-02
300 1.200246911E+00 1.150194673E+00 5.005223800E-02 1.199860217E+00 1.149922131E+00 4.993808600E-02
305 1.208767138E+00 1.156437455E+00 5.232968300E-02 1.208265820E+00 1.156087463E+00 5.217835700E-02
310 1.207173098E+00 1.162385705E+00 4.478739300E-02 1.206582431E+00 1.161940874E+00 4.464155700E-02
315 1.209866381E+00 1.166560180E+00 4.330620100E-02 1.209159181E+00 1.165948586E+00 4.321059500E-02
320 1.217717178E+00 1.167984400E+00 4.973277800E-02 1.214438964E+00 1.167422636E+00 4.701632800E-02
325 1.220754988E+00 1.172177138E+00 4.857785000E-02 1.219680892E+00 1.171359446E+00 4.832144600E-02
330 1.227626456E+00 1.175742233E+00 5.188422300E-02 1.226290767E+00 1.174750969E+00 5.153979800E-02
335 1.233746644E+00 1.178972509E+00 5.477413500E-02 1.232125417E+00 1.177786176E+00 5.433924100E-02
340 1.238871473E+00 1.181341372E+00 5.753010100E-02 1.236916652E+00 1.180173345E+00 5.674330700E-02
