T nFsrh nFBsrh dnsrh nF nFB dn
290 1.147004570E+00 1.128427598E+00 1.857697200E-02 1.146988906E+00 1.128411758E+00 1.857714800E-02
295 1.143372528E+00 1.133665683E+00 9.706845000E-03 1.143290378E+00 1.133643762E+00 9.646616000E-03
300 1.123820056E+00 1.138488523E+00 -1.466846700E-02 1.123800196E+00 1.138460360E+00 -1.466016400E-02
305 1.105865151E+00 1.142374551E+00 -3.650940000E-02 1.105847446E+00 1.142338746E+00 -3.649130000E-02
310 1.090339235E+00 1.144246053E+00 -5.390681800E-02 1.090320982E+00 1.144200626E+00 -5.387964400E-02
315 1.063002933E+00 1.118718130E+00 -5.571519700E-02 1.062980921E+00 1.118626980E+00 -5.564605900E-02
320 1.008808270E+00 1.093731409E+00 -8.492313900E-02 1.008793658E+00 1.093690971E+00 -8.489731300E-02
325 1.007942133E+00 1.055308732E+00 -4.736659900E-02 1.007945017E+00 1.055290980E+00 -4.734596300E-02
330 1.007959191E+00 1.011173704E+00 -3.214513000E-03 1.007947015E+00 1.011127226E+00 -3.180211000E-03
335 1.009532513E+00 1.009768892E+00 -2.363790000E-04 1.009518039E+00 1.009735773E+00 -2.177340000E-04
340 1.014824609E+00 1.011495678E+00 3.328931000E-03 1.014691818E+00 1.011458157E+00 3.233661000E-03
