T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.221036937E+00 1.198999719E+00 2.203721800E-02 1.220184578E+00 1.197832690E+00 2.235188800E-02 8.523590000E-04 1.167029000E-03
295 1.221439554E+00 1.053189570E+00 1.682499840E-01 1.220642684E+00 1.051340949E+00 1.693017350E-01 7.968700000E-04 1.848621000E-03
300 1.220408331E+00 1.202932586E+00 1.747574500E-02 1.219631362E+00 1.201818596E+00 1.781276600E-02 7.769690000E-04 1.113990000E-03
305 1.215729667E+00 1.063379435E+00 1.523502320E-01 1.214952483E+00 1.061349131E+00 1.536033520E-01 7.771840000E-04 2.030304000E-03
310 1.204069781E+00 1.206847918E+00 -2.778137000E-03 1.203303663E+00 1.205657604E+00 -2.353941000E-03 7.661180000E-04 1.190314000E-03
315 1.179152327E+00 1.062746566E+00 1.164057610E-01 1.178471030E+00 1.060964688E+00 1.175063420E-01 6.812970000E-04 1.781878000E-03
320 1.131943783E+00 1.206582015E+00 -7.463823200E-02 1.131533453E+00 1.205153702E+00 -7.362024900E-02 4.103300000E-04 1.428313000E-03
325 1.051655681E+00 1.018120074E+00 3.353560700E-02 1.051830947E+00 1.017893654E+00 3.393729300E-02 -1.752660000E-04 2.264200000E-04
330 1.009603658E+00 1.186314133E+00 -1.767104750E-01 1.009240053E+00 1.184756574E+00 -1.755165210E-01 3.636050000E-04 1.557559000E-03
335 1.010262320E+00 1.003697642E+00 6.564678000E-03 1.009864675E+00 1.003523266E+00 6.341409000E-03 3.976450000E-04 1.743760000E-04
340 1.012029782E+00 1.083810195E+00 -7.178041300E-02 1.011542261E+00 1.083440837E+00 -7.189857600E-02 4.875210000E-04 3.693580000E-04
