N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 5.623e+15 290 1.134401583E+00 1.137816379E+00
1.468000E+10 5.623e+15 290 1.136358229E+00 1.137837859E+00
2.154000E+10 5.623e+15 290 1.136856759E+00 1.137868733E+00
3.162000E+10 5.623e+15 290 1.137222419E+00 1.137913893E+00
4.642000E+10 5.623e+15 290 1.137506684E+00 1.137978859E+00
6.813000E+10 5.623e+15 290 1.137748954E+00 1.138071356E+00
1.000000E+11 5.623e+15 290 1.137982008E+00 1.138202137E+00
1.468000E+11 5.623e+15 290 1.138233365E+00 1.138383731E+00
2.154000E+11 5.623e+15 290 1.138527214E+00 1.138629958E+00
3.162000E+11 5.623e+15 290 1.138883481E+00 1.138953724E+00
4.642000E+11 5.623e+15 290 1.139314656E+00 1.139362751E+00
6.813000E+11 5.623e+15 290 1.139821020E+00 1.139853973E+00
1.000000E+12 5.623e+15 290 1.140239530E+00 1.140262098E+00
1.468000E+12 5.623e+15 290 1.140857287E+00 1.140872734E+00
2.154000E+12 5.623e+15 290 1.141583916E+00 1.141594505E+00
3.162000E+12 5.623e+15 290 1.142163460E+00 1.142170722E+00
4.642000E+12 5.623e+15 290 1.143557893E+00 1.143704729E+00
6.813000E+12 5.623e+15 290 1.14457608E+00 1.1442027E+00
1.000000E+13 5.623e+15 290 1.14524986E+00 1.14555867E+00
