N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 5.623e+15 295 1.159235434E+00 1.168416029E+00
1.468000E+10 5.623e+15 295 1.160158924E+00 1.168509010E+00
2.154000E+10 5.623e+15 295 1.160801144E+00 1.168645299E+00
3.162000E+10 5.623e+15 295 1.161251477E+00 1.168844928E+00
4.642000E+10 5.623e+15 295 1.163157552E+00 1.169137075E+00
6.813000E+10 5.623e+15 295 1.165303187E+00 1.169564002E+00
1.000000E+11 5.623e+15 295 1.167160437E+00 1.170186648E+00
1.468000E+11 5.623e+15 295 1.168938498E+00 1.171092064E+00
2.154000E+11 5.623e+15 295 1.170859286E+00 1.171656288E+00
3.162000E+11 5.623e+15 295 1.171719530E+00 1.171822269E+00
4.642000E+11 5.623e+15 295 1.171974294E+00 1.172044401E+00
6.813000E+11 5.623e+15 295 1.172283510E+00 1.172331376E+00
1.000000E+12 5.623e+15 295 1.172653232E+00 1.172685925E+00
1.468000E+12 5.623e+15 295 1.173078549E+00 1.173100894E+00
2.154000E+12 5.623e+15 295 1.173336121E+00 1.173351341E+00
3.162000E+12 5.623e+15 295 1.173751388E+00 1.173761792E+00
4.642000E+12 5.623e+15 295 1.174200856E+00 1.174207962E+00
6.813000E+12 5.623e+15 295 1.178766746E+00 1.178978088E+00
1.000000E+13 5.623e+15 295 1.184670753E+00 1.184674391E+00
