N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 5.623e+15 325 1.149807667E+00 1.156788216E+00
1.468000E+10 5.623e+15 325 1.152008771E+00 1.156837605E+00
2.154000E+10 5.623e+15 325 1.153581842E+00 1.156907806E+00
3.162000E+10 5.623e+15 325 1.154725677E+00 1.157010155E+00
4.642000E+10 5.623e+15 325 1.155592366E+00 1.157158915E+00
6.813000E+10 5.623e+15 325 1.156298441E+00 1.157371877E+00
1.000000E+11 5.623e+15 325 1.156939397E+00 1.157675046E+00
1.468000E+11 5.623e+15 325 1.157595295E+00 1.158099648E+00
2.154000E+11 5.623e+15 325 1.158338381E+00 1.158684795E+00
3.162000E+11 5.623e+15 325 1.161369465E+00 1.161623599E+00
4.642000E+11 5.623e+15 325 1.165519352E+00 1.165703573E+00
6.813000E+11 5.623e+15 325 1.169772947E+00 1.169899690E+00
1.000000E+12 5.623e+15 325 1.171654067E+00 1.171742445E+00
1.468000E+12 5.623e+15 325 1.180950912E+00 1.181032463E+00
2.154000E+12 5.623e+15 325 1.187595795E+00 1.187699162E+00
3.162000E+12 5.623e+15 325 1.192440886E+00 1.192476605E+00
4.642000E+12 5.623e+15 325 1.194852027E+00 1.194877259E+00
6.813000E+12 5.623e+15 325 1.199975832E+00 1.200030737E+00
1.000000E+13 5.623e+15 325 1.202656171E+00 1.202669779E+00
