N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 5.623e+15 335 1.153389070E+00 1.166167382E+00
1.468000E+10 5.623e+15 335 1.157268590E+00 1.166208279E+00
2.154000E+10 5.623e+15 335 1.160060217E+00 1.166269095E+00
3.162000E+10 5.623e+15 335 1.162066172E+00 1.166357848E+00
4.642000E+10 5.623e+15 335 1.163528060E+00 1.166485948E+00
6.813000E+10 5.623e+15 335 1.164637412E+00 1.166673544E+00
1.000000E+11 5.623e+15 335 1.165540080E+00 1.166941807E+00
1.468000E+11 5.623e+15 335 1.166359727E+00 1.167326147E+00
2.154000E+11 5.623e+15 335 1.167199279E+00 1.167867442E+00
3.162000E+11 5.623e+15 335 1.168155582E+00 1.168619668E+00
4.642000E+11 5.623e+15 335 1.169317254E+00 1.169641474E+00
6.813000E+11 5.623e+15 335 1.170759594E+00 1.170987893E+00
1.000000E+12 5.623e+15 335 1.172179808E+00 1.172415947E+00
1.468000E+12 5.623e+15 335 1.173614306E+00 1.173795268E+00
2.154000E+12 5.623e+15 335 1.175637198E+00 1.175778883E+00
3.162000E+12 5.623e+15 335 1.177142758E+00 1.177253612E+00
4.642000E+12 5.623e+15 335 1.178885252E+00 1.178973437E+00
6.813000E+12 5.623e+15 335 1.180570847E+00 1.180641225E+00
1.000000E+13 5.623e+15 335 1.182393307E+00 1.182449824E+00
