N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 5.623e+15 330 1.154179164E+00 1.165245637E+00
1.468000E+10 5.623e+15 330 1.157570754E+00 1.165285711E+00
2.154000E+10 5.623e+15 330 1.159998820E+00 1.165342857E+00
3.162000E+10 5.623e+15 330 1.161741285E+00 1.165427263E+00
4.642000E+10 5.623e+15 330 1.163013781E+00 1.165549598E+00
6.813000E+10 5.623e+15 330 1.163985222E+00 1.165727602E+00
1.000000E+11 5.623e+15 330 1.164786017E+00 1.165983205E+00
1.468000E+11 5.623e+15 330 1.165525803E+00 1.166349177E+00
2.154000E+11 5.623e+15 330 1.166296697E+00 1.166864231E+00
3.162000E+11 5.623e+15 330 1.167185646E+00 1.167578151E+00
4.642000E+11 5.623e+15 330 1.168272494E+00 1.168545119E+00
6.813000E+11 5.623e+15 330 1.169622263E+00 1.169812767E+00
1.000000E+12 5.623e+15 330 1.171275225E+00 1.171409213E+00
1.468000E+12 5.623e+15 330 1.173225421E+00 1.173320270E+00
2.154000E+12 5.623e+15 330 1.175323151E+00 1.175390116E+00
3.162000E+12 5.623e+15 330 1.177385903E+00 1.177433958E+00
4.642000E+12 5.623e+15 330 1.179368642E+00 1.179403203E+00
6.813000E+12 5.623e+15 330 1.181203679E+00 1.181228515E+00
1.000000E+13 5.623e+15 330 1.183393043E+00 1.183411033E+00
