N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 5.623e+15 330 1.130167162E+00 1.137089567E+00
1.468000E+10 5.623e+15 330 1.132476082E+00 1.137285503E+00
2.154000E+10 5.623e+15 330 1.134242473E+00 1.137570899E+00
3.162000E+10 5.623e+15 330 1.135684138E+00 1.137983599E+00
4.642000E+10 5.623e+15 330 1.136988598E+00 1.138577313E+00
6.813000E+10 5.623e+15 330 1.138324552E+00 1.139424376E+00
1.000000E+11 5.623e+15 330 1.140291227E+00 1.141215788E+00
1.468000E+11 5.623e+15 330 1.143001927E+00 1.143472452E+00
2.154000E+11 5.623e+15 330 1.144694899E+00 1.145023354E+00
3.162000E+11 5.623e+15 330 1.145743249E+00 1.145941959E+00
4.642000E+11 5.623e+15 330 1.146679460E+00 1.146816329E+00
6.813000E+11 5.623e+15 330 1.153775122E+00 1.153927184E+00
1.000000E+12 5.623e+15 330 1.162132464E+00 1.162300576E+00
1.468000E+12 5.623e+15 330 1.167943812E+00 1.168009733E+00
2.154000E+12 5.623e+15 330 1.171037774E+00 1.171103226E+00
3.162000E+12 5.623e+15 330 1.178084220E+00 1.178141107E+00
4.642000E+12 5.623e+15 330 1.182291532E+00 1.182317919E+00
6.813000E+12 5.623e+15 330 1.184109629E+00 1.184128305E+00
1.000000E+13 5.623e+15 330 1.189738146E+00 1.189810593E+00
