N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 5.623e+15 325 1.156315560E+00 1.162567235E+00
1.468000E+10 5.623e+15 325 1.156103661E+00 1.162605218E+00
2.154000E+10 5.623e+15 325 1.158168433E+00 1.162660995E+00
3.162000E+10 5.623e+15 325 1.159648950E+00 1.162741895E+00
4.642000E+10 5.623e+15 325 1.160733152E+00 1.162857763E+00
6.813000E+10 5.623e+15 325 1.161569439E+00 1.163027190E+00
1.000000E+11 5.623e+15 325 1.162269942E+00 1.163270102E+00
1.468000E+11 5.623e+15 325 1.162929850E+00 1.163616516E+00
2.154000E+11 5.623e+15 325 1.163630870E+00 1.164103171E+00
3.162000E+11 5.623e+15 325 1.164448946E+00 1.164774587E+00
4.642000E+11 5.623e+15 325 1.165453031E+00 1.165678343E+00
6.813000E+11 5.623e+15 325 1.166696872E+00 1.166853546E+00
1.000000E+12 5.623e+15 325 1.168208127E+00 1.168317431E+00
1.468000E+12 5.623e+15 325 1.169970346E+00 1.170047081E+00
2.154000E+12 5.623e+15 325 1.171778808E+00 1.171832541E+00
3.162000E+12 5.623e+15 325 1.173434677E+00 1.173472757E+00
4.642000E+12 5.623e+15 325 1.175460953E+00 1.175487903E+00
6.813000E+12 5.623e+15 325 1.177110712E+00 1.177129812E+00
1.000000E+13 5.623e+15 325 1.178909762E+00 1.178923376E+00
