N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 5.623e+15 315 1.148539696E+00 1.154932069E+00
1.468000E+10 5.623e+15 315 1.150548044E+00 1.154965093E+00
2.154000E+10 5.623e+15 315 1.151973643E+00 1.155013362E+00
3.162000E+10 5.623e+15 315 1.152996810E+00 1.155083147E+00
4.642000E+10 5.623e+15 315 1.153755232E+00 1.155184985E+00
6.813000E+10 5.623e+15 315 1.154352478E+00 1.155331478E+00
1.000000E+11 5.623e+15 315 1.154871536E+00 1.155541790E+00
1.468000E+11 5.623e+15 315 1.155379711E+00 1.155838856E+00
2.154000E+11 5.623e+15 315 1.155938505E+00 1.156253358E+00
3.162000E+11 5.623e+15 315 1.156602649E+00 1.156818981E+00
4.642000E+11 5.623e+15 315 1.157419354E+00 1.157568306E+00
6.813000E+11 5.623e+15 315 1.158420791E+00 1.158523617E+00
1.000000E+12 5.623e+15 315 1.159613546E+00 1.159684712E+00
1.468000E+12 5.623e+15 315 1.161069273E+00 1.161118721E+00
2.154000E+12 5.623e+15 315 1.162508945E+00 1.162543332E+00
3.162000E+12 5.623e+15 315 1.163445559E+00 1.163469377E+00
4.642000E+12 5.623e+15 315 1.165141569E+00 1.165229040E+00
6.813000E+12 5.623e+15 315 1.173424468E+00 1.173507678E+00
1.000000E+13 5.623e+15 315 1.176575884E+00 1.176584644E+00
