N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 5.623e+15 290 1.155752184E+00 1.164764845E+00
1.468000E+10 5.623e+15 290 1.161933536E+00 1.164771508E+00
2.154000E+10 5.623e+15 290 1.163628528E+00 1.164781174E+00
3.162000E+10 5.623e+15 290 1.164008017E+00 1.164795188E+00
4.642000E+10 5.623e+15 290 1.164278232E+00 1.164815459E+00
6.813000E+10 5.623e+15 290 1.164478296E+00 1.164844746E+00
1.000000E+11 5.623e+15 290 1.164636937E+00 1.164886839E+00
1.468000E+11 5.623e+15 290 1.164776288E+00 1.164946688E+00
2.154000E+11 5.623e+15 290 1.164914538E+00 1.165030725E+00
3.162000E+11 5.623e+15 290 1.165067222E+00 1.165146443E+00
4.642000E+11 5.623e+15 290 1.165247741E+00 1.165301775E+00
6.813000E+11 5.623e+15 290 1.165466353E+00 1.165503207E+00
1.000000E+12 5.623e+15 290 1.165727984E+00 1.165753137E+00
1.468000E+12 5.623e+15 290 1.166029879E+00 1.166047033E+00
2.154000E+12 5.623e+15 290 1.166189206E+00 1.166200893E+00
3.162000E+12 5.623e+15 290 1.169142704E+00 1.169466332E+00
4.642000E+12 5.623e+15 290 1.176806807E+00 1.176812698E+00
6.813000E+12 5.623e+15 290 1.177083239E+00 1.177087258E+00
1.000000E+13 5.623e+15 290 1.177220356E+00 1.177223098E+00
