N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 5.623e+15 320 1.151372675E+00 1.159168429E+00
1.468000E+10 5.623e+15 320 1.153802830E+00 1.159203800E+00
2.154000E+10 5.623e+15 320 1.155531889E+00 1.159255962E+00
3.162000E+10 5.623e+15 320 1.156771428E+00 1.159331067E+00
4.642000E+10 5.623e+15 320 1.157685687E+00 1.159441711E+00
6.813000E+10 5.623e+15 320 1.158396980E+00 1.159600457E+00
1.000000E+11 5.623e+15 320 1.159003494E+00 1.159828326E+00
1.468000E+11 5.623e+15 320 1.159586948E+00 1.160152463E+00
2.154000E+11 5.623e+15 320 1.160217197E+00 1.160605549E+00
3.162000E+11 5.623e+15 320 1.160960580E+00 1.161227778E+00
4.642000E+11 5.623e+15 320 1.161874430E+00 1.162058805E+00
6.813000E+11 5.623e+15 320 1.163001604E+00 1.163129278E+00
1.000000E+12 5.623e+15 320 1.164358125E+00 1.164446852E+00
1.468000E+12 5.623e+15 320 1.165865863E+00 1.165927149E+00
2.154000E+12 5.623e+15 320 1.167292145E+00 1.167334784E+00
3.162000E+12 5.623e+15 320 1.168798349E+00 1.168828485E+00
4.642000E+12 5.623e+15 320 1.170445701E+00 1.170466779E+00
6.813000E+12 5.623e+15 320 1.171725124E+00 1.171740001E+00
1.000000E+13 5.623e+15 320 1.177467805E+00 1.177537805E+00
