N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 5.623e+15 315 1.170201507E+00 1.176100931E+00
1.468000E+10 5.623e+15 315 1.172025362E+00 1.176131280E+00
2.154000E+10 5.623e+15 315 1.173145120E+00 1.176175806E+00
3.162000E+10 5.623e+15 315 1.174044258E+00 1.176241112E+00
4.642000E+10 5.623e+15 315 1.174763732E+00 1.176336825E+00
6.813000E+10 5.623e+15 315 1.175358040E+00 1.176477097E+00
1.000000E+11 5.623e+15 315 1.175887362E+00 1.176682439E+00
1.468000E+11 5.623e+15 315 1.176415354E+00 1.176982593E+00
2.154000E+11 5.623e+15 315 1.177011606E+00 1.177420307E+00
3.162000E+11 5.623e+15 315 1.177756975E+00 1.178056282E+00
4.642000E+11 5.623e+15 315 1.179009978E+00 1.179159597E+00
6.813000E+11 5.623e+15 315 1.180164139E+00 1.180341159E+00
1.000000E+12 5.623e+15 315 1.182099059E+00 1.182241065E+00
1.468000E+12 5.623e+15 315 1.184754805E+00 1.184873552E+00
2.154000E+12 5.623e+15 315 1.188370746E+00 1.188474447E+00
3.162000E+12 5.623e+15 315 1.189635632E+00 1.189660582E+00
4.642000E+12 5.623e+15 315 1.190939031E+00 1.190956328E+00
6.813000E+12 5.623e+15 315 1.191753883E+00 1.191765905E+00
1.000000E+13 5.623e+15 315 1.196312191E+00 1.196412330E+00
