N_Fe N_B T n_Fe n_Fe_SRH
1.000000E+10 5.623e+15 300 1.164397751E+00 1.168095369E+00
1.468000E+10 5.623e+15 300 1.165569968E+00 1.168107895E+00
2.154000E+10 5.623e+15 300 1.166388038E+00 1.168126066E+00
3.162000E+10 5.623e+15 300 1.166964113E+00 1.168152558E+00
4.642000E+10 5.623e+15 300 1.167379107E+00 1.168190961E+00
6.813000E+10 5.623e+15 300 1.167692182E+00 1.168246432E+00
1.000000E+11 5.623e+15 300 1.167947707E+00 1.168325970E+00
1.468000E+11 5.623e+15 300 1.168180641E+00 1.168438794E+00
2.154000E+11 5.623e+15 300 1.168420401E+00 1.168596592E+00
3.162000E+11 5.623e+15 300 1.168692541E+00 1.168812821E+00
4.642000E+11 5.623e+15 300 1.169018923E+00 1.169101094E+00
6.813000E+11 5.623e+15 300 1.169415585E+00 1.169471750E+00
1.000000E+12 5.623e+15 300 1.173119200E+00 1.173507534E+00
1.468000E+12 5.623e+15 300 1.179243043E+00 1.179561119E+00
2.154000E+12 5.623e+15 300 1.180117945E+00 1.180137532E+00
3.162000E+12 5.623e+15 300 1.180746934E+00 1.180760365E+00
4.642000E+12 5.623e+15 300 1.181342577E+00 1.181351772E+00
6.813000E+12 5.623e+15 300 1.181684866E+00 1.181691156E+00
1.000000E+13 5.623e+15 300 1.182052241E+00 1.182056555E+00
