N_Fe N_B T n_FeB n_FeB_SRH
1.000000E+10 5.623e+15 310 1.145119531E+00 1.150295718E+00
1.468000E+10 5.623e+15 310 1.146757687E+00 1.150325997E+00
2.154000E+10 5.623e+15 310 1.147918484E+00 1.150370050E+00
3.162000E+10 5.623e+15 310 1.148753379E+00 1.150433992E+00
4.642000E+10 5.623e+15 310 1.149375902E+00 1.150526548E+00
6.813000E+10 5.623e+15 310 1.149873036E+00 1.150660246E+00
1.000000E+11 5.623e+15 310 1.150312298E+00 1.150850839E+00
1.468000E+11 5.623e+15 310 1.150751373E+00 1.151119991E+00
2.154000E+11 5.623e+15 310 1.151241412E+00 1.151493953E+00
3.162000E+11 5.623e+15 310 1.151827082E+00 1.152000329E+00
4.642000E+11 5.623e+15 310 1.152546653E+00 1.152665772E+00
6.813000E+11 5.623e+15 310 1.153423812E+00 1.153505856E+00
1.000000E+12 5.623e+15 310 1.154456653E+00 1.154513272E+00
1.468000E+12 5.623e+15 310 1.155619951E+00 1.155659099E+00
2.154000E+12 5.623e+15 310 1.156904029E+00 1.156931057E+00
3.162000E+12 5.623e+15 310 1.161989722E+00 1.162096366E+00
4.642000E+12 5.623e+15 310 1.168344933E+00 1.168359163E+00
6.813000E+12 5.623e+15 310 1.168958496E+00 1.168968283E+00
1.000000E+13 5.623e+15 310 1.170063367E+00 1.170069987E+00
