N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 8.897000000E-06 8.383000000E-06 8.101000000E-06 7.946000000E-06
1.600000000E+01 1.417930000E-04 1.351320000E-04 1.315660000E-04 1.296420000E-04
1.700000000E+01 1.930000000E-03 1.903193000E-03 1.888915000E-03 1.879435000E-03
1.549996187E+01 3.633800000E-05 3.423800000E-05 3.308100000E-05 3.240500000E-05
1.649996187E+01 5.385090000E-04 5.227930000E-04 5.138630000E-04 5.087130000E-04
1.674996808E+01 1.030521000E-03 1.010263000E-03 9.972220000E-04 9.901060000E-04
1.624993176E+01 2.775290000E-04 2.668570000E-04 2.608940000E-04 2.574830000E-04
1.574996808E+01 7.197300000E-05 6.812200000E-05 6.608500000E-05 6.493300000E-05
1.524993176E+01 1.819000000E-05 1.709500000E-05 1.647400000E-05 1.612500000E-05
