N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 5.251000000E-06 5.176000000E-06 5.147000000E-06 5.139000000E-06
1.600000000E+01 7.755300000E-05 7.664400000E-05 7.626700000E-05 7.618400000E-05
1.700000000E+01 8.816870000E-04 8.805350000E-04 8.800000000E-04 8.790620000E-04
1.549996187E+01 2.086400000E-05 2.057700000E-05 2.045100000E-05 2.038600000E-05
1.649996187E+01 2.721560000E-04 2.705150000E-04 2.696460000E-04 2.691800000E-04
1.674996808E+01 4.959910000E-04 4.948720000E-04 4.934720000E-04 4.929160000E-04
1.624993176E+01 1.464180000E-04 1.450890000E-04 1.444280000E-04 1.441110000E-04
1.574996808E+01 4.049500000E-05 3.995300000E-05 3.976300000E-05 3.968800000E-05
1.524993176E+01 1.058300000E-05 1.043000000E-05 1.035500000E-05 1.032300000E-05
